form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035204,15942567,,,CCM,Moran For Kansas,,,,,,P.O. Box 1151,,Hays,KS,67601,P2023,,2023-11-14,1000.00,0.00,"Event - Nov 15, 2023",011,C00312090,Moran For Kansas,H6KS01096,Moran,Jerry,,Rep.,,H,KS,01,,,,,,,,"Event - Nov 15, 2023"
SB23,C00035204,15942569,,,CCM,Austin Scott For Congress Inc,,,,,,P.O. Box 2530,,Tifton,GA,31793,P2024,,2023-11-14,1000.00,0.00,"Event - Nov 14, 2023",011,C00482737,Austin Scott For Congress Inc,H0GA08099,Scott,Austin,,Rep.,,H,GA,08,,,,,,,,"Event - Nov 14, 2023"
SB23,C00035204,15942570,,,CCM,Rick Scott For Florida,,,,,,224 E 6th Ave,,Tallahassee,FL,32308,P2024,,2023-11-14,1000.00,0.00,"Event - Nov 15, 2023",011,C00676965,Rick Scott For Florida,S8FL00273,Scott,Rick,,Sen.,,S,FL,,,,,,,,,"Event - Nov 15, 2023"
SB23,C00035204,15946365,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,97281,P2024,,2023-11-20,1000.00,0.00,"Event - Jan 20, 2024",011,C00793703,Andrea Salinas For Oregon,H2OR06066,Salinas,Andrea,,Rep.,,H,OR,06,,,,,,,,"Event - Jan 20, 2024"
SB23,C00035204,15946366,,,CCM,Ken Calvert For Congress Committee,,,,,,P.O. Box 78376,,Corona,CA,92877,G2024,,2023-11-20,1000.00,0.00,"Event - Dec 5, 2023",011,C00257337,Ken Calvert For Congress Committee,H2CA37023,Calvert,Ken,,Rep.,,H,CA,42,,,,,,,,"Event - Dec 5, 2023"
SB23,C00035204,15949555,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 12, 2023",011,C00784389,Iowans For Zach Nunn,H2IA03119,Nunn,Zach,,Rep.,,H,IA,03,,,,,,,,"Event - Dec 12, 2023"
SB23,C00035204,15949556,,,CCM,Robert Aderholt For Congress,,,,,,P. O. Box 1158,,Haleyville,AL,35565,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 12, 2023",011,C00313247,Robert Aderholt For Congress,H6AL04098,Aderholt,Robert,B.,Rep.,,H,AL,04,,,,,,,,"Event - Dec 12, 2023"
SB23,C00035204,15949557,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 Sw 72nd St,# 420,Miami,FL,33173,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 5, 2023",011,C00376087,Mario Diaz-Balart For Congress,H2FL25018,Diaz-Balart,Mario,,Rep.,,H,FL,25,,,,,,,,"Event - Dec 5, 2023"
SB23,C00035204,15949558,,,CCM,Kat For Congress,,,,,,5200 Nw 43rd St Ste 102-180,,Gainesville,FL,32606,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 6, 2023",011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,Rep.,,H,FL,03,,,,,,,,"Event - Dec 6, 2023"
SB23,C00035204,15949559,,,CCM,John Kennedy For Us,,,,,,2900 Clearview Pkwy,Suite 206,Metairie,LA,70006,P2023,,2023-11-29,1000.00,0.00,"Event - Dec 13, 2023",011,C00608398,John Kennedy For Us,S4LA00065,Kennedy,John,,,,S,LA,,,,,,,,,"Event - Dec 13, 2023"
SB23,C00035204,15949560,,,CCM,Mike Flood for Congress,,,,,,P.O. Box 81041,,Lincoln,NE,68501,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 12, 2023",011,C00801241,Mike Flood for Congress,,Flood,Mike,,,,H,NE,01,,,,,,,,"Event - Dec 12, 2023"
SB23,C00035204,15949561,,,CCM,Valadao For Congress,,,,,,5132 N Palm Ave #227,,Fresno,CA,93704,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 12, 2023",011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,Rep.,,H,CA,21,,,,,,,,"Event - Dec 12, 2023"
SB23,C00035204,15949562,,,CCM,Womack For Congress Committee,,,,,,P.O. Box 508,,Rogers,AR,72757,P2024,,2023-11-29,1000.00,0.00,"Event - Dec 5, 2023",011,C00477745,Womack For Congress Committee,H0AR03055,Womack,Stephen,,Rep.,,H,AR,03,,,,,,,,"Event - Dec 5, 2023"
