form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00404137,SB29.4892,,,PAC,Community for Dee,,,,,,PO Box 1571,,Bolingbrook,IL,60440,P2024,,2023-12-15,500.00,,political contribution,011,,Community for Dee,,,,,,,,,,,,,,,,,
SB29,C00404137,SB29.4890,,,PAC,Friends for Celina Villanueva,,,,,,4140 South Archer,Suite N,Chicago,IL,60632,P2024,,2023-12-15,500.00,,political contribution,011,,Friends for Celina Villanueva,,,,,,,,,,,,,,,,,
SB29,C00404137,SB29.4894,,,CCM,Friends of Laura Fine for State Representative,,,,,,53 West Jackson,,Chicago,IL,60604,P2026,,2023-10-18,1000.00,,political contribution,011,,FRIENDS OF LAURA FINE,,,,,,,,,,,,,,,,,
SB29,C00404137,SB29.4898,,,PAC,FRIENDS OF MATT MARTIN,,,,,,2011 West Eastwood Avenue,,Chicago,IL,60625,P2026,,2023-09-27,500.00,,political contribution,011,,FRIENDS OF MATT MARTIN,,,,,,,,,,,,,,,,,
SB29,C00404137,SB29.4896,,,CCM,FRIENDS OF ROBYN GABEL,,,,,,PO BOX 6453,,EVANSTON,IL,60202,P2024,,2023-07-25,1000.00,,political contribution,011,,FRIENDS OF ROBYN GABEL,,,,,,,,IL,,,,,,,,,
SB29,C00404137,SB29.4897,,,PAC,Friends of Samantha Nugent,,,,,,53 W. Jackson Blvd,,Chicago,IL,60604,P2026,,2023-09-05,500.00,,political contribution,011,,Friends of Samantha Nugent,,,,,,,,,,,,,,,,,
