form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00035675,B853490,,,CCM,Lundgren for House,,,,,,918 Heather Drive,,Peosta,IA,52068,P2024,,2023-08-25,250.00,,P-2024 State House 65 IA,011,,,,Lundgren,Shannon,,,,H,IA,65,,,,,,,,
SB29,C00035675,B853487,,,CCM,Ann Meyer for State House,,,,,,1948 Stadium Drive,,Fort Dodge,IA,50501,P2024,,2023-08-25,1000.00,,P-2024 State House 08 IA,011,,,,Meyer,Ann,,,,H,IA,08,,,,,,,,
SB29,C00035675,B853494,,,CCM,Kim Reynolds for Iowa #5173,,,,,,P.O. Box 1775,,Des Moines,IA,50305,P2026,,2023-08-25,1000.00,,P-2026 Governor  IA,011,,,,Reynolds,Kim,,,,,IA, ,,,,,,,,
SB29,C00035675,B853488,,,CCM,Sinclair for Iowa,,,,,,1255 King Rd.,,Allerton,IA,50008,P2024,,2023-08-25,500.00,,P-2024 State Senate 14 IA,011,,,,Sinclair,Amy,,,,S,IA,14,,,,,,,,
SB29,C00035675,B853485,,,CCM,Friends of Whitver,,,,,,3400 SE Glenstone Drive Unit 11,,Grimes,IA,50111,P2026,,2023-08-25,500.00,,P-2026 State Senate 23 IA,011,,,,Whitver,Jack,,,,S,IA,23,,,,,,,,
SB29,C00035675,B853493,,,CCM,Win With Windschitl,,,,,,2912 Light Breeze Ln.,,Missouri Valley,IA,51555,P2024,,2023-08-25,500.00,,P-2024 State House 15 IA,011,,,,Windschitl,Matt,,,,H,IA,15,,,,,,,,
SB29,C00035675,B853587,,,CCM,Friends for Klimesh,,,,,,304 Oak Street,,Spillville,IA,52168,P2024,,2023-08-28,250.00,,P-2024 State Senate 28 IA,011,,,,Klimesh,Michael,,,,S,IA,28,,,,,,,,
SB29,C00035675,B853434,,,CCM,Elect Joseph Cervantes Senator #31,,,,,,5075 Wind Summit Pl.,,Las Cruces,NM,88011,P2024,,2023-08-25,250.00,,P-2024 State Senate 31 NM,011,,,,Cervantes,Joseph,,,,S,NM,31,,,,,,,,
SB29,C00035675,B853431,,,CCM,Crystal Diamond for NM,,,,,,P.O. Box 1947,,Elephant Butte,NM,87935,P2024,,2023-08-25,250.00,,P-2024 State Senate 35 NM,011,,,,Diamond,Crystal,,,,S,NM,35,,,,,,,,
SB29,C00035675,B853427,,,CCM,Meredith for New Mexico,,,,,,PO Box 27066,,Albuquerque,NM,87125,P2024,,2023-08-25,250.00,,P-2024 State House 20 NM,011,,,,Dixon,Meredith,,,,H,NM,20,,,,,,,,
SB29,C00035675,B853430,,,CCM,The Ivey-Soto Committee,,,,,,1420 Carlisle Blvd NE Suite 208,,Albuquerque,NM,87110,P2024,,2023-08-25,250.00,,P-2024 State Senate 15 NM,011,,,,Ivey-Soto,Daniel,,,,S,NM,15,,,,,,,,
SB29,C00035675,B853429,,,CCM,The Committee to Elect Jenifer Jones,,,,,,204 Golf Course Road,,Deming,NM,88030,P2024,,2023-08-25,250.00,,P-2024 State House 32 NM,011,,,,Jones,Jenifer,,,,H,NM,32,,,,,,,,
SB29,C00035675,B853198,,,CCM,Cmte to Elect Javier Martinez for NM House,,,,,,2955 Moya Rd NW,,Albuquerque,NM,87104,P2024,,2023-08-25,500.00,,P-2024 State House 11 NM,011,,,,Martinez,Javier,,,,H,NM,11,,,,,,,,
SB29,C00035675,B853432,,,CCM,Friends of Liz Stefanics,,,,,,P.O. Box 720,,Cerrillos,NM,87010,P2024,,2023-08-25,250.00,,P-2024 State Senate 39 NM,011,,,,Stefanics,Elizabeth,,,,S,NM,39,,,,,,,,
SB29,C00035675,B853513,,,CCM,Chuck Hall for Senate,,,,,,1712 N. 9th Street,,Perry,OK,73077,P2026,,2023-08-25,250.00,,P-2026 State Senate 20 OK,011,,,,Hall,Chuck,,,,S,OK,20,,,,,,,,
SB29,C00035675,B853520,,,CCM,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,P2024,,2023-08-25,250.00,,P-2024 State House 29 OK,011,,,,Hilbert,Kyle,,,,H,OK,29,,,,,,,,
SB29,C00035675,B853515,,,CCM,Marti Campaign,,,,,,17613 E 49th  Street,,Tulsa,OK,74134,P2024,,2023-08-25,250.00,,P-2024 State House 75 OK,011,,,,Marti,T.J.,,,,H,OK,75,,,,,,,,
SB29,C00035675,B853510,,,CCM,McCortney for Senate,,,,,,1816 E. 15th Street,,Ada,OK,74820,P2024,,2023-08-25,500.00,,P-2024 State Senate 13 OK,011,,,,McCortney,Greg,,,,S,OK,13,,,,,,,,
SB29,C00035675,B853517,,,CCM,Friends of Nicole Miller 2024,,,,,,16104 Cattail Circle,,Edmond,OK,73013,P2024,,2023-08-25,500.00,,P-2024 State House 82 OK,011,,,,Miller,Nicole,,,,H,OK,82,,,,,,,,
SB29,C00035675,B853512,,,CCM,Munson Campaign,,,,,,PO Box 3302,,Oklahoma City,OK,73101,P2024,,2023-08-25,250.00,,P-2024 State House 85 OK,011,,,,Munson,Cyndi,,,,H,OK,85,,,,,,,,
SB29,C00035675,B853519,,,CCM,Friends of Lonnie Paxton 2024,,,,,,1408 State Highway 37,,Tuttle,OK,73089,P2024,,2023-08-25,250.00,,P-2024 State Senate 23 OK,011,,,,Paxton,Lonnie,,,,S,OK,23,,,,,,,,
SB29,C00035675,B853518,,,CCM,Matt Pinnell For Lieutenant Governor,,,,,,7380 S Olympia Ave #309,,Tulsa,OK,74132,P2026,,2023-08-25,250.00,,P-2026 Lt. Governor  OK,011,,,,Pinnell,Matt,,,,,OK, ,,,,,,,,
SB29,C00035675,B853511,,,CCM,Rader Campaign,,,,,,8921 S. Hudson Ave.,,Tulsa,OK,74137,P2024,,2023-08-25,250.00,,P-2024 State Senate 39 OK,011,,,,Rader,Dave,,,,S,OK,39,,,,,,,,
SB29,C00035675,B853516,,,CCM,Paul Rosino for State Senate 2024,,,,,,2132 Avian Way,,Oklahoma City,OK,73170,P2024,,2023-08-25,500.00,,P-2024 State Senate 45 OK,011,,,,Rosino,Paul,,,,S,OK,45,,,,,,,,
SB29,C00035675,B853514,,,CCM,Sneed for House,,,,,,395 Buddy Lane,,Fort Gibson,OK,74434,P2024,,2023-08-25,250.00,,P-2024 State House 14 OK,011,,,,Sneed,Chris,,,,H,OK,14,,,,,,,,
SB29,C00035675,B853527,,,CCM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,P2024,,2023-08-25,500.00,,P-2024 State House 70 PA,011,,,,Bradford,Matt,,,,H,PA,70,,,,,,,,
SB29,C00035675,B853525,,,CCM,Tim Briggs for State Representative,,,,,,P.O. Box 62193,,King of Prussia,PA,19406,P2024,,2023-08-25,500.00,,P-2024 State House 149 PA,011,,,,Briggs,Tim,,,,H,PA,14,,,,,,,,
SB29,C00035675,B853526,,,CCM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,P2024,,2023-08-25,500.00,,P-2024 State Senate 43 PA,011,,,,Costa,Jay,,,,S,PA,43,,,,,,,,
SB29,C00035675,B853524,,,CCM,Gaydos for PA,,,,,,900 Parish Street,,Pittsburgh,PA,15220,P2024,,2023-08-25,500.00,,P-2024 State House 44 PA,011,,,,Gaydos,Valerie,,,,H,PA,44,,,,,,,,
SB29,C00035675,B853523,,,CCM,Citizens for Joshua Kail,,,,,,PO Box 84,,Beaver,PA,15009,P2024,,2023-08-25,500.00,,P-2024 State House 15 PA,011,,,,Kail,Joshua,,,,H,PA,15,,,,,,,,
SB29,C00035675,B853522,,,CCM,Friends of Joanna McClinton,,,,,,PO Box 16668,,Philadelphia,PA,19139,P2024,,2023-08-25,500.00,,P-2024 State House 191 PA,011,,,,McClinton,Joanna,,,,H,PA,19,,,,,,,,
SB29,C00035675,B853528,,,CCM,Friends of Kristin Phillips-Hill,,,,,,PO Box 156,,Jacobus,PA,17407,P2026,,2023-08-25,500.00,,P-2026 State Senate 28 PA,011,,,,Phillips-Hill,Kristin,,,,S,PA,28,,,,,,,,
SB29,C00035675,B853521,,,CCM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,P2024,,2023-08-25,500.00,,P-2024 State Senate 39 PA,011,,,,Ward,Kim,,,,S,PA,39,,,,,,,,
SB29,C00035675,B853438,,,PTY,Republican Assembly Campaign Cmte,,,,,,148 East Johnson Street,,Madison,WI,53703,O2023,Not Applicable,2023-08-25,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00035675,B853437,,,PTY,Committee to Elect a Republican Senate,,,,,,P.O. Box 2741,,Madison,WI,53701,O2023,Not Applicable,2023-08-25,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00035675,B853436,,,CCM,Patrick Testin for Senate,,,,,,5369 Fairview Dr,,Stevens Point,WI,54482,P2024,,2023-08-25,500.00,,P-2024 State Senate 24 WI,011,,,,Testin,Patrick,,,,S,WI,24,,,,,,,,
SB29,C00035675,B853588,,,CCM,Friends of Rachel Cabral-Guevara,,,,,,190 River Island Court,,Appleton,WI,54914,P2026,,2023-08-28,500.00,,P-2026 State Senate 19 WI,011,,,,Cabral-Guevara,Rachael,,,,S,WI,19,,,,,,,,
