form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00035675,B853460,,,CCM,Selena Bliss for State Representative - District 1,,,,,,1560 Sportsfan Ct.,,Prescott,AZ,86301,P2024,,2023-08-25,200.00,,P-2024 State House 01 AZ,011,,,,Bliss,Selina,,,,H,AZ,01,,,,,,,,
SB29,C00035675,B853447,,,CCM,Bravo for Arizona,,,,,,4405 N 31st Drive,,Phoenix,AZ,85017,P2024,,2023-08-25,200.00,,P-2024 State House 26 AZ,011,,,,Bravo,Flavio,,,,H,AZ,26,,,,,,,,
SB29,C00035675,B853448,,,CCM,Eva for Arizona,,,,,,225 E Main St Ste 201,,Mesa,AZ,85201,P2024,,2023-08-25,250.00,,P-2024 State Senate 9 AZ,011,,,,Burch,Eva,,,,S,AZ,09,,,,,,,,
SB29,C00035675,B853446,,,CCM,Vote Frank Carroll,,,,,,PO Box 5514,,Sun City West,AZ,85376,P2024,,2023-08-25,200.00,,P-2024 State Senate 28 AZ,011,,,,Carroll,Frank,,,,S,AZ,28,,,,,,,,
SB29,C00035675,B853478,,,CCM,Contreras for House,,,,,,12204 W Mohave St,,Avondale,AZ,85323,P2024,,2023-08-25,200.00,,P-2024 State House 22 AZ,011,,,,Contreras,Guadalupe,,,,H,AZ,22,,,,,,,,
SB29,C00035675,B853450,,,CCM,David Cook 4 Office,,,,,,10178 S. Ice House Canyon Rd.,,Globe,AZ,85501,P2024,,2023-08-25,250.00,,P-2024 State House 7 AZ,011,,,,Cook,David,,,,H,AZ,07,,,,,,,,
SB29,C00035675,B853449,,,CCM,Gowan for Senate,,,,,,2027 Santa Teresa Drive,,Sierra Vista,AZ,85635,P2024,,2023-08-25,200.00,,P-2024 State Senate 19 AZ,011,,,,Gowan,David,,,,S,AZ,19,,,,,,,,
SB29,C00035675,B853476,,,CCM,Arizonans for Matt Gress,,,,,,1677 East Maryland Avenue,,Phoenix,AZ,85016,P2024,,2023-08-25,250.00,,P-2024 State House 4 AZ,011,,,,Gress,Matt,,,,H,AZ,04,,,,,,,,
SB29,C00035675,B853456,,,CCM,Alma for Arizona,,,,,,PO Box 766,,Tucson,AZ,85706,P2024,,2023-08-25,250.00,,P-2024 State House 20 AZ,011,,,,Hernandez,Alma,,,,H,AZ,20,,,,,,,,
SB29,C00035675,B853442,,,CCM,Anna Hernandez Campaign,,,,,,5146 W. Berkeley Road,,Phoenix,AZ,85035,P2024,,2023-08-25,250.00,,P-2024 State House 24 AZ,011,,,,Hernandez,Anna,,,,H,AZ,24,,,,,,,,
SB29,C00035675,B853477,,,CCM,Hernandez for AZ,,,,,,5421 W. Indian School Road #2050,,Phoenix,AZ,85031,P2024,,2023-08-25,250.00,,P-2024 State Senate 29 AZ,011,,,,Hernandez,Lydia,,,,S,AZ,29,,,,,,,,
SB29,C00035675,B853453,,,CCM,Consuelo Hernandez for State Representative,,,,,,2230 E Nevada St,,Tuscon,AZ,85706,P2024,,2023-08-25,200.00,,P-2024 State House 21 AZ,011,,,,Hernandez,Consuelo,,,,H,AZ,21,,,,,,,,
SB29,C00035675,B853459,,,CCM,Montenegro for House,,,,,,15680 W. Campbell Avenue,,Goodyear,AZ,85395,P2024,,2023-08-25,250.00,,P-2024 State Senate 13 AZ,011,,,,Montenegro,Steve,,,,S,AZ,13,,,,,,,,
SB29,C00035675,B853455,,,CCM,Analise Ortiz for Arizona,,,,,,P.O. Box 14842,,Phoenix,AZ,85063,P2024,,2023-08-25,250.00,,P-2024 State House 24 AZ,011,,,,Ortiz,Analise,,,,H,AZ,24,,,,,,,,
SB29,C00035675,B853479,,,CCM,Elect Kevin Payne for House,,,,,,8609 W Lawrence Lane,,Peoria,AZ,85345,P2024,,2023-08-25,200.00,,P-2024 State House 27 AZ,011,,,,Payne,Kevin,,,,H,AZ,27,,,,,,,,
SB29,C00035675,B853457,,,CCM,Friends of Warren Petersen,,,,,,3425 E. Augusta Ct.,,Queen Creek,AZ,85142,P2024,,2023-08-25,250.00,,P-2024 State Senate 14 AZ,011,,,,Petersen,Warren,,,,S,AZ,14,,,,,,,,
SB29,C00035675,B853444,,,CCM,Vote Shamp,,,,,,PO Box 2310,,Wickenburg,AZ,85358,P2024,,2023-08-25,400.00,,P-2024 State Senate 29 AZ,011,,,,Shamp,Janae,,,,S,AZ,29,,,,,,,,
SB29,C00035675,B853458,,,CCM,Shope for State Senate,,,,,,1206 N. Reeves Road,,Coolidge,AZ,85128,P2024,,2023-08-25,300.00,,P-2024 State Senate 16 AZ,011,,,,Shope,Thomas,,,,S,AZ,16,,,,,,,,
SB29,C00035675,B853454,,,CCM,Conservatives for Toma,,,,,,8707 W Buckhorn Trl,,Peoria,AZ,85383,P2024,,2023-08-25,250.00,,P-2024 State House 27 AZ,011,,,,Toma,Ben,,,,H,AZ,27,,,,,,,,
SB29,C00035675,B853480,,,CCM,Vote Wilmeth,,,,,,PO Box 73163,,Phoenix,AZ,85050,P2024,,2023-08-25,400.00,,P-2024 State House 2 AZ,011,,,,Wilmeth,Justin,,,,H,AZ,02,,,,,,,,
SB29,C00035675,B853586,,,CCM,Julie Willoughby for State Rep,,,,,,2577 E. Aloe Place,,Chandler,AZ,85286,P2024,,2023-08-28,200.00,,P-2024 State House 13 AZ,011,,,,Willoughby,Julie,,,,H,AZ,13,,,,,,,,
SB29,C00035675,B853486,,,CCM,Brian Best for House,,,,,,600 Vermont St. Box 491,,Glidden,IA,51443,P2024,,2023-08-25,250.00,,P-2024 State House 11 IA,011,,,,Best,Brian,,,,H,IA,11,,,,,,,,
SB29,C00035675,B853489,,,CCM,Waylon Brown for State Senate,,,,,,2415 Highway 218,,Osage,IA,50461,P2024,,2023-08-25,250.00,,P-2024 State Senate 30 IA,011,,,,Brown,Waylon,,,,S,IA,30,,,,,,,,
SB29,C00035675,B853484,,,CCM,Jeff Edler for State Senate,,,,,,1554 200TH STREET,,State Center,IA,50247,P2024,,2023-08-25,500.00,,P-2024 State Senate 36 IA,011,,,,Edler,Jeff,,,,S,IA,36,,,,,,,,
SB29,C00035675,B853482,,,CCM,Fry for Iowa House,,,,,,1473 195th Ave.,,Osceola,IA,50213,P2024,,2023-08-25,250.00,,P-2024 State House 24 IA,011,,,,Fry,Joel,N,,,H,IA,24,,,,,,,,
SB29,C00035675,B853491,,,CCM,Citizens for Pat Grassley,,,,,,30601 Deer Trail Drive,,New Hartford,IA,50660,P2024,,2023-08-25,1000.00,,P-2024 State House 57 IA,011,,,,Grassley,Patrick (Pat),,,,H,IA,57,,,,,,,,
SB29,C00035675,B853481,,,CCM,People for Pam Jochum,,,,,,2368 Jackson Street,,Dubuque,IA,52001,P2024,,2023-08-25,250.00,,P-2024 State Senate 36 IA,011,,,,Jochum,Pam,,,,S,IA,36,,,,,,,,
SB29,C00035675,B853483,,,CCM,Jennifer Konfrst for Iowa,,,,,,6518 Northwest Drive,,Windsor Heights,IA,50324,P2024,,2023-08-25,250.00,,P-2024 State House 32 IA,011,,,,Konfrst,Jennifer,,,,H,IA,32,,,,,,,,
