form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00313700,18353589,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,G2024,,2024-09-12,1000.00,0.00,Contributions to Federal Candidates,011,C00510461,Pete Aguilar For Congress,,Aguilar,Pete,Ray,Rep.,,H,CA,33,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353590,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2024-09-12,2500.00,0.00,Contributions to Federal Candidates,011,C00412304,Montanans For Tester,,Tester,Jon,,Sen.,,S,MT,,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353592,,,PAC,Visionary PAC,,,,,,1015 BOB O LINK ROAD,,Highland Park,IL,60035,,,2024-09-12,2500.00,0.00,Contributions to Federal PACS,011,C00603134,,,,,,,,,,,,,,,,,,Contributions to Federal PACS
SB23,C00313700,18353593,,,CCM,Robin Kelly For Congress,,,,,,PO Box 101199,,Chicago,IL,60610,G2024,,2024-09-12,4500.00,0.00,Contributions to Federal Candidates,011,C00539866,Robin Kelly For Congress,,Kelly,Robin,Lynne,Rep.,,H,IL,02,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353594,,,CCM,Casten For Congress,,,,,,PO Box 132,,Downers Grove,IL,60515,G2024,,2024-09-12,2500.00,0.00,Contributions to Federal Candidates,011,C00648493,Casten For Congress,,Casten,Sean,,Rep.,,H,IL,06,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353595,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,20003,,,2024-09-12,2500.00,0.00,Contributions to Federal Candidates,011,C00550970,,,,,,,,,,,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353596,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2024-09-12,5000.00,0.00,Contributions to Federal Candidates,011,C00147512,,,,,,,,,,,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353597,,,CCM,Young Kim For Congress,,,,,,PO Box 17490,,Anaheim,CA,92817,G2024,,2024-09-12,4000.00,0.00,Contributions to Federal Candidates,011,C00665638,Young Kim For Congress,,Kim,Young,O.,Rep.,,H,CA,40,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18398877,,,CCM,Scanlon For Congress,,,,,,PO Box 263,,Swarthmore,PA,19081,G2024,,2024-09-28,2500.00,0.00,Contributions to Federal Candidates,011,C00669358,Scanlon For Congress,,Scanlon,Mary,Gay,Rep.,,H,PA,05,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18398878,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Avenue,SUITE 205,Jamaica,NY,11432,G2024,,2024-09-28,3000.00,0.00,Contributions to Federal Candidates,011,C00430991,Friends For Gregory Meeks,,Meeks,Gregory,Weldon,Rep.,,H,NY,05,,,,,,,,Contributions to Federal Candidates
