form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00313700,18353574,,,CCM,Huizenga For Congress,,,,,,PO Box 254,,Zeeland,MI,494641509,G2024,,2024-09-12,2500.00,0.00,Contributions to Federal Candidates,011,C00459297,Huizenga For Congress,,Huizenga,Bill,Patrick,Rep.,,H,MI,04,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353577,,,PAC,Team Hagerty Victory,,,,,,"1101 30TH STREET NW, SUITE 390",,Washington,DC,20007,,,2024-09-12,5000.00,0.00,Contributions to Federal PACS,011,C00788448,,,,,,,,,,,,,,,,,,Contributions to Federal PACS
SB23,C00313700,18353578,,,PAC,The Peter Norbeck Leadership PAC,,,,,,PO Box 477,,Pierre,SD,57501,,,2024-09-12,2500.00,0.00,Contributions to Federal PACS,011,C00571976,,,,,,,,,,,,,,,,,,Contributions to Federal PACS
SB23,C00313700,18353579,,,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,60168,G2024,,2024-09-12,3000.00,0.00,Contributions to Federal Candidates,011,C00575092,Friends Of Raja For Congress,,Krishnamoorthi,Raja,,Rep.,,H,IL,08,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353580,,,CCM,Schakowsky For Congress,,,,,,P.O. Box 5130,,Evanston,IL,60204,G2024,,2024-09-12,1000.00,0.00,Contributions to Federal Candidates,011,C00327023,Schakowsky For Congress,,Schakowsky,Jan,D.,Rep.,,H,IL,09,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353581,,,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,60015,G2024,,2024-09-12,2500.00,0.00,Contributions to Federal Candidates,011,C00495952,Schneider For Congress,,Schneider,Brad,Scott,Rep.,,H,IL,10,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353583,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,G2024,,2024-09-12,3000.00,0.00,Contributions to Federal Candidates,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,,Rep.,,H,CO,07,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353586,,,CCM,Tammy For Illinois,,,,,,PO Box 10793,,Chicago,IL,60610,G2024,,2024-09-12,1500.00,0.00,Contributions to Federal Candidates,011,C00574889,Tammy For Illinois,,Duckworth,Tammy,,Sen.,,S,IL,,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353587,,,CCM,Bill Foster For Congress,,,,,,PO Box 9104,,Aurora,IL,60598,G2024,,2024-09-12,5000.00,0.00,Contributions to Federal Candidates,011,C00435099,Bill Foster For Congress,,Foster,Bill,,Rep.,,H,IL,11,,,,,,,,Contributions to Federal Candidates
SB23,C00313700,18353588,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 6270,,Brownsville,TX,78523,G2024,,2024-09-12,1000.00,0.00,Contributions to Federal Candidates,011,C00592659,Vicente Gonzalez For Congress,,Gonzalez,Vicente,,Rep.,,H,TX,34,,,,,,,,Contributions to Federal Candidates
