form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00448696,EE4259B4ACF2546B0964,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-06,4875.00,2024-02-07,20317.23,IE-CRUZ-DIRECT MAIL PRODUCTION,,,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,EE521F1D197DE4DBFA1D,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-06,4875.00,2024-02-07,20104.43,IE-HAWLEY-DIRECT MAIL PRODUCTION,,,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,EEE8A415E1A3342ABB6E,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-06,4875.00,2024-02-07,20145.62,IE-SCOTT-DIRECT MAIL PRODUCTION,,,S,S8FL00273,SCOTT,RICK,SEN,,,S,,FL,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E9D50544BD7B04C8E9B0,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-06,4875.00,2024-02-07,21252.13,IE-MOONEY-DIRECT MAIL PRODUCTION,,,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E749373B40B1644BFAF2,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-28,42801.63,2024-02-29,63501.56,IE-HAWLEY-DIRECT MAIL PRODUCTION,,,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E52F4071B9AB84250947,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-28,42801.63,2024-02-29,63562.15,IE-SCOTT-DIRECT MAIL PRODUCTION,,,S,S8FL00273,SCOTT,RICK,SEN,,,S,,FL,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E3947B2AFDFA7422E971,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-28,42801.63,2024-02-29,65267.81,IE-MOONEY-DIRECT MAIL PRODUCTION,,,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E1547E76C36B843C0A00,,,ORG,ALLEGIANCE DIRECT LLC,,,,,,421 E E ST,,PURCELLVILLE,VA,201323320,P2024,,2024-02-28,42801.64,2024-02-29,63824.32,IE-CRUZ-DIRECT MAIL PRODUCTION,,,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E701C33C2C1D24A9690F,,,ORG,ENVISION MARKETING,,,,,,148 GRAVES MILL RD,,LYNCHBURG,VA,245024202,P2024,,2024-02-06,14880.87,2024-02-07,20145.62,IE-SCOTT-DIRECT MAIL PRODUCTION,,,S,S8FL00273,SCOTT,RICK,SEN,,,S,,FL,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,EEBCC747DDE594AE5A51,,,ORG,ENVISION MARKETING,,,,,,148 GRAVES MILL RD,,LYNCHBURG,VA,245024202,P2024,,2024-02-06,14880.88,2024-02-07,21252.13,IE-MOONEY-DIRECT MAIL PRODUCTION,,,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E611DF7FF75F5442A9A4,,,ORG,ENVISION MARKETING,,,,,,148 GRAVES MILL RD,,LYNCHBURG,VA,245024202,P2024,,2024-02-06,14880.88,2024-02-07,20317.23,IE-CRUZ-DIRECT MAIL PRODUCTION,,,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E28352F726C934F2B881,,,ORG,ENVISION MARKETING,,,,,,148 GRAVES MILL RD,,LYNCHBURG,VA,245024202,P2024,,2024-02-06,14880.88,2024-02-07,20104.43,IE-HAWLEY-DIRECT MAIL PRODUCTION,,,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E4715855C6F7E4F0FABD,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2024-02-07,378.95,2024-02-07,20483.38,IE- HAWLEY - DONATION PROCESSING,,C00448696,S,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,,MO,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E1035F03E3F844312808,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2024-02-07,382.45,2024-02-07,20528.07,IE- SCOTT - DONATION PROCESSING,,C00448696,S,S8FL00273,SCOTT,RICK,SEN,,,S,,FL,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,E5C91BA5AF18443BC91F,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2024-02-07,429.20,2024-02-07,20746.43,IE- CRUZ - DONATION PROCESSING,,C00448696,S,S2TX00312,CRUZ,RAFAEL,EDWARD,,,S,,TX,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,EED8A841EE97E44EE964,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2024-02-07,789.20,2024-02-07,22041.33,IE- MOONEY - DONATION PROCESSING,,C00448696,S,S4WV00324,MOONEY,ALEXANDER,X,,,S,,WV,KILGORE,PAUL,,,,2024-03-20,,
SE,C00448696,ED2EDEF61220C492F854,,,PAC,SENATE CONSERVATIVES FUND,,,,,,300 INDEPENDENCE AVE SE,,WASHINGTON,DC,200031021,P2024,,2024-02-13,56.75,2024-02-13,20584.82,IE- SCOTT - DONATION PROCESSING,,C00448696,S,S8FL00273,SCOTT,RICK,SEN,,,S,,FL,KILGORE,PAUL,,,,2024-03-20,,
