form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007922,500129289,,,CCM,Adriano Espaillat for Congress,,,,,,PO Box H,,New York,NY,100340248,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00701953,,,Espaillat,Adriano,,,,H,NY,13,,,,,,,,
SB23,C00007922,500129290,,,PAC,Baker PAC,,,,,,PO Box 101,,Bayport,NY,117050101,,,2024-10-09,3500.00,0.00,Contribution,011,C00770297,Baker PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129718,,,CCM,Balderson for Congress,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00662650,,,Balderson,William,Troy,,,H,OH,12,,,,,,,,
SB23,C00007922,500129719,,,CCM,Beatty For Congress,,,,,,222 E Town St,Fl 2W,Columbus,OH,432154616,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00507368,,,Beatty,Joyce,,,,H,OH,03,,,,,,,,
SB23,C00007922,500129284,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2024-10-09,4000.00,0.00,Contribution,011,C00797175,,,Balint,Rebecca Becca,,,,H,VT,01,,,,,,,,
SB23,C00007922,500129722,,,CCM,Burchett for Congress,,,,,,PO Box 51345,,Knoxville,TN,379501345,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00652149,,,Burchett,Tim,,,,H,TN,02,,,,,,,,
SB23,C00007922,500129724,,,CCM,Castor For Congress,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00410761,,,Castor,Kathy,,Rep.,,H,FL,14,,,,,,,,
SB23,C00007922,500129743,,,CCM,Citizens For Turner,,,,,,120 W 2nd St,Ste 1510,Dayton,OH,454021603,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00373001,,,Turner,Michael,R.,Rep.,,H,OH,10,,,,,,,,
SB23,C00007922,500129288,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,112250200,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00415331,,,Clarke,Yvette,D.,,,H,NY,09,,,,,,,,
SB23,C00007922,500129731,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,4153 Flat Shoals Pkwy,Ste 322,Decatur,GA,300344106,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00418293,,,Johnson,Hank,C.,,Jr.,H,GA,04,,,,,,,,
SB23,C00007922,500129295,,,CCM,Committee To Re-Elect Nydia M. Velazquez To Congress,,,,,,315 Inspiration Ln,,Gaithersburg,MD,208785808,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00271312,,,Velazquez,Nydia,M.,Rep.,,H,NY,07,,,,,,,,
SB23,C00007922,500129285,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,060667372,G2024,,2024-10-09,4000.00,0.00,Contribution,011,C00410233,,,Courtney,Joseph,D.,Rep.,,H,CT,02,,,,,,,,
SB23,C00007922,500129739,,,CCM,David Scott For Congress,,,,,,PO Box 960821,,Riverdale,GA,302960821,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00369801,,,Scott,David Albert,,Rep.,,H,GA,13,,,,,,,,
SB23,C00007922,500129745,,,CCM,Debbie Wasserman Schultz for Congress,,,,,,1071 Twin Branch Ln,,Weston,FL,333262828,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00385773,,,Wasserman Schulz,Debbie,,,,H,FL,23,,,,,,,,
SB23,C00007922,500129463,,,PAC,Defend the Dream,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,,,2024-10-10,5000.00,0.00,Contribution,011,C00771238,Defend the Dream,,,,,,,,,,,,,,,,,
SB23,C00007922,500129732,,,PAC,Defending American Values Everywhere PAC,,,,,,9856 Archer Ln,,Dublin,OH,430178914,,,2024-10-15,5000.00,0.00,Contribution,011,C00571216,Defending American Values Everywhere PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129717,,,PAC,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,708214385,,,2024-10-15,2000.00,0.00,Contribution,011,C00071365,Democratic State Central Committee of LA,,,,,,,,,,,,,,,,,
SB23,C00007922,500129741,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-10-15,4000.00,0.00,Contribution,011,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
