form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007922,500129457,,,CCM,Emmer for Congress,,,,,,PO Box 279,,Elk River,MN,553300279,G2024,,2024-10-10,5000.00,0.00,Contribution,011,C00545749,,,Emmer,Thomas,Earl,,,H,MN,06,,,,,,,,
SB23,C00007922,500129461,,,PAC,Follow the North Star Fund,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-10-10,5000.00,0.00,Contribution,011,C00431874,Follow the North Star Fund,,,,,,,,,,,,,,,,,
SB23,C00007922,500129747,,,CCM,Frederica S. Wilson For Congress,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00460055,,,Wilson,Frederica,S.,,,H,FL,24,,,,,,,,
SB23,C00007922,500129293,,,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 205,Jamaica,NY,114323921,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00430991,,,Meeks,Gregory,W.,Rep.,,H,NY,05,,,,,,,,
SB23,C00007922,500129742,,,CCM,Friends Of Bennie Thompson,,,,,,PO Box 100,,Bolton,MS,390410100,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00279851,,,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,
SB23,C00007922,500129733,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,G2024,,2024-10-15,1500.00,0.00,Contribution,011,C00527457,,,Joyce,David,P.,,,H,OH,14,,,,,,,,
SB23,C00007922,500129726,,,CCM,Friends of Jim Clyburn,,,,,,PO Box 12567,,Columbia,SC,292112567,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00255562,,,Clyburn,James,E.,,,H,SC,06,,,,,,,,
SB23,C00007922,500129736,,,CCM,Friends of Lucy McBath,,,,,,2221 Peachtree Rd NE,Ste Pm D,Atlanta,GA,303091133,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00672295,,,McBath,Lucia,Kay,,,H,GA,07,,,,,,,,
SB23,C00007922,500129286,,,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00434191,,,Himes,Jim,A.,Rep.,,H,CT,04,,,,,,,,
SB23,C00007922,500129738,,,CCM,Jared Moskowitz for Congress,,,,,,PO Box 8784,,Coral Springs,FL,330758784,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00807628,,,Moskowitz,Jared,,,,H,FL,23,,,,,,,,
SB23,C00007922,500129291,,,CCM,Jeffries For Congress,,,,,,PO Box 65322,,Washington,DC,200355322,G2024,,2024-10-09,2500.00,0.00,Contribution,011,C00503052,,,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB23,C00007922,500129065,,,CCM,Joe Morelle for Congress,,,,,,PO Box 90914,,Rochester,NY,146090914,G2024,,2024-10-07,5000.00,0.00,Contribution,011,C00675108,,,Morelle,Joseph,D.,,,H,NY,25,,,,,,,,
SB23,C00007922,500129068,,,CCM,John Avlon for Congress,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-10-07,5000.00,0.00,Contribution,011,C00870568,,,Avlon,John,,,,H,NY,01,,,,,,,,
SB23,C00007922,500129734,,,CCM,Kaptur For Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-10-15,4000.00,0.00,Contribution,011,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00007922,500129067,,,CCM,LaLota for Congress,,,,,,PO Box 5744,,Hauppauge,NY,117880155,G2024,,2024-10-07,2500.00,0.00,Contribution,011,C00806018,,,LaLota,Nick,,,,H,NY,01,,,,,,,,
SB23,C00007922,500129462,,,PAC,"Latino Leaders for Equality, Growth, Opportunity, Progressive Action & Change (LLEGO-PAC)",,,,,,PO Box 65322,,Washington,DC,200355322,,,2024-10-09,4000.00,0.00,Contribution,011,C00576975,"Latino Leaders for Equality, Growth, Opportunity, Progressive Action & Change (LLEGO-PAC)",,,,,,,,,,,,,,,,,
SB23,C00007922,500129729,,,CCM,Lois Frankel For Congress,,,,,,PO Box 480503,,Delray Beach,FL,334480503,G2024,,2024-10-15,2500.00,0.00,Contribution,011,C00494856,,,Frankel,Lois,,,,H,FL,22,,,,,,,,
SB23,C00007922,500129728,,,PAC,Maintaining All Republicans in Office PAC,,,,,,8724 SW 72nd St,# 421,Miami,FL,331733512,,,2024-10-15,5000.00,0.00,Contribution,011,C00565630,Maintaining All Republicans in Office PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129727,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 SW 72nd St,# 420,Miami,FL,331733512,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00376087,,,Diaz-Balart,Mario,,,,H,FL,25,,,,,,,,
SB23,C00007922,500129735,,,CCM,Mast for Congress,,,,,,PO Box 3016,,Stuart,FL,349953016,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00632257,,,Mast,Brian,,,,H,FL,18,,,,,,,,
SB23,C00007922,500129730,,,CCM,Maxwell Alejandro Frost for Congress,,,,,,PO Box 772671,,Orlando,FL,328772671,G2024,,2024-10-15,2500.00,0.00,Contribution,011,C00786822,,,Frost,Maxwell,Alejandro,,,H,FL,10,,,,,,,,
SB23,C00007922,500129458,,,CCM,Moore For Congress,,,,,,PO Box 16646,,Milwaukee,WI,532160646,G2024,,2024-10-10,2500.00,0.00,Contribution,011,C00397505,,,Moore,Gwen,S.,,,H,WI,04,,,,,,,,
SB23,C00007922,500129737,,,CCM,Morgan McGarvey for Congress,,,,,,PO Box 5324,,Louisville,KY,402550324,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00791392,,,McGarvey,Morgan,,,,H,KY,03,,,,,,,,
SB23,C00007922,500129066,,,CCM,Nellie Pou for Congress,,,,,,PO Box 2696,,Paterson,NJ,075092696,G2024,,2024-10-07,5000.00,0.00,Contribution,011,C00887547,,,Pou,Nelida,,,,H,NJ,09,,,,,,,,
SB23,C00007922,500129292,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,103060487,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00694778,,,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB23,C00007922,500129746,,,CCM,"Nikema for Congress, Inc.",,,,,,PO Box 311913,,Atlanta,GA,311311913,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00752584,,,Williams,Nikema,Natassha,,,H,GA,05,,,,,,,,
SB23,C00007922,500129287,,,PAC,Oceans PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-10-09,2500.00,0.00,Contribution,011,C00431601,Oceans PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129459,,,CCM,Pete Stauber for Congress,,,,,,23 W Central Entrance,# 333,Duluth,MN,558113433,G2024,,2024-10-10,2500.00,0.00,Contribution,011,C00650697,,,Stauber,Peter,Allen,,,H,MN,08,,,,,,,,
SB23,C00007922,500129744,,,PAC,Rev Up PAC,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-10-15,5000.00,0.00,Contribution,011,C00767871,Rev Up PAC,,,,,,,,,,,,,,,,,
SB23,C00007922,500129720,,,CCM,Sanford Bishop For Congress,,,,,,PO Box 909,,Columbus,GA,319020909,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00266940,,,Bishop,Sanford,D.,Rep.,Jr.,H,GA,02,,,,,,,,
SB23,C00007922,500129725,,,CCM,"Sheila Cherfilus McCormick for Congress, Inc.",,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00677492,,,Cherfilus-McCormick,Sheila,,,,H,FL,20,,,,,,,,
SB23,C00007922,500129721,,,CCM,Shontel Brown for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2024-10-15,4000.00,0.00,Contribution,011,C00764381,,,Brown,M. Shontel,,,,H,OH,11,,,,,,,,
SB23,C00007922,500129464,,,CCM,Stanton for Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,G2024,,2024-10-10,2500.00,0.00,Contribution,011,C00657304,,,Stanton,Greg,,,,H,AZ,09,,,,,,,,
SB23,C00007922,500129460,,,CCM,"Steil for Wisconsin, Inc.",,,,,,1818 Milton Ave,# 1448,Janesville,WI,535451129,G2024,,2024-10-10,2500.00,0.00,Contribution,011,C00677286,,,Steil,Bryan,George,,,H,WI,01,,,,,,,,
SB23,C00007922,500129740,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,G2024,,2024-10-15,5000.00,0.00,Contribution,011,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,,
SB23,C00007922,500129294,,,CCM,Torres for Congress,,,,,,PO Box 580303,,Bronx,NY,104580714,G2024,,2024-10-09,5000.00,0.00,Contribution,011,C00699744,,,Torres,Ritchie,John,,,H,NY,15,,,,,,,,
SB23,C00007922,500129723,,,CCM,Troy Carter for Congress,,,,,,PO Box 50730,,New Orleans,LA,701500730,G2024,,2024-10-15,2500.00,0.00,Contribution,011,C00763649,,,Carter,Troy,,,,H,LA,02,,,,,,,,
SB23,C00007922,500129071,,,PAC,Wolverine PAC,,,,,,PO Box 972480,,Ypsilanti,MI,481970303,,,2024-10-07,5000.00,0.00,Contribution,011,C00451583,Wolverine PAC,,,,,,,,,,,,,,,,,
