form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00544957,SB29.7881,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,,Harrison,OH,45030,P2024,,2023-05-25,500.00,,Contribution,011,,Abrams for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7882,,,CCM,Al Cutrona for Ohio,,,,,,3755 Mercedes Place,Unit 9,Canfield,OH,44406,P2024,,2023-05-25,500.00,,Contribution,011,,Al Cutrona for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7883,,,CCM,Callender for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2024,,2023-05-25,500.00,,Contribution,011,,Callender for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7884,,,CCM,Citizens for Gavarone,,,,,,1537 Cedar Lane,,Bowling Green,OH,43402,P2024,,2023-05-25,500.00,,Contribution,011,,Citizens for Gavarone,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7885,,,CCM,Citizens for Lampton,,,,,,1326 Parkway Court,,Beavercreek,OH,45432,P2024,,2023-05-25,500.00,,Contribution,011,,Citizens for Lampton,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7886,,,CCM,Citizens for Schuring Committee,,,,,,330 Third St. NW,,Canton,OH,44702,P2024,,2023-05-11,1500.00,,Contribution,011,,Citizens for Schuring Committee,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7888,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E Town Street,,Columbus,OH,43215,P2024,,2023-05-25,750.00,,Contribution,011,,Citizens to Elect Allison Russo,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7889,,,CCM,Dr. Terry Johnson for Ohio,,,,,,1609 Offnere Street,PO Box 595,Portsmouth,OH,45662,P2024,,2023-05-25,1000.00,,Contribution,011,,Dr. Terry Johnson for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7890,,,CCM,Florida Shines,,,,,,115 E Park Ave,sate 1,Tallahassee,FL,32301,P2024,,2023-02-09,2500.00,,Contribution,011,,Florida Shines,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7891,,,CCM,Friends of Anita Somani,,,,,,545 E Town St,,Columbus,OH,43215,P2024,,2023-05-25,500.00,,Contribution,011,,Friends of Anita Somani,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7892,,,CCM,Friends of Arvind Venkat,,,,,,PO Box 489,,Wexford,PA,15090,P2024,,2023-02-28,2500.00,,Contribution,011,,Friends of Arvind Venkat,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7893,,,CCM,Friends of Arvind Venkat,,,,,,PO Box 489,,Wexford,PA,15090,P2024,,2023-04-26,22500.00,,Contribution,011,,Friends of Arvind Venkat,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7894,,,CCM,Friends of Beth Liston,,,,,,2193 Stratingham Dr,,Dublin,OH,43016,P2024,,2023-05-25,500.00,,Contribution,011,,Friends of Beth Liston,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7895,,,CCM,Friends of Bride Rose Sweeney,,,,,,3632 W 133rd St,,Cleveland,OH,44111,P2024,,2023-05-25,500.00,,Contribution,011,,Friends of Bride Rose Sweeney,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7896,,,CCM,Friends of Colleen Burton,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2023-02-09,2500.00,,Contribution,011,,Friends of Colleen Burton,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7897,,,CCM,Friends of Gayle Harrell,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2023-02-09,2500.00,,Contribution,011,,Friends of Gayle Harrell,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7898,,,CCM,Friends of George Lang,,,,,,7727 Foxboro Drive,,West Chester,OH,45069,P2024,,2023-05-25,750.00,,Contribution,011,,Friends of George Lang,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7899,,,CCM,Friends of Hearcel F. Craig,,,,,,545 E Town Street,,Columbus,OH,43215,P2024,,2023-05-25,500.00,,Contribution,011,,Friends of Hearcel F. Craig,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7900,,,CCM,Friends of Jay Edwards,,,,,,35950 Union Ridge Rd,,Albany,OH,45710,P2024,,2023-05-25,1000.00,,Contribution,011,,Friends of Jay Edwards,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7901,,,CCM,Friends of Jerry Cirino,,,,,,8075 North Orchard Rd,,Concord,OH,44077,P2024,,2023-05-25,750.00,,Contribution,011,,Friends of Jerry Cirino,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7902,,,CCM,Friends of Matt Dolan,,,,,,2226 Edgeview Dr,,Hudson,OH,44236,P2024,,2023-05-25,1000.00,,Contribution,011,,Friends of Matt Dolan,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7903,,,CCM,Friends of Nickie J. Antonio,,,,,,1305 Belle Avenue,,Lakewood,OH,44107,P2024,,2023-05-25,750.00,,Contribution,011,,Friends of Nickie J. Antonio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7904,,,CCM,Friends to Elect Jessica Miranda,,,,,,1238 W Kemper Road,,Cincinnati,OH,45240,P2024,,2023-05-25,500.00,,Contribution,011,,Friends to Elect Jessica Miranda,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7905,,,CCM,Hackett for Ohio,,,,,,2050 Palouse Drive,,London,OH,43140,P2024,,2023-05-25,1000.00,,Contribution,011,,Hackett for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7906,,,CCM,Honest Leadership,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2023-02-09,2500.00,,Contribution,011,,Honest Leadership,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7907,,,CCM,Jim Thomas for Ohio House of Representatives,,,,,,5566 Foxboro Ave NW,,Canton,OH,44718,P2024,,2023-05-25,1000.00,,Contribution,011,,Jim Thomas for Ohio House of Representatives,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7908,,,CCM,Lare for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2023-05-25,750.00,,Contribution,011,,Lare for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7909,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2024,,2023-05-25,1500.00,,Contribution,011,,Matt Huffman for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7910,,,CCM,Oelslager for Ohio,,,,,,6706 Lake Cable Avenue NW,,North Canton,OH,44720,P2024,,2023-05-11,1500.00,,Contribution,011,,Oelslager for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7911,,,CCM,Romanchuk for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2023-05-25,500.00,,Contribution,011,,Romanchuk for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7912,,,CCM,Stephens for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,P2024,,2023-05-25,1500.00,,Contribution,011,,Stephens for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7913,,,CCM,Steve Huffman for Ohio,,,,,,331 South Market Street,,Troy,OH,45373,P2024,,2023-05-25,1000.00,,Contribution,011,,Steve Huffman for Ohio,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7915,,,CCM,Sykes for Office,,,,,,133 Furnace Run Drive,,Akron,OH,44307,P2024,,2023-05-25,500.00,,Contribution,011,,Sykes for Office,,,,,,,,,,,,,,,,,
SB29,C00544957,SB29.7916,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2023-05-25,500.00,,Contribution,011,,Tim Barhorst for Ohio,,,,,,,,,,,,,,,,,
