form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB88244,,,PAC,The Economic Freedom Committee,,,,,,610 South Blvd,,Tampa,FL,33606,,,2023-09-01,2500.00,,,011,,The Economic Freedom Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88245,,,PAC,Friends of Sarasota,,,,,,133 South Harbor Drive,,Venice,FL,34285,,,2023-09-06,2500.00,,,011,,Friends of Sarasota,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88252,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2023-09-08,10000.00,,,011,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88257,,,PAC,Calvert for Commissioner Campaign,,,,,,P.O. Box 15571,,San Antonio,TX,78212,,,2023-09-12,1000.00,,,011,,Calvert for Commissioner Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88263,,,PAC,Doug Shipman for Atlanta,,,,,,"245 N. Highland Ave., Suite 230-38",,Atlanta,GA,30307,,,2023-09-13,500.00,,,011,,Doug Shipman for Atlanta,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88259,,,PAC,Doug Shipman for Atlanta,,,,,,"245 N. Highland Ave., Suite 230-38",,Atlanta,GA,30307,,,2023-09-13,-1000.00,,Void Check; Originally issued 8/20/23,011,,Doug Shipman for Atlanta,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88261,,,PAC,Eileen Higgins Campaign,,,,,,1742 W. Flagler Street,,Miami,FL,33135,,,2023-09-13,1000.00,,,011,,Eileen Higgins Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88260,,,PAC,Friends of Jared Solomon,,,,,,PO Box 7522,,Philadelphia,PA,19101,,,2023-09-13,400.00,,,011,,Friends of Jared Solomon,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88262,,,PAC,Friends of Nick DiCeglie,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2023-09-13,2500.00,,,011,,Friends of Nick DiCeglie,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88258,,,PAC,The Economic Freedom Committee,,,,,,610 South Blvd,,Tampa,FL,33606,,,2023-09-13,-2500.00,,Void Check - Not Negotiated,011,,The Economic Freedom Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88265,,,PAC,Building Together PAC,,,,,,PO Box 1112,,Langhorne,PA,19047,,,2023-09-14,500.00,,,011,,Building Together PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88266,,,PAC,Friends of Marty Flynn,,,,,,PO Box 91,,Scranton,PA,18504,,,2023-09-14,450.00,,,011,,Friends of Marty Flynn,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB88264,,,PAC,Langerholc for Senate,,,,,,311 Salmon Avenue,,Johnstown,PA,15904,,,2023-09-14,500.00,,,011,,Langerholc for Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89779,,,PAC,Ortega-Toro for Assembly 2024,,,,,,700 Tribute Rd Suite 201,,Sacramento,CA,95815,,,2023-09-19,500.00,,,011,,Ortega-Toro for Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89778,,,PAC,Rozzana Verder-Aliga for State Senate,,,,,,5445 Madison Avenue,,Sacramento,CA,95841,,,2023-09-19,500.00,,,011,,Rozzana Verder-Aliga for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89782,,,PAC,Ricky Booth Campaign,,,,,,6001 Canoe Creek Road,,St. Cloud,FL,34772,,,2023-09-20,1000.00,,,011,,Ricky Booth Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89781,,,PAC,Wes Moore for Maryland,,,,,,207 E. Highfield Road,,Baltimore,MD,21218,,,2023-09-20,6000.00,,,011,,Wes Moore for Maryland,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89784,,,PAC,Cajun PAC II,,,,,,PO Box 399,,Broussard,LA,70518,,,2023-09-21,5000.00,,,011,,Cajun PAC II,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89783,,,PAC,Committee to Elect Joshua Marsh,,,,,,329 East Walnut Street,,Greensburg,IN,47240,,,2023-09-21,2500.00,,,011,,Committee to Elect Joshua Marsh,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89785,,,PAC,Landry for Louisiana,,,,,,PO Box 399,,Broussard,LA,70518,,,2023-09-21,5000.00,,,011,,Landry for Louisiana,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89786,,,PAC,Citizens to Elect Bauserman Engineer,,,,,,45 Lawrence Road,,Delaware,OH,43015,,,2023-09-22,500.00,,,011,,Citizens to Elect Bauserman Engineer,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89787,,,PAC,Committee to Elect James Mitchell,,,,,,PO Box 480801,,Charlotte,NC,28269,,,2023-09-22,1000.00,,,011,,Committee to Elect James Mitchell,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89788,,,PAC,The Tariq Scott Bokhari Committee,,,,,,3320 Sharon Rd,,Charlotte,NC,28211,,,2023-09-22,1000.00,,,011,,The Tariq Scott Bokhari Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89789,,,PAC,Real Results for Pennsylvania,,,,,,1515 Market Street,,Philadelphia,PA,19102,,,2023-09-25,10000.00,,,012,,Real Results for Pennsylvania,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89790,,,PAC,Friends of Whitver,,,,,,4019 N. E. Bellagio Circle,,Ankeny,IA,50023,,,2023-09-27,1000.00,,,011,,Friends of Whitver,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89801,,,PAC,Domingo Candelas for San Jose City Council,,,,,,333 W. San Carlos Street,Suite 600,San Jose,CA,95110,,,2023-09-28,250.00,,,011,,Domingo Candelas for San Jose City Council,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89799,,,PAC,Gilbert for Delegate,,,,,,P.O. Box 309,,Woodstock,VA,22664,,,2023-09-28,1000.00,,,011,,Gilbert for Delegate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89802,,,PAC,San Francisco Democratic County Central Committee,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2023-09-28,1800.00,,,011,,San Francisco Democratic County Central Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89806,,,ORG,19th Ward Democratic Organization,,,,,,10402 S Western Ave,,Chicago,IL,606432508,,,2023-09-29,1020.00,,,011,,,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89805,,,PAC,Committee to Re-Elect Curtis King,,,,,,PO Box 10025,,Yakima,WA,98909,,,2023-09-29,900.00,,,011,,Committee to Re-Elect Curtis King,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB89807,,,PAC,Friends of Andrew Barkis,,,,,,P.O. Box 8728,,Lacey,WA,98509,,,2023-09-29,1200.00,,,011,,Friends of Andrew Barkis,,Committee,Non-Federal,,,,,,,,,,,,,,
