form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00862995,500351483,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-15,44620.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500347893,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-11,1740.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500356904,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-26,45000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500353404,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-29,67900.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500358124,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-30,104760.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500350774,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-09,69840.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500351484,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-15,1380.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500354305,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-05,126000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500356905,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-26,10000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500358125,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-30,3240.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500358225,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-30,20000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500350775,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-09,2160.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349885,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-04-30,99000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500354306,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-05,12000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500356906,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-26,26190.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500355866,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-20,91000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500349886,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-30,62080.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500354307,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-05,75660.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500356907,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-26,810.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500355867,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-20,10000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349887,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-30,1920.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500354308,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-05,2340.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500355018,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-12,173000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500355868,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-20,61110.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500355019,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-12,8000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500352439,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-22,97000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500355869,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-20,1890.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
