form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00862995,500355020,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-12,63050.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500352440,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-22,8000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349370,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-04-25,233000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500353401,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-29,56000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500355021,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-06-12,1950.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500352441,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-22,66930.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349371,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-25,108640.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500351481,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-15,57000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500347891,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-04-11,96000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500353402,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-29,12000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500358122,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-06-30,97000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500352442,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-22,2070.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349372,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-25,3360.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500351482,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-15,17000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500347892,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-04-11,56260.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500353403,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-29,2100.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500349373,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-04-24,23000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500350773,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-09,180000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
