form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00015552,SB29.16432,,,CAN,,Johnson Campaign,Ann,,,,PO Box 56386,,Houston,TX,77256,G2024,,2024-09-23,1000.00,,House TX District 134 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16499,,,CAN,,Johnson Campaign,Nathan,,,,PO Box 670994,,Dallas,TX,75367,G2024,,2024-09-23,1000.00,,Senate TX District 16 Non-federal contr.,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16493,,,CAN,,King Campaign,Phil,,,,PO Box 1913,,Weatherford,TX,76086,G2024,,2024-09-23,1000.00,,Senate TX 10th District Non-federal cont,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16485,,,CAN,,King for State Representative,Ken,,,,PO Box 517,,Canadian,TX,79014,G2024,,2024-09-23,2500.00,,House TX District 88 Non-federal contr.,,,,,,,,,,H,TX,88,,,,,,,,
SB29,C00015552,SB29.16482,,,CAN,,Kitzman for Texas,Stan,,,,PO Box 553,,Pattison,TX,77466,G2024,,2024-09-23,1000.00,,House TX District 85 non-federal contr,,,,,,,,,,H,TX,85,,,,,,,,
SB29,C00015552,SB29.16494,,,CAN,,Kolkhorst Campaign,Lois,,,,PO Box 2546,,Brenham,TX,77834,P2024,,2024-09-23,1000.00,,Senate TX 18th District Non-federal cont,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16507,,,CAN,,LaMantia Campaign,Morgan,,,,1324 E Madison,,Brownsville,TX,78520,G2024,,2024-09-23,1000.00,,Senate TX District 27 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16467,,,CAN,,Lambert Campaign,Stan,,,,PO Box 3752,,Abilene,TX,79604,G2024,,2024-09-23,1000.00,,House TX District 71 Non-federal contr.,,,,,,,,,,H,TX,71,,,,,,,,
SB29,C00015552,SB29.16477,,,CAN,,Landgraf Campaign,Brooks,,,,PO Box 13146,,Odessa,TX,79768,G2024,,2024-09-23,1000.00,,House TX District 81 Non-federal contr.,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16463,,,CAN,,Leach Campaign,Jeff,,,,PO Box 866186,,Plano,TX,75086,G2024,,2024-09-23,1000.00,,House TX District 67 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16454,,,CAN,,Lozano Campaign,J.M.,,,,727 Arroyo Dr,,Kingsville,TX,78363,G2024,,2024-09-23,1000.00,,House TX District 43 Non-federal contr,,,,,,,,,,H,TX,43,,,,,,,,
SB29,C00015552,SB29.16450,,,CAN,,Martinez Campaign,Armando,,,,PO Box 1651,,Weslaco,TX,78596,G2024,,2024-09-23,1000.00,,House TX District 39 Non-federal contr.,,,,,,,,,,H,TX,39,,,,,,,,
SB29,C00015552,SB29.16423,,,CAN,,Martinez Fischer Campaign,Trey,,,,4531 Cambray Dr.,,San Antonio,TX,78229,G2024,,2024-09-23,1000.00,,House TX District 116 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16505,,,CAN,,Menendez Campaign,Jose,,,,PO Box 100833,,San Antonio,TX,78201,P2024,,2024-09-23,1000.00,,Senate TX District 26 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16439,,,CAN,,Metcalf Campaign,Will,,,,PO Box 454,,Conroe,TX,77305,G2024,,2024-09-23,1000.00,,House TX District 16 Non-federal contr.,,,,,,,,,,H,TX,16,,,,,,,,
SB29,C00015552,SB29.16420,,,CAN,,Meyer for Texas,Morgan,,,,3838 Oak Lawn Ave Ste 400,,Dallas,TX,75219,G2024,,2024-09-23,1000.00,,House TX District 108 Non-federal contr.,,,,,,,,,,H,TX,,,,,,,,,
SB29,C00015552,SB29.16474,,,CAN,,Moody Campaign,Joseph E.,,,,PO Box 920827,,El Paso,TX,79902,G2024,,2024-09-23,1000.00,,House TX District 78 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16472,,,CAN,,Morales Campaign,Eddie,,,,352 Hillcrest Blvd,,Eagle Pass,TX,78852,G2024,,2024-09-23,1000.00,,House TX District 74 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16449,,,CAN,,Munoz Jr. Campaign,Sergio,,,,1110 S Closner Blvd,,Edinburg,TX,78593,G2024,,2024-09-23,1000.00,,House TX District 36 Non-federal contr,,,,,,,,,,H,TX,36,,,,,,,,
SB29,C00015552,SB29.16509,,,CAN,,Nichols for Texas Senate,Robert,,,,PO Box 2347,,Jacksonville,TX,75766,P2024,,2024-09-23,1000.00,,Senate TX District 3 Non-federal contri,,,,,,,,,,S,TX,03,,,,,,,,
SB29,C00015552,SB29.16486,,,CAN,,Noble Campaign,Candy,,,,1105 E Main St #223,,Allen,TX,75002,G2024,,2024-09-23,1000.00,,House TX District 89 non-federal contr,,,,,,,,,,H,TX,89,,,,,,,,
SB29,C00015552,SB29.16428,,,CAN,,Orr for Texas House,Angela,,,,PO Box 113,,Itasca,TX,76055,G2024,,2024-09-23,1000.00,,House TX District 13 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16498,,,CAN,,Parker Campaign,Tan,,,,PO Box 271741,,Flower Mound,TX,75027,G2024,,2024-09-23,1000.00,,Senate TX District 12 Non-federal contr,,,,,,,,,,,TX,,,,,,,,,
SB29,C00015552,SB29.16492,,,CAN,,Patrick Campaign,Dan,,,,PO Box 685085,,Austin,TX,78768,P2024,,2024-09-23,5000.00,,Lt. Gov TX TX Lt. Gov Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16419,,,CAN,,Patterson Campaign,Jared,,,,PO Box 5419,,Frisco,TX,75035,G2024,,2024-09-23,1000.00,,House TX District 106 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16496,,,CAN,,Paxton Campaign,Angela,,,,PO Box 2878,,McKinney,TX,75070,G2024,,2024-09-23,1000.00,,Senate TX 8th District Non-federal contr,,,,,,,,,,S,TX,08,,,,,,,,
SB29,C00015552,SB29.16508,,,CAN,,Perry Campaign,Charles,,,,PO Box 94806,,Lubbock,TX,79493,P2024,,2024-09-23,5000.00,,Senate TX District 28 Non-federal contr,,,,,,,,,,S,TX,28,,,,,,,,
SB29,C00015552,SB29.16442,,,CAN,,Phelan,Texans for Dade,,,,PO Box 848,,Nederland,TX,77627,G2024,,2024-09-23,5000.00,,House TX District 21 Non-federal contr.,,,,,,,,,,H,TX,21,,,,,,,,
SB29,C00015552,SB29.16413,,,CAN,,Raymond Campaign,Richard Pena,,,,PO Box 450349,,Laredo,TX,78045,G2024,,2024-09-23,1000.00,,House TX 42nd District Non-federal Contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16433,,,CAN,,Rosenthal for Texas,Jon,,,,8624 Highway 6 N #340,,Houston,TX,77064,G2024,,2024-09-23,1000.00,,House TX District 135 Non-federal contr.,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16514,,,CAN,,Schwertner,Texans for Charles,,,,PO Box 2448,,Georgetown,TX,78627,P2024,,2024-09-23,1000.00,,Senate TX District 5 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16414,,,CAN,,Smithee Campaign,John,,,,320 S Polk LB5,,Amarillo,TX,79101,G2024,,2024-09-23,2000.00,,House TX 86th District Non-federal contr,,,,,,,,,,H,TX,86,,,,,,,,
SB29,C00015552,SB29.16512,,,CAN,,Sparks Campaign,Kevin,,,,2600 Mockingbird Ln,,Midland,TX,79705,P2024,,2024-09-23,5000.00,,Senate TX District 31 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16464,,,CAN,,Spiller Campaign,David,,,,PO Box 447,,Jacksboro,TX,76458,G2024,,2024-09-23,2000.00,,House TX District 68 Non-federal contr,,,,,,,,,,H,TX,68,,,,,,,,
SB29,C00015552,SB29.16462,,,CAN,,Stucky Campaign,Lynn,,,,PO Box 464,,Denton,TX,76202,R2024,Runoff,2024-07-12,-1000.00,,Check never cashed dated 4/19/2024,,,,,,,,,,H,TX,64,,,,,,,,
SB29,C00015552,SB29.16481,,,CAN,,Tepper for State Rep,Carl,,,,PO box 94534,,Lubbock,TX,79493,G2024,,2024-09-23,2000.00,,House TX District 84 Non-federal contr.,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16417,,,CAN,,Turner Campaign,Chris,,,,PO Box 182093,,Arlington,TX,76096,G2024,,2024-09-23,1000.00,,House TX District 101 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16416,,,CAN,,VanDeaver Campaign,Gary,,,,PO Box 866,,New Boston,TX,75570,G2024,,2024-09-23,1000.00,,House TX District 1 Non-federal contr.,,,,,,,,,,H,TX,01,,,,,,,,
SB29,C00015552,SB29.16438,,,CAN,,Walle for Texas Campaign,Arrmando,,,,41010 Washington Ave,,Houston,TX,77007,G2024,,2024-09-23,1000.00,,House TX District 140 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16441,,,CAN,,Wilson Campaign,Terry,,,,PO Box 489,,Marble Falls,TX,78654,G2024,,2024-09-23,1000.00,,House TX District 20 Non-federal contr,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16434,,,CAN,,Wu Campaign,Gene,,,,PO Box 742442,,Houston,TX,77274,G2024,,2024-09-23,1000.00,,House TX District 137 Non-federal contr.,,,,,,,,,,,,,,,,,,,,
SB29,C00015552,SB29.16455,,,CAN,,Zwiener for Texas House,Erin,,,,PO Box 184,,Driftswood,TX,78619,G2024,,2024-09-23,1000.00,,House TX District 45 Non-federal contr,,,,,,,,,,,,,,,,,,,,
