form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00113811,BAA6D9A41A3454F32A5E,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-12-04,5000.00,,debt retirement,,C00837484,BERNIE MORENO FOR SENATE,S4OH00192,Moreno,Bernie,,Mr.,,S,OH,,,,,,,,,,
SB23,C00113811,BCB2F276B35054F2F856,,,CCM,Vargas For Congress,,,,,,374 N. COAST HIGHWAY 101 SUITE 2,,ENCINITAS,CA,92024,G2024,,2024-12-04,-5000.00,,VOID of 9/25/2024 contribution,,C00497321,Vargas For Congress,H2CA50026,Vargas,Juan,,Rep.,,H,CA,52,,,,,,,,,
SB23,C00113811,BCFB14042B8254315AF8,,,CCM,Mario Diaz-Balart For Congress,,,,,,8724 SW 72nd St,# 420,Miami,FL,331733512,G2024,,2024-12-04,-2500.00,,VOID of 10/14/2024 contribution,,C00376087,Mario Diaz-Balart For Congress,H2FL25018,Diaz-Balart,Mario,,Rep.,,H,FL,26,,,,,,,,,
SB23,C00113811,BEBB2AF7253E3430D92B,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-12-04,2500.00,,debt retirement,,C00558627,Gallego For Arizona,S4AZ00139,Gallego,Ruben,,Rep.,,S,AZ,,,,,,,,,,
SB23,C00113811,BD502F2C2684A47B0989,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,G2024,,2024-12-04,-2500.00,,VOID of 10/14/2024 contribution,,C00872473,BRIAN JACK FOR CONGRESS,H4GA03126,Jack,Brian,T.,Mr.,,H,GA,03,,,,,,,,,
SB23,C00113811,B93FB674F23F649E3868,,,CCM,Andy Kim For New Jersey,,,,,,PO Box 211,,Marlton,NJ,08053,G2024,,2024-12-04,-5000.00,,VOID of 10/14/2024 contribution,,C00648220,Andy Kim For New Jersey,S4NJ00466,Kim,Andy,,Sen.,,S,NJ,,,,,,,,,,
SB23,C00113811,B471ED095F3304FE9B68,,,CCM,Pete Stauber For Congress,,,,,,23 W Central Entrance,PMB 333,Duluth,MN,558113433,G2024,,2024-12-04,-5000.00,,VOID of 10/14/2024 contribution,,C00650697,Pete Stauber For Congress,H8MN08043,Stauber,Pete,,Rep.,,H,MN,08,,,,,,,,,
SB23,C00113811,B930934B55EF140438AF,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-12-04,5000.00,,debt retirement,,C00851980,FRIENDS OF DAVE MCCORMICK,S2PA00661,McCormick,Dave,,Mr.,,S,PA,,,,,,,,,,
SB23,C00113811,BD21B857B106F478489D,,,PAC,B BRIGADE MAJORITY FUND,,,,,,PO BOX 1182,,BRIGHTON,MI,48116,O2024,Other,2024-12-04,2500.00,,Contribution to Committee,,C00820787,B BRIGADE MAJORITY FUND,,,,,,,,,,,,,,,,,,
SB23,C00113811,B2496DE95B6B94EC799E,,,PAC,Denali Leadership PAC,,,,,,901 N Washington St,Ste 700,Alexandria,VA,22314,O2024,Other,2024-12-04,5000.00,,Contribution to Committee,,C00438291,Denali Leadership PAC,,,,,,,,,,,,,,,,,,
