form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00483487,B-73266,,,CCM,Brandon Williams for Congress NY22,,,,,,47 Flintlock Drive,,Shirley,NY,11967,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00806307,Central New York PAC,H2NY22212,Williams,Brandon,McDonald,,,H,NY,22,,,,,,,,
SB23,C00483487,B-73240,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
SB23,C00483487,B-73235,,,CCM,Ciscomani for Congress,,,,,,PO Box 35103,,Tucson,AZ,85740,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00786194,Ciscomani for Congress,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00483487,B-73237,,,CCM,D'Esposito for Congress,,,,,,PO Box 30844,,Bethesda,MD,20824,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,,D'Esposito for Congress,H2NY04277,Desposito,Anthony,P,,,H,NY,04,,,,,,,,
SB23,C00483487,B-73221,,,CCM,Dan Newhouse for Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,P2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00559393,Dan Newhouse for Congress,H4WA04104,Newhouse,Dan,,,,H,WA,04,,,,,,,,
SB23,C00483487,B-73227,,,CCM,Don Bacon for Congress,,,,,,P.o. Box 391368,,Omaha,NE,68139,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Donald,J,,,H,NE,02,,,,,,,,
SB23,C00483487,B-73215,,,CCM,Elect Gabe Evans,,,,,,PO Box 350608,,Westminster,CO,80035,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00849844,Elect Gabe Evans,H4CO08034,Evans,Timothy,Gabriel,,,H,CO,08,,,,,,,,
SB23,C00483487,B-73225,,,CCM,Esposito for Congress,,,,,,PO Box 622,,Goshen,NY,10924,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00852889,Esposito for Congress,H4NY18117,Esposito,Alison,,,,H,NY,18,,,,,,,,
SB23,C00483487,B-73260,,,CCM,Friends Of David Schweikert,,,,,,PO Box 15785,,Phoenix,AZ,850605785,P2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00540617,Arizona Majority Committee,H4AZ06045,Schweikert,David,,,,H,AZ,01,,,,,,,,
SB23,C00483487,B-73258,,,CCM,Iowans for Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00784389,Ia-03 Republican Nominee Fund 2022,H2IA03119,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00483487,B-73504,,,CCM,John Duarte for Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,G2024,,2024-07-19,2000.00,3000.00,political contribution,011,C00808279,DUARTE FOR CA-13,H2CA13131,Duarte,John,S,,,H,CA,13,,,,,,,,
SB23,C00483487,B-73244,,,CCM,John James For Congress,,,,,,P.o. Box 628,,Saint Clair Shores,MI,48080,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00803502,JAMES FOR MI-10,H2MI10150,James,John,,,,H,MI,10,,,,,,,,
SB23,C00483487,B-73246,,,CCM,"Kean For Congress, Inc.",,,,,,PO Box 999,,Edison,NJ,08818,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00703058,Take Back Nj-07 Republican Nominee Fund 2020,H0NJ07261,Kean,Thomas,H.,,Jr.,H,NJ,07,,,,,,,,
SB23,C00483487,B-73627,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-07-19,1000.00,7000.00,political contribution,011,C00257337,Calvert Victory Fund,H2CA37023,Calvert,Kenneth,S,,,H,CA,41,,,,,,,,
SB23,C00483487,B-73248,,,CCM,Kiggans for Congress,,,,,,P.o. Box 5042,,Virginia Beach,VA,23471,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00776120,KIGGANS FOR VA-02,H2VA02064,Kiggans,Jennifer,,,,H,VA,02,,,,,,,,
SB23,C00483487,B-73252,,,CCM,LaLota For Congress,,,,,,PO Box 113,,Lindenhurst,NY,11757,G2024,,2024-07-19,2000.00,4000.00,Political Contribution,011,C00806018,LaLota For Congress,H2NY01190,Nick,Lalota,,,,H,NY,01,,,,,,,,
SB23,C00483487,B-73213,,,CCM,Laurie Buckhout for Congress,,,,,,PO Box 97275,,Raleigh,NC,27624,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00853499,Laurie Buckhout for Congress,H4NC01137,Buckhout,Laurie,,,,H,NC,01,,,,,,,,
SB23,C00483487,B-73254,,,PAC,Lawler for NY-17,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00818955,Lawler for NY-17,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB23,C00483487,B-73233,,,CCM,Lori Chavez-DeRemer for Congress,,,,,,PO Box 30844,,Bethesda,MD,20824,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00784520,Lori Chavez-DeRemer for Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00483487,B-73217,,,CCM,Mackenzie for Congress,,,,,,3192 Boyalston Circle,,Emmaus,PA,18049,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00655175,Mackenzie for Congress,H8PA15195,Mackenzie,Ryan,Edward,,,H,PA,07,,,,,,,,
SB23,C00483487,B-73256,,,CCM,Marc for US Inc.,,,,,,PO Box 5158,,Poughkeepsie,NY,12602,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,,Molinaro for NY-19,H2NY19127,Molinaro,Marcus,J.,,,H,NY,19,,,,,,,,
SB23,C00483487,B-73219,,,CCM,Merrin for Congress,,,,,,PO Box 75,,Monclova,OH,43542,G2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,C00863829,Merrin for Congress,H4OH09169,Merrin,Derek,,,,H,OH,09,,,,,,,,
SB23,C00483487,B-73262,,,CCM,Michelle Steel For Congress,,,,,,92 Surfside Avenue,,Seal Beach,CA,90743,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00704981,STEEL FOR CA-48,H0CA48198,Steel,Michelle,,,,H,CA,45,,,,,,,,
SB23,C00483487,B-73242,,,CCM,Mike Garcia For Congress,,,,,,1451 Quail Street,,Newport Beach,CA,92660,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Michael,,,,H,CA,27,,,,,,,,
SB23,C00483487,B-73223,,,CCM,Salazar For Congress,,,,,,3725 W Flagler St,# 281,Coral Gables,FL,33134,P2024,,2024-07-19,2000.00,2000.00,Political Contribution,011,,Maria Elvira Salazar for Congress,H8FL27185,Salazar,Maria,Elvira,,,H,FL,27,,,,,,,,
SB23,C00483487,B-73264,,,CCM,Valadao for Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00499392,The Valadao Victory Fund,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,
SB23,C00483487,B-73250,,,CCM,Young Kim for Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00665638,Young Kim for Congress,H8CA39240,Kim,Young,,,,H,CA,40,,,,,,,,
SB23,C00483487,B-73268,,,CCM,Zinke For Congress,,,,,,PO Box 1597,,Helena,MT,59624,G2024,,2024-07-19,2000.00,3000.00,Political Contribution,011,C00778159,Zinke For Congress,H2MT02050,Zinke,Ryan,,,,H,MT,01,,,,,,,,
SB23,C00483487,B-73471,,,CCM,Tom Barrett for Congress,,,,,,PO Box 15221,,Lansing,MI,48901,P2024,,2024-08-06,1000.00,1000.00,political contribution,011,C00793976,Tom Barrett for Congress,H2MI07123,Barrett,Thomas,More,,,H,MI,07,,,,,,,,
SB23,C00483487,B-73275,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Ave,# 1448,Janesville,WI,535451129,G2024,,2024-08-08,5000.00,9000.00,Political Contribution,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,George,,,H,WI,01,,,,,,,,
