form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00839894,B-51921,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-07-14,1181.14,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52018,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-07-21,1695.30,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-51992,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-07-28,1615.39,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52075,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-07-31,5605.23,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-51898,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-08-04,790.31,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52144,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-08-11,631.31,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-51958,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-08-18,831.81,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52129,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-08-25,623.71,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52051,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-08-31,629.27,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00839894,B-52052,,,ORG,Act Blue,,,,,,PO Box 445525,,Somerville,MA,02158,,,2024-09-01,24.31,,Credit Card Processing Fees,001,,,,,,,,,,,,,,,,,,,
