form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00658476,500280354,,,PTY,Alaska Democratic Party,,,,,,PO Box 240207,,Anchorage,AK,995240207,G2024,,2024-12-26,2750.00,0.00,Transfer,008,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280355,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,G2024,,2024-12-26,2500.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280357,,,PTY,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,G2024,,2024-12-26,2900.00,0.00,Transfer,008,C00105668,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280359,,,PTY,Connecticut Democratic State Central Committee,,,,,,750 Main St,Ste 1108-3,Hartford,CT,061032702,G2024,,2024-12-26,2500.00,0.00,Transfer,008,C00167320,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280360,,,PTY,DC Democratic State Committee,,,,,,PO Box 50622,,Washington,DC,200910622,G2024,,2024-12-26,2900.00,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280364,,,PTY,Democratic Executive Committee Of Florida,,,,,,201 S Monroe St,Ste 301,Tallahassee,FL,323011848,G2024,,2024-12-26,15000.00,0.00,Transfer,008,C00005561,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280356,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,G2024,,2024-12-26,2500.00,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280366,,,PTY,Democratic Party Of Hawaii,,,,,,627 South St,Ste 105,Honolulu,HI,968135050,G2024,,2024-12-26,2800.00,0.00,Transfer,008,C00212787,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280362,,,PTY,Democratic Party Of Illinois,,,,,,PO Box 641466,,Chicago,IL,606641421,G2024,,2024-12-26,6850.00,0.00,Transfer,008,C00167015,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280379,,,PTY,Democratic Party Of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,871257615,G2024,,2024-12-26,15000.00,0.00,Transfer,008,C00161810,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280363,,,PTY,Democratic Party Of Oregon,,,,,,1120 SW Morrison St,Ste 910,Portland,OR,97205,G2024,,2024-12-26,2550.00,0.00,Transfer,008,C00188367,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280385,,,PTY,Democratic Party Of South Carolina,,,,,,PO Box 5965,,Columbia,SC,292505965,G2024,,2024-12-26,2500.00,0.00,Transfer,008,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280390,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,G2024,,2024-12-26,2750.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00658476,500280393,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,G2024,,2024-12-26,2850.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
