form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00444117,SB29.6993,,,ORG,Dan Kalmick for HB City Council,,,,,,249 E Ocean Blvd,,Long Beach,CA,90802,G2024,,2024-09-04,750.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7015,,,ORG,Dom Jones for CA Assembly,,,,,,249 E. Ocean Blvd #670,,Long Beach,CA,90802,G2024,,2024-09-04,500.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7002,,,ORG,Frances Marquez for OC BoS,,,,,,16633 Ventura Blvd #1008,,Encino,CA,91436,G2024,,2024-09-04,600.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.6998,,,ORG,Gina Clayton-Tarvin for Ocean View School District,,,,,,6562 Montoya Cir,,Huntington Beach,CA,92647,G2024,,2024-09-04,300.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7001,,,COM,Glenn Grandis for FV City Council,,,,,,17537 Reflecrtions Ct,,Fountain Valley,CA,92708,G2024,,2024-09-04,750.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7013,,,ORG,Jimmy Pham for CA Assembly,,,,,,1400 Harbor Blvd Suite 550,,Fullerton,CA,92835,G2024,,2024-09-04,500.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.6996,,,COM,Natalie Moser for HB City Council,,,,,,PO Box 1342,,Huntington Beach,CA,92647,G2024,,2024-09-04,750.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7017,,,ORG,Nile Morgan for OC WD,,,,,,8081 Holland Dr Apt K2,,Huntington Beach,CA,92647,G2024,,2024-09-04,300.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7004,,,ORG,Regina Blankenhorn for HB City Clerk,,,,,,249 E. Ocean Blvd #670,,Long Beach,CA,90802,G2024,,2024-09-04,300.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.6990,,,ORG,Rhonda Bolton for HB City Council,,,,,,249 E. Ocean Blvd #670,,Long Beach,CA,90802,G2024,,2024-09-04,750.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.6989,,,ORG,Rudy Hueber for FV City Council,,,,,,17643 San Francisco St,,Fountain Valley,CA,92708,G2024,,2024-09-04,750.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
SB29,C00444117,SB29.7019,,,COM,Steve Shultz for FV School Board,,,,,,18627 Brookhurst St,,Fountain Valley,CA,92708,G2024,,2024-09-04,250.00,,,011,C00444117,Democratic Club of West Orange County,,,,,,,,,,,,,,,,,
