form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00130773,88217312,,,PAC,All For Our Country Leadership PAC,,,,,,600 Pennsylvania Ave,#15180,Washington,DC,20003,,,2024-01-10,5000.00,0.00,,011,C00629212,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217355,,,PAC,Fair Shot PAC,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,,,2024-01-10,2500.00,0.00,,011,C00574970,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217356,,,PAC,Forever Youth Organization Utilizing A New Generation PAC,,,,,,9460 Tegner Road,,Hilmar,CA,95324,,,2024-01-10,5000.00,0.00,,011,C00683508,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217357,,,PAC,Leadership and Accountability are National Keys PAC,,,,,,PO Box 1639,,Bethany,OK,73008,,,2024-01-10,5000.00,0.00,,011,C00492058,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217359,,,PAC,Expect More Leadership PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-01-10,5000.00,0.00,,011,C00757922,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217360,,,PAC,Delivers PAC,,,,,,PO Box 183,,Hudson,WI,54016,,,2024-01-10,5000.00,0.00,,011,C00756825,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217361,,,PAC,Help Elect Republicans Now,,,,,,555 Metro Place S,Ste. 525,Dublin,OH,43017,,,2024-01-10,5000.00,0.00,,011,C00692715,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217362,,,PAC,No Nonsense PAC,,,,,,PO Box 68,,South Salem,NY,10590,,,2024-01-10,5000.00,0.00,,011,C00760397,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217364,,,PAC,Bulldog PAC,,,,,,PO Box 6687,,Lubbock,TX,79493,,,2024-01-10,5000.00,0.00,,011,C00672733,,,,,,,,,,,,,,,,,,
SB23,C00130773,88217365,,,PAC,Restoring Our Nation (RON) PAC,,,,,,9634 E Clubhouse Ct,,Wichita,KS,67226,,,2024-01-10,5000.00,0.00,,011,C00649525,,,,,,,,,,,,,,,,,,
SB23,C00130773,88264060,,,PAC,Make It Work PAC,,,,,,1032 15th Street NW,Suite 247,Washington,DC,20005,,,2024-01-22,-5000.00,0.00,Void - Make It Work PAC; Check Dated 12.14.2023,011,C00552539,,,,,,,,,,,,,,,,,,Void - Make It Work PAC; Check Dated 12.14.2023
SB23,C00130773,88264061,,,PAC,American Revival PAC,,,,,,C/O 228 S. Washington St.,Ste. 115,Alexandria,VA,22314,,,2024-01-22,-5000.00,0.00,Void - American Revival PAC; Check Dated 12.14.2023,011,C00639229,,,,,,,,,,,,,,,,,,Void - American Revival PAC; Check Dated 12.14.2023
SB23,C00130773,88264062,,,PAC,House Conservatives Fund,,,,,,228 S. Washington Street,Ste 115,Alexandria,VA,22314,,,2024-01-22,-5000.00,0.00,Void - House Conservatives Fund; Check Dated 12.14.2023,011,C00326439,,,,,,,,,,,,,,,,,,Void - House Conservatives Fund; Check Dated 12.14.2023
SB23,C00130773,88264063,,,PAC,Republican Mainstreet Partnership PAC,,,,,,411 First Street SE,,Washington,DC,20003,,,2024-01-22,-5000.00,0.00,Void - Republican Mainstreet Partnership PAC; Check Dated 12.14.2023,011,C00165159,,,,,,,,,,,,,,,,,,Void - Republican Mainstreet Partnership PAC; Check Dated 12.14.2023
SB23,C00130773,88264064,,,PAC,Building Bridges PAC,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,,,2024-01-22,-5000.00,0.00,Void - Building Bridges PAC; Check Dated 12.14.2023,011,C00693127,,,,,,,,,,,,,,,,,,Void - Building Bridges PAC; Check Dated 12.14.2023
SB23,C00130773,88264065,,,PAC,Across the Aisle PAC,,,,,,611 Pennsylvania Ave SE,Suite 143,Washington,DC,20003,,,2024-01-22,-5000.00,0.00,Void - Across the Aisle PAC; Check Dated 12.14.2023,011,C00696591,,,,,,,,,,,,,,,,,,Void - Across the Aisle PAC; Check Dated 12.14.2023
SB23,C00130773,88264066,,,PAC,Cut the Bull PAC,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2024-01-22,-5000.00,0.00,Void - Cut the Bull PAC; Check Dated 12.14.2023,011,C00691626,,,,,,,,,,,,,,,,,,Void - Cut the Bull PAC; Check Dated 12.14.2023
SB23,C00130773,88264067,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2024-01-22,-2500.00,0.00,Void - Pat Ryan For Congress; Check Dated 12.14.2023,011,C00815290,Pat Ryan For Congress,H8NY19223,Ryan,Pat,,Rep.,,H,NY,18,,,,,,,,Void - Pat Ryan For Congress; Check Dated 12.14.2023
SB23,C00130773,88264068,,,PAC,Giddy Up PAC,,,,,,PO Box 300669,,Denver,CO,80203,,,2024-01-22,-5000.00,0.00,Void - Giddy Up PAC; Check Dated 12.14.2023,011,C00687582,,,,,,,,,,,,,,,,,,Void - Giddy Up PAC; Check Dated 12.14.2023
SB23,C00130773,88264508,,,PAC,American Revival PAC,,,,,,C/O 228 S. Washington St.,Ste. 115,Alexandria,VA,22314,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00639229,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
SB23,C00130773,88264509,,,PAC,Cut the Bull PAC,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00691626,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
SB23,C00130773,88264510,,,PAC,Make It Work PAC,,,,,,1032 15th Street NW,Suite 247,Washington,DC,20005,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00552539,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
SB23,C00130773,88264511,,,PAC,House Conservatives Fund,,,,,,228 S. Washington Street,Ste 115,Alexandria,VA,22314,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00326439,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
SB23,C00130773,88264613,,,PAC,Building Bridges PAC,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00693127,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
SB23,C00130773,88264614,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2024-01-25,2500.00,0.00,,011,C00815290,Pat Ryan For Congress,H8NY19223,Ryan,Pat,,Rep.,,H,NY,18,,,,,,,,
SB23,C00130773,88264615,,,PAC,Giddy Up PAC,,,,,,PO Box 300669,,Denver,CO,80203,,,2024-01-25,5000.00,0.00,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits",011,C00687582,,,,,,,,,,,,,,,,,,"Original Check Cut 12.14.2023 - Lost in Mail, Re-cut to 2023 limits"
