form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00063164,17414919,,,CCM,Friends Of Dick Durbin Committee,,,,,,P.O. Box 1949,,Springfield,IL,62705,P2026,,2023-06-13,1000.00,0.00,,011,C00148999,Friends Of Dick Durbin Committee,,Durbin,Richard,,Sen.,,S,IL,,,,,,,,,
SB23,C00063164,17414920,,,CCM,Angus King For U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,040110368,P2024,,2023-06-13,2500.00,0.00,,011,C00516047,Angus King For U.S. Senate Campaign,,King,Angus,,Sen.,Jr,S,ME,,,,,,,,,
SB23,C00063164,17414921,,,CCM,Moran For Kansas,,,,,,PO Box 1151,,Hays,KS,676011151,P2028,,2023-06-13,1000.00,0.00,,011,C00458315,Moran For Kansas,,Moran,Jerry,,Sen.,,S,KS,,,,,,,,,
SB23,C00063164,17414922,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2023-06-13,1500.00,0.00,,011,C00436386,Friends Of John Barrasso,,Barrasso,John,,Sen.,,S,WY,,,,,,,,,
SB23,C00063164,17414923,,,CCM,Bill Cassidy For US Senate,,,,,,PO Box 80505,,Baton Rouge,LA,708980505,P2026,,2023-06-13,0.00,0.00,,011,C00543983,Bill Cassidy For US Senate,,Cassidy,William,,Sen.,,S,LA,,,,,,,,,
SB23,C00063164,17414924,,,CCM,Martin Heinrich For Senate,,,,,,P.O. Box 25763,,Albuquerque,NM,87125,P2024,,2023-06-13,1000.00,0.00,,011,C00434563,Martin Heinrich For Senate,,Heinrich,Martin,,Sen.,,S,NM,,,,,,,,,
SB23,C00063164,17414925,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,P2024,,2023-06-13,2500.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00063164,17414926,,,CCM,Friends Of Glenn Thompson,,,,,,400 N. Michael Street,,St. Marys,PA,15857,P2024,,2023-06-13,1000.00,0.00,,011,C00444620,Friends Of Glenn Thompson,H8PA05071,Thompson,Glenn,,Rep.,,H,PA,15,,,,,,,,
SB23,C00063164,17414927,,,CCM,Kevin McCarthy For Congress,,,,,,PO Box 12667,,Bakersfield,CA,93389,P2024,,2023-06-13,5000.00,0.00,,011,C00420935,Kevin McCarthy For Congress,H6CA22125,McCarthy,Kevin,,Rep.,,H,CA,23,,,,,,,,
SB23,C00063164,17414928,,,CCM,Burgess 4 Utah,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,P2024,,2023-06-13,1000.00,0.00,,011,C00725853,Burgess 4 Utah,H0UT04076,Owens,Burgess,,Rep.,,H,UT,04,,,,,,,,
SB23,C00063164,17414929,,,CCM,Kevin Kiley For Congress,,,,,,9458 Treelake Rd.,,Granite Bay,CA,95746,P2024,,2023-06-13,2500.00,0.00,,011,C00801985,Kevin Kiley For Congress,H2CA03157,Kiley,Kevin,,Rep.,,H,CA,03,,,,,,,,
SB23,C00063164,17414930,,,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,#539,Birmingham,MI,48009,P2024,,2023-06-13,1000.00,0.00,,011,C00638650,Haley Stevens For Congress,H8MI11254,Stevens,Haley,,Rep.,,H,MI,11,,,,,,,,
SB23,C00063164,17414931,,,CCM,Virginia Foxx For Congress,,,,,,PO Box 2676,,Boone,NC,28607,P2024,,2023-06-13,2500.00,0.00,,011,C00386748,Virginia Foxx For Congress,H4NC05146,Foxx,Virginia,,Rep.,,H,NC,05,,,,,,,,
SB23,C00063164,17414932,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2023-06-13,1000.00,0.00,,011,C00714865,Beth Van Duyne For Congress,H0TX24209,Van Duyne,Beth,,Rep.,,H,TX,24,,,,,,,,
SB23,C00063164,17414933,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,Box 137,,Spokane,WA,99210,P2024,,2023-06-13,1000.00,0.00,,011,C00390476,Cathy McMorris Rodgers For Congress,H4WA05077,McMorris Rodgers,Cathy,,Rep.,,H,WA,05,,,,,,,,
SB23,C00063164,17414934,,,CCM,Scalise For Congress,,,,,,PO  Box 23219,,Jefferson,LA,701833219,P2024,,2023-06-13,2500.00,0.00,,011,C00394957,Scalise For Congress,,Scalise,Stephen,,Rep.,,H,LA,01,,,,,,,,
SB23,C00063164,17414935,,,CCM,Judy Chu For Congress,,,,,,16633 Ventura Blvd # 1008,,Encino,CA,91436,P2024,,2023-06-13,1000.00,0.00,,011,C00458125,Judy Chu For Congress,,Chu,Judy,,Rep.,,H,CA,27,,,,,,,,
SB23,C00063164,17414936,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,P2024,,2023-06-13,2500.00,0.00,,011,C00541862,Jason Smith For Congress,H4MO08162,Smith,Jason,,Rep.,,H,MO,08,,,,,,,,
SB23,C00063164,17415772,,,CCM,Bill Cassidy For US Senate,,,,,,PO Box 80505,,Baton Rouge,LA,708980505,P2026,,2023-06-14,0.00,0.00,Void - Bill Cassidy For US Senate,011,C00543983,Bill Cassidy For US Senate,,Cassidy,William,,Sen.,,S,LA,,,,,,,,,Void - Bill Cassidy For US Senate
SB23,C00063164,17415773,,,CCM,Bill Cassidy For US Senate,,,,,,PO Box 80505,,Baton Rouge,LA,708980505,P2026,,2023-06-14,1000.00,0.00,,011,C00543983,Bill Cassidy For US Senate,,Cassidy,William,,Sen.,,S,LA,,,,,,,,,
SB23,C00063164,17455757,,,CCM,Lisa McClain For Congress,,,,,,PO Box 327,,Romeo,MI,48065,P2024,,2023-06-21,2500.00,0.00,,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,Rep.,,H,MI,09,,,,,,,,
SB23,C00063164,17455758,,,CCM,Davis For Congress/Friends Of Davis,,,,,,5956 W. Race Avenue,,Chicago,IL,60644,P2024,,2023-06-21,2500.00,0.00,,011,C00172619,Davis For Congress/Friends Of Davis,H4IL07037,Davis,Danny,,Rep.,,H,IL,07,,,,,,,,
SB23,C00063164,17455759,,,CCM,Tony Cardenas For Congress,,,,,,PO Box 15320,,Washington,DC,20003,P2024,,2023-06-21,1000.00,0.00,,011,C00498873,Tony Cardenas For Congress,,Cardenas,Tony,,Rep.,,H,CA,29,,,,,,,,
SB23,C00063164,17455760,,,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,93711,P2024,,2023-06-21,1000.00,0.00,,011,C00391029,Jim Costa For Congress,H4CA20082,Costa,Jim,,Rep.,,H,CA,16,,,,,,,,
SB23,C00063164,17456952,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2023-06-22,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00063164,17456954,,,CCM,Chuck Edwards for Congress,,,,,,337 North Main Street,,Hendersonville,NC,28792,P2024,,2023-06-22,5000.00,0.00,,011,C00796433,Chuck Edwards for Congress,H2NC14050,Edwards,Chuck,,,,H,NC,14,,,,,,,,
SB23,C00063164,17456955,,,CCM,Virginia Foxx For Congress,,,,,,PO Box 2676,,Boone,NC,28607,G2024,,2023-06-22,5000.00,0.00,,011,C00386748,Virginia Foxx For Congress,H4NC05146,Foxx,Virginia,,Rep.,,H,NC,05,,,,,,,,
SB23,C00063164,17456956,,,CCM,Manchin For West Virginia,,,,,,PO Box 5202,,Charleston,WV,25361,P2024,,2023-06-22,2500.00,0.00,,011,C00486563,Manchin For West Virginia,,Manchin,Joseph,,Sen.,III,S,WV,,,,,,,,,
SB23,C00063164,17456957,,,CCM,Manchin For West Virginia,,,,,,PO Box 5202,,Charleston,WV,25361,G2024,,2023-06-22,5000.00,0.00,,011,C00486563,Manchin For West Virginia,,Manchin,Joseph,,Sen.,III,S,WV,,,,,,,,,
SB23,C00063164,17456958,,,PAC,Country Roads PAC,,,,,,PO Box 1387,,Charleston,WV,25325,,,2023-06-22,5000.00,0.00,,011,C00484402,,,,,,,,,,,,,,,,,,
