form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00236489,BC068CC9A1AF0E24CF0,,,CCM,Adrian Smith For Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,G2024,,2023-11-20,2500.00,,2024 General,011,C00412890,,H6NE03115,Smith,Adrian,Michael,,,H,NE,03,,,,,,,,
SB23,C00236489,C3D80F187B4EC16DD0F,,,CCM,Balderson For Congress,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2023-11-20,1500.00,,2024 Primary,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00236489,7CAA1B430CE6D89E6BC,,,PAC,Be Victorious Over Democrats PAC,,,,,,PO Box 630167,,Irving,TX,75063,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00762930,Be Victorious Over Democrats PAC,,,,,,,,,,,,,,,,,
SB23,C00236489,8F3AF6A2B16E9936DD6,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2023-11-20,3000.00,,2024 Primary,011,C00714865,,H0TX24209,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,
SB23,C00236489,90A44F66F0E703E4F5E,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,G2024,,2023-11-20,2000.00,,2024 General,011,C00714865,,H0TX24209,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,
SB23,C00236489,3F5CF0662818DACF6E6,,,CCM,Bilirakis For Congress,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,P2024,,2023-11-20,2500.00,,2024 Primary,011,C00408534,,H6FL09070,Bilirakis,Gus,Michael,,,H,FL,12,,,,,,,,
SB23,C00236489,E7F03C7CE53A01AF652,,,CCM,Bilirakis For Congress,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,P2024,,2023-11-20,2500.00,,2024 Primary,011,C00408534,,H6FL09070,Bilirakis,Gus,Michael,,,H,FL,12,,,,,,,,
SB23,C00236489,5900290F08E310A0CD9,,,PAC,BRETTPAC-The Leadership PAC of U.S.Represenative Brett Guthrie,,,,,,PO Box 22401,,Louisville,KY,402520401,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00483487,BRETTPAC-The Leadership PAC of U.S.Represenative Brett Guthrie,,,,,,,,,,,,,,,,,
SB23,C00236489,A444C984B03D39693C9,,,PAC,Bulldog PAC,,,,,,PO Box 6687,,Lubbock,TX,79493,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00672733,Bulldog PAC,,,,,,,,,,,,,,,,,
SB23,C00236489,FEB62672C12D630B1F3,,,PAC,Cut The Bull PAC,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00691626,Cut The Bull PAC,,,,,,,,,,,,,,,,,
SB23,C00236489,C00DEF171647B12875A,,,PAC,Dakota Leadership PAC,,,,,,PO Box 278,,Mitchell,SD,57301,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00688549,Dakota Leadership PAC,,,,,,,,,,,,,,,,,
SB23,C00236489,B0B8BE91F120E2BCEE8,,,PAC,Delivers PAC,,,,,,PO Box 183,,Hudson,WI,54016,O2023,Contribution,2023-11-20,5000.00,,2023 Contribution,011,C00756825,Delivers PAC,,,,,,,,,,,,,,,,,
SB23,C00236489,8A8479DF63873B6E485,,,CCM,Dr John Joyce For Congress,,,,,,1002 Logan Blvd,Ste 114,Altoona,PA,16602,G2024,,2023-11-20,2500.00,,2024 General,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00236489,84988D424798DA2DEF1,,,CCM,Feenstra For Congress,,,,,,641 2nd St,,Hull,IA,51239,P2024,,2023-11-20,2500.00,,2024 Primary,011,C00693663,,H0IA04145,Feenstra,Randy,,,,H,IA,04,,,,,,,,
SB23,C00236489,F0D939C48A698CD9069,,,CCM,Friends Of Dave McCormick,,,,,,5831 Forward Ave,# 1344,Pittsburgh,PA,15217,P2024,,2023-11-20,5000.00,,2024 Primary,011,C00851980,,S2PA00661,,,,,,S,PA,,,,,,,,,
