form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00428623,EB295370,,,COM,America Works Federal PAC,,,,,,"600 Pennsylvania Avenue SE, #15180",,Washington,DC,20003,,,2023-12-08,5000.00,,2023 Contribution,011,C00331694,America Works Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295388,,,CCM,Andy Ogles for Congress,,,,,,29 Public Square,,Columbia,TN,38401,P2024,,2023-12-08,2000.00,,2024 Contribution,011,C00811844,Andy Ogles for Congress,,Ogles,Andy,,,,H,TN,05,,,,,,,,
SB23,C00428623,EB295381,,,COM,Big Sky Opportunity PAC,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2023-12-08,2000.00,,2023 Contribution,011,C00542027,Big Sky Opportunity PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295387,,,CCM,Blake Moore for Congress,,,,,,"358 South 700 E, B505",,Salt Lake City,UT,84102,O2024,Convention,2023-12-08,4000.00,,2024 Contribution,011,C00738872,Blake Moore for Congress,,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00428623,EB295386,,,CCM,Carey for Congress,,,,,,P.O. Box 16032,,Columbus,OH,43216,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00779603,Carey for Congress,,Carey,Mike,,,,H,OH,15,,,,,,,,
SB23,C00428623,EB295378,,,CCM,Deborah Ross for Congress,,,,,,PO Box 28258,,Raleigh,NC,27611,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00729277,Deborah Ross for Congress,,Ross,Deborah,,,,H,NC,02,,,,,,,,
SB23,C00428623,EB295369,,,COM,Defend the Dream,,,,,,"777 S. Figueroa Street, Suite 4050",,Los Angeles,CA,90017,,,2023-12-08,5000.00,,2023 Contribution,011,C00771238,Defend the Dream,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295383,,,COM,Go PAC Go,,,,,,"824 S. Milledge Avenue, Suite 101",,Athens,GA,30605,,,2023-12-08,5000.00,,2023 Contribution,011,C00657262,Go PAC Go,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295376,,,CCM,Grace For New York,,,,,,PO Box 656555,,Fresh Meadows,NY,11365,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00516666,Grace For New York,,Meng,Grace,,,,H,NY,06,,,,,,,,
SB23,C00428623,EB295390,,,CCM,Guthrie For Congress,,,,,,PO Box 22401,,Louisville,KY,40252,P2024,,2023-12-08,3000.00,,2024 Contribution,011,C00445023,Guthrie For Congress,,Guthrie,Brett,,,,H,KY,02,,,,,,,,
SB23,C00428623,EB295379,,,CCM,Haley Stevens for Congress,,,,,,"33717 Woodward Avenue, #539",,Birmingham,MI,48009,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00638650,Haley Stevens for Congress,,Stevens,Haley,,,,H,MI,11,,,,,,,,
SB23,C00428623,EB295385,,,CCM,Hudson For Congress,,,,,,PO Box 1875,,Southern Pines,NC,28388,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00504522,Hudson For Congress,,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00428623,EB295377,,,CCM,Jamie Raskin For Congress,,,,,,PO Box 5418,,Takoma Park,MD,20913,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00575126,Jamie Raskin For Congress,,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00428623,EB295371,,,COM,Keystone America PAC,,,,,,PO Box 58746,,Philadelphia,PA,19102,,,2023-12-08,5000.00,,2023 Contribution,011,C00439992,Keystone America PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295373,,,COM,Lobo PAC,,,,,,PO Box 25852,,Alburquerque,NM,87125,,,2023-12-08,5000.00,,2023 Contribution,011,C00497073,Lobo PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295375,,,CCM,"McCaul For Congress, Inc.",,,,,,1108 Lavaca Street,Suite 110-402,Austin,TX,78701,P2024,,2023-12-08,5000.00,,2024 Contribution,011,C00392688,"McCaul For Congress, Inc.",,McCaul,Michael,,,,H,TX,10,,,,,,,,
SB23,C00428623,EB295389,,,CCM,Meuser for Congress,,,,,,PO Box 183,,Hudson,WI,54016,P2024,,2023-12-08,3000.00,,2024 Contribution,011,C00654723,Meuser for Congress,,Meuser,Daniel,,,,H,PA,09,,,,,,,,
SB23,C00428623,EB295384,,,CCM,Michelle Steel for Congress,,,,,,"9070 Irvine Center Drive, #150",,Irvine,CA,92618,P2024,,2023-12-08,1000.00,,2024 Contribution,011,C00704981,Michelle Steel for Congress,,Steel,Michelle,,,,H,CA,45,,,,,,,,
SB23,C00428623,EB295380,,,COM,PAC for America 2,,,,,,407 W. Jefferson Street,,Boise,ID,83702,,,2023-12-08,1000.00,,2023 Contribution,011,C00772442,PAC for America 2,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295374,,,COM,Smart Solutions PAC,,,,,,"611 Pennsylvania Avenue, SE",Unit 143,Washington,DC,20003,,,2023-12-08,5000.00,,2023 Contribution,011,C00654475,Smart Solutions PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295382,,,COM,The Eye Of The Tiger Political Action Committee,,,,,,PO Box 9891,,Arlington,VA,22219,,,2023-12-08,5000.00,,2023 Contribution,011,C00467431,The Eye Of The Tiger Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295372,,,COM,Treasure State PAC,,,,,,946 Bandmann Trail,,Missoula,MT,59802,,,2023-12-08,5000.00,,2023 Contribution,011,C00433680,Treasure State PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295972,,,COM,Abraham Lincoln PAC,,,,,,"824 S. Milledge Avenue, Suite 101",,Athens,GA,30605,,,2023-12-14,5000.00,,2023 Contribution,011,C00631051,Abraham Lincoln PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295971,,,COM,American Security PAC,,,,,,167 West Manor Lane,,Alexandria,AL,36250,,,2023-12-14,5000.00,,2023 Contribution,011,C00439521,American Security PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295976,,,COM,Bold Action Conservatives of Nebraska PAC - BACON PAC,,,,,,"228 S Washington Street, Suite 115",,Alexandria,VA,22314,,,2023-12-14,5000.00,,2023 Contribution,011,C00647420,Bold Action Conservatives of Nebraska PAC - BACON PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295987,,,CCM,Chrissy Houlahan for Congress,,,,,,PO Box 222,,Devon,PA,19333,P2024,,2023-12-14,1000.00,,2024 Contribution,011,C00637371,Chrissy Houlahan for Congress,,Houlahan,Chrissy,,,,H,PA,06,,,,,,,,
SB23,C00428623,EB295988,,,CCM,Connolly for Congress,,,,,,PO Box 563,,Merrifield,VA,22116,P2024,,2023-12-14,1000.00,,2024 Contribution,011,C00445452,Connolly for Congress,,Connolly,Gerald,,,,H,VA,11,,,,,,,,
SB23,C00428623,EB295973,,,COM,"Creating Opportunities, Markets and Enthusiasm in Rural Kentucky PAC",,,,,,"228 S Washington Street, Suite 115",,Alexandria,VA,22314,,,2023-12-14,5000.00,,2023 Contribution,011,C00650853,"Creating Opportunities, Markets and Enthusiasm in Rural Kentucky PAC",,,,,,,,,,,,,,,,,
SB23,C00428623,EB295977,,,COM,Defending American Values Everywhere PAC (DAVE PAC),,,,,,9856 Archer Lane,,Dublin,OH,43017,,,2023-12-14,5000.00,,2023 Contribution,011,C00571216,Defending American Values Everywhere PAC (DAVE PAC),,,,,,,,,,,,,,,,,
SB23,C00428623,EB295985,,,CCM,Gary Palmer for Congress,,,,,,"1919 Oxmoor Road, #235",,Homewood,AL,35209,P2024,,2023-12-14,2000.00,,2024 Contribution,011,C00551374,Gary Palmer for Congress,,Palmer,Gary,,,,H,AL,06,,,,,,,,
SB23,C00428623,EB295978,,,COM,IMPACT Committee,,,,,,"107 S. West Street, Suite 176",,Alexandria,VA,22314,,,2023-12-14,5000.00,,2023 Contribution,011,C00525238,IMPACT Committee,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295982,,,COM,Invest In A Strong And Secure America,,,,,,PO Box 3799,,Vista,CA,92085,,,2023-12-14,5000.00,,2023 Contribution,011,C00450320,Invest In A Strong And Secure America,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295990,,,CCM,Larson for Congress,,,,,,PO Box 261172,,Hartford,CT,06126,O2024,Convention,2023-12-14,1000.00,,2024 Contribution,011,C00330142,Larson for Congress,,Larson,John,,,,H,CT,01,,,,,,,,
SB23,C00428623,EB295979,,,COM,Leadership for America Today Tomorrow and Always PAC,,,,,,9856 Archer Lane,,Dublin,OH,43017,,,2023-12-14,5000.00,,2023 Contribution,011,C00485540,Leadership for America Today Tomorrow and Always PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295974,,,COM,Mr. Southern Missourian in the House PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2023-12-14,5000.00,,2023 Contribution,011,C00563726,Mr. Southern Missourian in the House PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295989,,,CCM,Nadler for Congress,,,,,,"200 West 79th Street, #8N",,New York,NY,10024,P2024,,2023-12-14,1000.00,,2024 Contribution,011,C00290825,Nadler for Congress,,Nadler,Jerrold,,,,H,NY,12,,,,,,,,
SB23,C00428623,EB295983,,,COM,Oorah! Political Action Committee,,,,,,PO Box 3743,,Carmel,IN,46082,,,2023-12-14,1500.00,,2023 Contribution,011,C00551853,Oorah! Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295991,,,CCM,Pascrell For Congress,,,,,,PO Box 100,,Teaneck,NJ,07666,P2024,,2023-12-14,1000.00,,2024 Contribution,011,C00313510,Pascrell For Congress,,Pascrell,William,,,,H,NJ,09,,,,,,,,
SB23,C00428623,EB295984,,,COM,Republican Mainstreet Partnership PAC,,,,,,411 First Street SE,,Washington,DC,20003,,,2023-12-14,5000.00,,2023 Contribution,011,C00165159,Republican Mainstreet Partnership PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295980,,,COM,RVFPAC,,,,,,824 S. Milledge Avenue,Suite 101,Athens,GA,30605,,,2023-12-14,5000.00,,2023 Contribution,011,C00689208,RVFPAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295986,,,CCM,Scott Peters for Congress,,,,,,PO Box 22074,,San Diego,CA,92192,P2024,,2023-12-14,1000.00,,2024 Contribution,011,C00503110,Scott Peters for Congress,,Peters,Scott,,,,H,CA,50,,,,,,,,
SB23,C00428623,EB295981,,,COM,Texas Republicans United Political Action Committee (TRU PAC),,,,,,1108 Lavaca Street,Suite 110-402,Austin,TX,78701,,,2023-12-14,5000.00,,2023 Contribution,011,C00481531,Texas Republicans United Political Action Committee (TRU PAC),,,,,,,,,,,,,,,,,
SB23,C00428623,EB295975,,,COM,Victory and Freedom PAC (VAF PAC),,,,,,1909 K Street NW,12th Floor,Washington,DC,20006,,,2023-12-14,5000.00,,2023 Contribution,011,C00525212,Victory and Freedom PAC (VAF PAC),,,,,,,,,,,,,,,,,
SB23,C00428623,EB295993,,,COM,Lead Encourage Elect PAC,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-12-18,-1500.00,,Void check originally dated 7/14/23,011,C00494302,Lead Encourage Elect PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295994,,,COM,Lead Encourage Elect PAC,,,,,,PO Box 183,,Hudson,WI,54016,,,2023-12-18,1500.00,,2023 Contribution,011,C00494302,Lead Encourage Elect PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB295995,,,CCM,Mike Bost for Congress Committee,,,,,,PO Box 1212,,Murphysboro,IL,62966,P2024,,2023-12-19,1000.00,,2024 Contribution,011,C00546499,Mike Bost for Congress Committee,,Bost,Mike,,,,H,IL,12,,,,,,,,
