form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00507574,500111500,,,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-03-30,2500.00,0.00,Contribution to Federal Committee,,C00499947,,,Kildee,Daniel,T.,,,H,MI,05,,,,,,,,
SB23,C00507574,500105100,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-01-31,15000.00,0.00,Contribution to Federal Committee,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00507574,500107340,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-03-30,2500.00,0.00,Contribution to Federal Committee,,C00434563,,,Heinrich,Martin Trevor,,,,S,NM,00,,,,,,,,
SB23,C00507574,500111501,,,CCM,Menendez For Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-03-30,2500.00,0.00,Contribution to Federal Committee,,C00264564,,,Menendez,Robert,,,,S,NJ,00,,,,,,,,
SB23,C00507574,500201451,,,CCM,Friends of Dan Kildee,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-06-29,2500.00,0.00,Contribution to Federal Committee,,C00499947,,,Kildee,Daniel,T.,,,H,MI,05,,,,,,,,
SB23,C00507574,500201452,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-06-29,2500.00,0.00,Contribution to Federal Committee,,C00711317,,,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00507574,500201453,,,CCM,"Bob Casey for Senate, Inc.",,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2023-06-29,5000.00,0.00,Contribution to Federal Committee,,C00431056,,,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00507574,500191934,,,CCM,"Bob Casey for Senate, Inc.",,,,,,PO Box 58746,,Philadelphia,PA,191028746,P2024,,2023-04-11,5000.00,0.00,Contribution to Federal Committee,,C00431056,,,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00507574,500201444,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-06-29,2500.00,0.00,Contribution to Federal Committee,,C00420760,,,Hirono,Mazie,,,,S,HI,00,,,,,,,,
SB23,C00507574,500201454,,,CCM,Rosen for Nevada,,,,,,PO Box 27195,,Las Vegas,NV,891261195,G2024,,2023-06-29,5000.00,0.00,Contribution to Federal Committee,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00507574,500201445,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2023-06-29,5000.00,0.00,Contribution to Federal Committee,,C00431353,,,Klobuchar,Amy,,,,S,MN,00,,,,,,,,
