form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00078451,88519282,,,CCM,Graves For Congress,,,,,,2345 Grand Blvd,Ste 2400,Kansas City,MO,64108,G2024,,2024-09-11,-1000.00,0.00,,011,C00359034,Graves For Congress,H0MO06073,Graves,Samuel,B.,Rep.,Jr.,H,MO,06,,,,,,,X,Re-designation on 09/11/2024
SB23,C00078451,89124345,,,CCM,Bob Casey For Pennsylvania Committee,,,,,,PO Box 22469,,Philadelphia,PA,19110,G2024,,2024-09-10,1000.00,0.00,,011,C00410225,Bob Casey For Pennsylvania Committee,,Casey,Bob,,Mr.,,S,PA,,,,,,,,,
SB23,C00078451,89124347,,,PAC,Keystone America PAC,,,,,,P.O. Box 58746,,Philadelphia,PA,19102,,,2024-09-10,5000.00,0.00,,011,C00439992,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124348,,,PAC,House Conservatives Fund,,,,,,"228 S. Washington St., Ste. 115",,Alexandria,VA,22314,,,2024-09-10,5000.00,0.00,,011,C00326439,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124351,,,PAC,CA LUV PAC (California Leadership United For Victory PAC),,,,,,"499 S. Capitol Street, Sw, Suite 4",,Washington,DC,20003,,,2024-09-10,5000.00,0.00,,011,C00573709,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124354,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,G2024,,2024-09-10,2500.00,0.00,,011,C00703843,Bice For Congress,H0OK05205,Bice,Stephanie,,Rep.,,H,OK,05,,,,,,,,
SB23,C00078451,89124359,,,PAC,Defend The Dream,,,,,,777 S Figueroa St Suite 4050,,Los Angeles,CA,90017,,,2024-09-10,1000.00,0.00,,011,C00771238,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124381,,,PAC,FREEDOM FUND,,,,,,"824 S MILLEDGE AVE, STE 101",,Athens,GA,30605,,,2024-09-10,2500.00,0.00,,011,C00390674,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124388,,,CCM,Lisa McClain For Congress,,,,,,11540 34 Mile Road,,Bruce Township,MI,48065,G2024,,2024-09-10,2000.00,0.00,,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,,,H,MI,10,,,,,,,,
SB23,C00078451,89124395,,,CCM,Bergmanforcongress,,,,,,"3585 Bunker Hill Rd, #434",,Acme,MI,49610,G2024,,2024-09-10,3000.00,0.00,,011,C00614214,Bergmanforcongress,H6MI01226,Bergman,John,,,,H,MI,01,,,,,,,,
SB23,C00078451,89124396,,,CCM,Shaheen For Senate,,,,,,PO Box 75357,,Washington,DC,20013,G2024,,2024-09-10,1000.00,0.00,,011,C00457325,Shaheen For Senate,S0NH00219,Shaheen,Jeanne,,Sen.,,S,NH,,,,,,,,,
SB23,C00078451,89124398,,,CCM,Pingree For Congress,,,,,,PO Box 17613,,Portland,ME,04112,G2024,,2024-09-10,2500.00,0.00,,011,C00433391,Pingree For Congress,H8ME01120,Pingree,Chellie,M.,Rep.,,H,ME,01,,,,,,,,
SB23,C00078451,89124401,,,CCM,Pingree For Congress,,,,,,PO Box 17613,,Portland,ME,04112,G2024,,2024-09-10,2500.00,0.00,,011,C00433391,Pingree For Congress,H8ME01120,Pingree,Chellie,M.,Rep.,,H,ME,01,,,,,,,,
SB23,C00078451,89124403,,,CCM,Gabe Amo For Congress,,,,,,PO Box 40457,,Providence,RI,02940,G2024,,2024-09-10,5000.00,0.00,,011,C00838060,Gabe Amo For Congress,H4RI01265,Amo,Gabe,,Rep.,Jr.,H,RI,01,,,,,,,,
SB23,C00078451,89124407,,,CCM,Citizens For Turner,,,,,,120 W 2nd Street,Suite 1510,Dayton,OH,45402,G2024,,2024-09-10,5000.00,0.00,,011,C00373001,Citizens For Turner,H2OH03067,Turner,Michael,R.,Rep.,,H,OH,10,,,,,,,,
SB23,C00078451,89124408,,,PAC,Impact Committee,,,,,,100 Luna Park Dr.,Suite #156,Alexandria,VA,22305,,,2024-09-10,5000.00,0.00,,011,C00525238,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124409,,,CCM,Mike Rogers For Congress,,,,,,123 East 13th Street,,Anniston,AL,36201,G2024,,2024-09-10,5000.00,0.00,,011,C00367862,Mike Rogers For Congress,H2AL03032,Rogers,Mike,D.,Rep.,,H,AL,03,,,,,,,,
SB23,C00078451,89124411,,,PAC,American Security PAC,,,,,,192 Liberty Lane,,Anniston,AL,36207,,,2024-09-10,5000.00,0.00,,011,C00439521,,,,,,,,,,,,,,,,,,
SB23,C00078451,89124412,,,CCM,"McCaul For Congress, Inc",,,,,,815-A Brazos St,Pmb 230,Austin,TX,78701,G2024,,2024-09-10,1000.00,0.00,,011,C00392688,"McCaul For Congress, Inc",H4TX10093,McCaul,Michael,T.,Rep.,,H,TX,10,,,,,,,,
SB23,C00078451,89124415,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,G2024,,2024-09-10,1000.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,18,,,,,,,,
SB23,C00078451,89124416,,,PAC,Make it Work PAC,,,,,,"700 13th St., NW, Ste. 600",,Washington,DC,20005,,,2024-09-10,2500.00,0.00,,011,C00552539,,,,,,,,,,,,,,,,,,
SB23,C00078451,89128153,,,CCM,Shaheen For Senate,,,,,,PO Box 75357,,Washington,DC,20013,G2024,,2024-09-11,-1000.00,0.00,Void - Shaheen For Senate,011,C00457325,Shaheen For Senate,S0NH00219,Shaheen,Jeanne,,Sen.,,S,NH,,,,,,,,,Void - Shaheen For Senate
SB23,C00078451,89128547,,,CCM,Gabe Vasquez For Congress,,,,,,Drawer L,,Mesilla,NM,88046,G2024,,2024-09-11,1000.00,0.00,,011,C00789404,Gabe Vasquez For Congress,H2NM02191,Vasquez,Gabe,,Rep.,,H,NM,02,,,,,,,,
