form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00078451,89114587,,,COM,Committee to Elect Jesse Petrea,,,,,,108 Loyer Lane,,Savannah,GA,31411,,,2024-09-04,1000.00,0.00,"Jesse Petrea, STATE HOUSE 166th GA",011,,,,Petrea,Jesse,,GA Rep.,,,,,,,,,,,,"Jesse Petrea, STATE HOUSE 166th GA"
SB29,C00078451,89114589,,,COM,Committee to Elect Steven Sainz,,,,,,2712 Osborne Rd,,St Marys,GA,31558,,,2024-09-04,1000.00,0.00,"Steven Sainz, STATE HOUSE 180th GA",011,,,,Sainz,Steven,,GA Rep.,,,,,,,,,,,,"Steven Sainz, STATE HOUSE 180th GA"
SB29,C00078451,89114590,,,COM,Committee to Elect Ron Stephens,,,,,,45 Cove Drive,,Savannah,GA,31419,,,2024-09-04,1000.00,0.00,"Ron Stephens, STATE HOUSE 164th GA",011,,,,Stephens,Ron,,GA Rep.,,,,,,,,,,,,"Ron Stephens, STATE HOUSE 164th GA"
SB29,C00078451,89114591,,,COM,Friends of Shaw Blackmon,,,,,,PO Box 729,,Bonaire,GA,31005,,,2024-09-04,1000.00,0.00,"Shaw Blackmon, STATE HOUSE 146th GA",011,,,,Blackmon,Shaw,,GA Rep.,,,,,,,,,,,,"Shaw Blackmon, STATE HOUSE 146th GA"
SB29,C00078451,89114592,,,COM,Committee to Elect Debbie Buckner,,,,,,780 Fielders Mill Rd,,Junction City,GA,31812,,,2024-09-04,1000.00,0.00,"Debbie Buckner, STATE HOUSE 137th GA",011,,,,Buckner,Debbie,,GA Rep.,,,,,,,,,,,,"Debbie Buckner, STATE HOUSE 137th GA"
SB29,C00078451,89114593,,,COM,Friends of Jon Burns,,,,,,P.O. Box 1000,,Springfield,GA,31329,,,2024-09-04,1000.00,0.00,"Jon Burns, STATE HOUSE 159th GA",011,,,,Burns,Jon,,GA Rep.,,,,,,,,,,,,"Jon Burns, STATE HOUSE 159th GA"
SB29,C00078451,89114597,,,COM,Crowe for Georgia,,,,,,115 Mabry Rd,,Jackson,GA,30233,,,2024-09-04,1000.00,0.00,"Clint Crowe, STATE HOUSE 118th GA",011,,,,Crowe,Clint,,GA Rep.,,,,,,,,,,,,"Clint Crowe, STATE HOUSE 118th GA"
SB29,C00078451,89114599,,,COM,Efstration for House,,,,,,P.O. Box 1656,,Dacula,GA,30019,,,2024-09-04,1000.00,0.00,"Chuck Efstration, STATE HOUSE 104th GA",011,,,,Efstration,Chuck,,GA Rep.,,,,,,,,,,,,"Chuck Efstration, STATE HOUSE 104th GA"
SB29,C00078451,89114602,,,COM,"Friends of Franklin, INC.",,,,,,PO BOX 2922,,Statesboro,GA,30459,,,2024-09-04,500.00,0.00,"Lehman Franklin, STATE HOUSE 160th GA",011,,,,Franklin,Lehman,,GA Rep.,,,,,,,,,,,,"Lehman Franklin, STATE HOUSE 160th GA"
SB29,C00078451,89114604,,,COM,Committee to Elect Houston Gaines,,,,,,PO Box 1203,,Athens,GA,30603,,,2024-09-04,1000.00,0.00,"Houston Gaines, STATE HOUSE 120th GA",011,,,,Gaines,Houston,,GA Rep.,,,,,,,,,,,,"Houston Gaines, STATE HOUSE 120th GA"
SB29,C00078451,89114608,,,COM,Matthew Gambill for State House,,,,,,PO Box 487,,Cartersville,GA,30120,,,2024-09-04,500.00,0.00,"Matthew Gambill, STATE HOUSE 15th GA",011,,,,Gambill,Matthew,,GA Rep.,,,,,,,,,,,,"Matthew Gambill, STATE HOUSE 15th GA"
SB29,C00078451,89114620,,,COM,McDonald for Georgia,,,,,,4180 Creekwood Dr,,Cumming,GA,30041,,,2024-09-04,500.00,0.00,"Lauren McDonald, STATE HOUSE 26th GA",011,,,,McDonald,Lauren,,GA Rep.,,,,,,,,,,,,"Lauren McDonald, STATE HOUSE 26th GA"
SB29,C00078451,89115436,,,COM,"Friends of Esther Panitch, Inc",,,,,,607-B Coverdell Legislative Office,,Atlanta,GA,30334,,,2024-09-04,1000.00,0.00,"Esther Panitch, STATE HOUSE 51st GA",011,,,,Panitch,Esther,,GA Rep.,,,,,,,,,,,,"Esther Panitch, STATE HOUSE 51st GA"
SB29,C00078451,89115441,,,COM,Friends of Deborah Silcox,,,,,,"6300 Powers Ferry Road, Ste. 600 #",,Atlanta,GA,30339,,,2024-09-04,500.00,0.00,"Deborah Silcox, STATE HOUSE 52nd GA",011,,,,Silcox,Deborah,,GA Rep.,,,,,,,,,,,,"Deborah Silcox, STATE HOUSE 52nd GA"
SB29,C00078451,89115442,,,COM,Committee To Elect Bruce Williamson,,,,,,PO Box 1879,,Monroe,GA,30655,,,2024-09-04,1000.00,0.00,"Bruce Williamson, STATE HOUSE 115th GA",011,,,,Williamson,Bruce,,GA Rep.,,,,,,,,,,,,"Bruce Williamson, STATE HOUSE 115th GA"
SB29,C00078451,89115443,,,COM,James Burchett for House,,,,,,6810 Albany Hwy,,Millwood,GA,31552,,,2024-09-04,1000.00,0.00,"James Burchett, STATE HOUSE 176th GA",011,,,,Burchett,James,,GA Rep.,,,,,,,,,,,,"James Burchett, STATE HOUSE 176th GA"
SB29,C00078451,89115444,,,COM,Committee to Elect Mack Jackson,,,,,,733 Evelyn Street,,Sandersville,GA,31082,,,2024-09-04,1000.00,0.00,"Mack Jackson, STATE HOUSE 128th GA",011,,,,Jackson,Mack,,GA Rep.,,,,,,,,,,,,"Mack Jackson, STATE HOUSE 128th GA"
SB29,C00078451,89154513,,,COM,WBJ Leadership Committee Inc,,,,,,PO Box 767,,Jackson,GA,30233,,,2024-09-23,1000.00,0.00,"Burt Jones, LT. GOVERNOR  GA",011,,,,Jones,Burt,,,,,,,,,,,,,,"Burt Jones, LT. GOVERNOR  GA"
