form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00118943,89113657,,,CCM,Texans For Senator John Cornyn Inc.,,,,,,PO Box 13026,,Austin,TX,78711,P2026,,2024-09-05,5000.00,0.00,"Industry Event: Sept. 10, 2024",011,C00369033,Texans For Senator John Cornyn Inc.,S2TX00106,Cornyn,John,,Sen.,III,S,TX,,,,,,,,,"Industry Event: Sept. 10, 2024"
SB23,C00118943,89128686,,,PAC,Tomorrow is Meaningful (TIM PAC),,,,,,"499 S. Capitol Street, SW",Suite 420,Washington,DC,20003,,,2024-09-12,5000.00,0.00,"Event: Sept. 18, 2024",011,,,,,,,,,,,,,,,,,,,"Event: Sept. 18, 2024"
SB23,C00118943,89128886,,,PAC,Oorah! PAC,,,,,,P.O. Box 1053,,Bloomington,IN,47402,,,2024-09-12,5000.00,0.00,"Industry Event: Sept. 16, 2024",011,,,,,,,,,,,,,,,,,,,"Industry Event: Sept. 16, 2024"
SB23,C00118943,89130614,,,PAC,On Wisconsin PAC,,,,,,P.O. Box 1387,,Janesville,WI,53547,,,2024-09-09,5000.00,0.00,"PFS Event: Sept. 19, 2024",011,,,,,,,,,,,,,,,,,,,"PFS Event: Sept. 19, 2024"
SB23,C00118943,89130622,,,PAC,Forever Young PAC,,,,,,c/o Bogart Associates,1200 Trinity Drive,Alexandria,VA,22314,,,2024-09-12,5000.00,0.00,2024 PAC Support,011,C00683508,,,,,,,,,,,,,,,,,,2024 PAC Support
SB23,C00118943,89136167,,,CCM,Brad Knott For Congress,,,,,,PO Box 97275,,Raleigh,NC,276247275,G2024,,2024-09-17,2500.00,0.00,"Event: September 17, 2024",011,C00855361,Brad Knott For Congress,H4NC13116,Knott,Brad,,Mr.,,H,NC,13,,,,,,,,"Event: September 17, 2024"
SB23,C00118943,89136494,,,CCM,Friends of David Schweikert,,,,,,"439 New Jersey Ave., SE",,Washington,DC,20003,G2024,,2024-09-02,5000.00,0.00,2024 Candidate Support,011,C00492413,Friends of David Schweikert,H4AZ06045,Schweikert,David,,Rep.,,H,AZ,06,,,,,,,,2024 Candidate Support
SB23,C00118943,89154455,,,CCM,Himes For Congress,,,,,,857 Post Rd,#312,Fairfield,CT,06824,G2024,,2024-09-25,5000.00,0.00,"PFS Event: Sept. 25, 2024",011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,,Rep.,,H,CT,04,,,,,,,,"PFS Event: Sept. 25, 2024"
SB23,C00118943,89168583,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,G2024,,2024-09-23,5000.00,0.00,Industry Event & 2024 total support,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,Rep.,,H,NY,02,,,,,,,,Industry Event & 2024 total support
SB23,C00118943,89168834,,,CCM,Tenney For Congress,,,,,,28 Robinson Road,PO Box 128,Clinton,NY,13323,G2024,,2024-09-27,1500.00,0.00,2024 Candidate Support,011,C00561183,Tenney For Congress,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,22,,,,,,,,2024 Candidate Support
