form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00123612,49782422,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2024-01-25,1000.00,0.00,011 - Political Contribution,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,011 - Political Contribution
SB23,C00123612,49782423,,,CCM,Committee To Elect Mike Ezell,,,,,,P.O. Box 1842,,Gulfport,MS,39502,P2024,,2024-01-25,1000.00,0.00,011 - Political Contibution,011,C00776393,Committee To Elect Mike Ezell,H2MS04258,Ezell,Mike,,Rep.,,H,MS,04,,,,,,,,011 - Political Contibution
SB23,C00123612,49782424,,,CCM,Roger Williams For U S Congress Committee,,,,,,10 N. Caddo St.,Pmb #174,Cleburne,TX,76031,P2024,,2024-01-25,1000.00,0.00,011 - Political Contibution,011,C00498121,Roger Williams For U S Congress Committee,H2TX33040,Williams,Roger,,Rep.,,H,TX,25,,,,,,,,011 - Political Contibution
SB23,C00123612,49782425,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-01-25,5000.00,0.00,011 - Political Contibution,011,C00257337,Ken Calvert For Congress Committee,H2CA37023,Calvert,Ken,,Rep.,,H,CA,41,,,,,,,,011 - Political Contibution
SB23,C00123612,49782426,,,PAC,Eureka PAC,,,,,,PO Box 30844,,Bethesdsa,MD,20824,,,2024-01-25,5000.00,0.00,011 - Political Contibution,011,C00390161,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782427,,,PTY,NRSC/Republican Senate Council,,,,,,"425 Second Street, NE",,Washington,DC,20002,,,2024-01-25,15000.00,0.00,011 - Political Contibution,011,,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782450,,,PTY,DCCC,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20003,,,2024-01-25,5000.00,0.00,011 - Political Contibution,011,C00000935,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782452,,,PTY,NRCC,,,,,,"320 First Street, SE",,Washington,DC,20003,,,2024-01-25,15000.00,0.00,011 - Political Contibution,011,C00075820,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782453,,,PAC,Responsibility and Freedom Work PAC (RFW PAC),,,,,,Post Office Box 80,,Jackson,MS,39205,,,2024-01-25,1000.00,0.00,011 - Political Contibution,011,C00368696,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782457,,,PAC,The New Democrat Coalition Action Fund,,,,,,"600 Pennsylvania Avenue, SE",Suite 410,Washington,DC,20003,,,2024-01-25,5000.00,0.00,011 - Political Contibution,011,C00409730,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782464,,,PAC,Responsibility and Freedom Work PAC (RFW PAC),,,,,,Post Office Box 80,,Jackson,MS,39205,,,2024-01-25,1000.00,0.00,011 - Political Contibution,011,C00368696,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49782465,,,PAC,The New Democrat Coalition Action Fund,,,,,,"600 Pennsylvania Avenue, SE",Suite 410,Washington,DC,20003,,,2024-01-25,5000.00,0.00,011 - Political Contibution,011,C00409730,,,,,,,,,,,,,,,,,,011 - Political Contibution
SB23,C00123612,49953268,,,CCM,Gabe Amo For Congress,,,,,,PO Box 40457,,Providence,RI,02940,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00838060,Gabe Amo For Congress,H4RI01265,Amo,Gabe,,Rep.,Jr.,H,RI,01,,,,,,,,011 - Political Contibution
SB23,C00123612,49953313,,,CCM,Friends Of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2024-02-22,1500.00,0.00,011 - Political Contibution,011,C00436386,Friends Of John Barrasso,S6WY00068,Barrasso,John,A.,Sen.,Dr.,S,WY,,,,,,,,,011 - Political Contibution
SB23,C00123612,49953315,,,CCM,Salud Carbajal For Congress,,,,,,PO Box 1290,,Santa Barbara,CA,93102,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00576041,Salud Carbajal For Congress,H6CA24303,Carbajal,Salud,,Rep.,,H,CA,24,,,,,,,,011 - Political Contibution
SB23,C00123612,49953319,,,CCM,Jerry Carl For Congress,,,,,,PO Box 852138,,Mobile,AL,36685,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00697789,Jerry Carl For Congress,H0AL01055,Carl,Jerry,L.,Rep.,,H,AL,01,,,,,,,,011 - Political Contibution
SB23,C00123612,49953320,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,,Rep.,,H,PA,08,,,,,,,,011 - Political Contibution
SB23,C00123612,49953324,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2024-02-22,500.00,0.00,011 - Political Contibution,011,C00379735,Cole For Congress,H2OK04055,Cole,Tom,,Rep.,,H,OK,04,,,,,,,,011 - Political Contibution
SB23,C00123612,49953325,,,CCM,Sharice For Congress,,,,,,13851 W. 63rd St.,Num 303,Shawnee,KS,66216,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,Rep.,,H,KS,03,,,,,,,,011 - Political Contibution
SB23,C00123612,49953345,,,CCM,Jake Ellzey For Congress,,,,,,1005 Congress Avenue,Suite 400,Austin,TX,78701,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00770438,Jake Ellzey For Congress,H8TX06266,Ellzey,Jake,,Rep.,,H,TX,06,,,,,,,,011 - Political Contibution
SB23,C00123612,49953346,,,CCM,Emmer For Congress,,,,,,PO Box 279,,Elk River,MN,55330,P2024,,2024-02-22,2500.00,0.00,011 - Political Contibution,011,C00545749,Emmer For Congress,H4MN06087,Emmer,Tom,,Rep.,Jr.,H,MN,06,,,,,,,,011 - Political Contibution
SB23,C00123612,49953348,,,CCM,Committee To Elect Mike Ezell,,,,,,P.O. Box 1842,,Gulfport,MS,39502,P2024,,2024-02-22,2000.00,0.00,011 - Political Contibution,011,C00776393,Committee To Elect Mike Ezell,H2MS04258,Ezell,Mike,,Rep.,,H,MS,04,,,,,,,,011 - Political Contibution
SB23,C00123612,49953350,,,CCM,Deb Fischer For US Senate,,,,,,"5555 South St, Ste. 200",,Lincoln,NE,68506,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00498907,Deb Fischer For US Senate,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,011 - Political Contibution
SB23,C00123612,49953351,,,CCM,Tony Gonzales For Congress,,,,,,PO Box 700442,,San Antonio,TX,78270,P2024,,2024-02-22,1000.00,0.00,011 - Political Contibution,011,C00706614,Tony Gonzales For Congress,H0TX35015,Gonzales,Tony,,Rep.,II,H,TX,23,,,,,,,,011 - Political Contibution
