form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,16501929C,16501929,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16340313C,16340313,SA11C,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00555888,,,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16341815C,16341815,SA11C,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,601681202,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00575092,,,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16480295C,16480295,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501866C,16501866,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-11-29,1000.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16425973C,16425973,SA11C,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,,,2023-11-15,1000.00,0.00,Conduit Contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,16341426C,16341426,SA11C,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00638650,,,Stevens,Haley,,,,H,MI,11,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16425974C,16425974,SA11C,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,,,2023-11-15,1000.00,0.00,Conduit Contribution,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,16425964C,16425964,SA11AI,CCM,Jared Moskowitz For Congress,,,,,,PO Box 8784,,Coral Springs,FL,330758784,,,2023-11-15,500.00,0.00,Conduit Contribution,,C00807628,,,MOSKOWITZ,JARED,,,,H,FL,23,,,,,,,X,Earmarked by Robert G. Siggins
SB23,C00409730,16501936C,16501936,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-11-29,4000.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16425969C,16425969,SA11C,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 6806,,Ithaca,NY,148516806,,,2023-11-15,1000.00,0.00,Conduit Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,19,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,16340316C,16340316,SA11C,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16480285C,16480285,SA11C,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501782C,16501782,SA11C,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16480287C,16480287,SA11C,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501797C,16501797,SA11C,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16501763C,16501763,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16501918C,16501918,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-11-29,5000.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16480297C,16480297,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501716C,16501716,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16480289C,16480289,SA11C,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501808C,16501808,SA11C,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16340634C,16340634,SA11C,CCM,People For Derek Kilmer,,,,,,PO Box 1381,,Tacoma,WA,984011381,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00514893,,,KILMER,DEREK,,,,H,WA,06,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16340315C,16340315,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16501906C,16501906,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-11-29,5000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16340319C,16340319,SA11C,CCM,Schneider For Congress,,,,,,PO Box 1318,,Deerfield,IL,600156005,,,2023-11-06,1000.00,0.00,Conduit Contribution,,C00495952,,,Schneider,Bradley,,,,H,IL,10,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,16480291C,16480291,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501824C,16501824,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16480282C,16480282,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501741C,16501741,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16480296C,16480296,SA11C,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501867C,16501867,SA11C,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,,,2023-11-29,1000.00,0.00,Conduit Contribution,,C00658567,,,Wild,Susan,,,,H,PA,07,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16480286C,16480286,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501783C,16501783,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,16501917C,16501917,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-11-29,1500.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,16425960C,16425960,SA11C,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-11-15,-1500.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,16425961C,16425961,SA11C,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-11-15,1500.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,16425962C,16425962,SA11C,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-11-15,1500.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,16425963C,16425963,SA11C,CCM,Texans For Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,,,2023-11-15,1000.00,0.00,Conduit Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,16425970C,16425970,SA11C,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,Boystown,NE,680100746,,,2023-11-15,1000.00,0.00,Conduit Contribution,,C00784371,,,VARGAS,ANTHONY,'TONY',,,H,NE,02,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,16397097C,16397097,SA11C,CCM,Vargas For Congress,,,,,,330 Encinitas Blvd,Ste 101,Encinitas,CA,920248705,,,2023-11-13,2000.00,0.00,Conduit Contribution,,C00497321,,,Vargas,Juan,,,,H,CA,51,,,,,,,X,Earmarked by AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE - AIC PAC
SB23,C00409730,16480284C,16480284,SA11C,CCM,Vicente Gonzalez For Congress,,,,,,121 N 10Th St,,McAllen,TX,785014688,,,2023-11-27,1000.00,0.00,Conduit Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,16501742C,16501742,SA11C,CCM,Vicente Gonzalez For Congress,,,,,,121 N 10Th St,,McAllen,TX,785014688,,,2023-11-29,500.00,0.00,Conduit Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
