form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00421982,EB554,,,CCM,Friends of David Schweikert,,,,,,8175 East Evans Road,# 13176,Scottsdale,AZ,85267,P2024,,2023-03-26,1000.00,,Political Contribution,011,C00540617,Friends of David Schweikert,,Schweikert,David,,,,H,AZ,06,,,,,,,,
SB23,C00421982,EB570,,,COM,LOBO PAC,,,,,,P.O. Box 25852,,Albuquerque,NM,87125,,,2023-05-16,5000.00,,Political Contribution,011,C00497073,LOBO PAC,,,,,,,,,,,,,,,,,
SB23,C00421982,EB626,,,CCM,Mike Levin for Congress,,,,,,P.O. Box 2112,,Capistrano,CA,92624,P2024,,2023-06-23,1000.00,,Political Contribution,011,C00634253,Mike Levin for Congress,,Levin,Mike,,,,H,CA,49,,,,,,,,
SB23,C00421982,EB557,,,COM,New Democrat Coalition Action Fund,,,,,,233 Pennsylvania Ave SE,2nd Floor,Washington,DC,20003,,,2023-03-26,5000.00,,Political Contribution,011,C00409730,New Democrat Coalition Action Fund,,,,,,,,,,,,,,,,,
SB23,C00421982,EB491,,,PTY,NRSC,,,,,,425 2nd Street NE,,Washington,DC,20002,,,2023-01-26,15000.00,,Political Contribution,011,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB23,C00421982,EB624,,,CCM,Paul Tonko for Congress,,,,,,911 Central Avenue,# 221,Albany,NY,12206,P2024,,2023-06-15,1000.00,,Political Contribution,011,C00450049,Paul Tonko for Congress,,Tonko,Paul David,,,,H,NY,20,,,,,,,,
SB23,C00421982,EB625,,,CCM,Ralph Norman for Congress,,,,,,P.O Box 37467,,Rock Hill,SC,29732,P2024,,2023-06-23,1000.00,,Political Contribution,011,C00633610,Ralph Norman for Congress,,Jr.,Ralph W. Norman,,,,H,SC,05,,,,,,,,
SB23,C00421982,EB497,,,COM,Republican Governance Group / Tuesday Group PAC,,,,,,610 S. Boulevard,,Tampa,FL,33606,,,2023-01-20,5000.00,,Political Contribution,011,C00433060,Republican Governance Group / Tuesday Group PAC,,,,,,,,,,,,,,,,,
SB23,C00421982,EB495,,,COM,Republican Mainstreet Partnership PAC,,,,,,1300 Pennsylvania Ave NW,"Box 190, #323",Washington,DC,20004,,,2023-01-30,5000.00,,Political Contribution,011,C00165159,Republican Mainstreet Partnership PAC,,,,,,,,,,,,,,,,,
SB23,C00421982,EB572,,,CCM,Robin Kelly for Congress,,,,,,P.O. Box 3411,,Chicago,IL,60654,P2024,,2023-05-16,2000.00,,Political Contribution,011,C00539866,Robin Kelly for Congress,,Kelly,Robin,,,,H,IL,02,,,,,,,,
SB23,C00421982,EB574,,,CCM,Scott Peters for Congress,,,,,,PO. Box,,San Diego,CA,92192,P2024,,2023-05-16,2500.00,,Political Contribution,011,C00503110,Scott Peters for Congress,,Peters,Scott,,,,H,CA,50,,,,,,,,
SB23,C00421982,EB556,,,COM,Smart Solutions PAC,,,,,,611 Pennsylvania Ave SE,Unit 143,Washington,DC,20003,,,2023-03-26,5000.00,,Political Contribution,011,C00654475,Smart Solutions PAC,,,,,,,,,,,,,,,,,
SB23,C00421982,EB496,,,COM,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC (SEEC PAC),,,,,,Po Box 15320,,Washington,DC,20003,,,2023-01-30,5000.00,,Political Contribution,011,C00581785,SUSTAINABLE ENERGY AND ENVIRONMENT COALITION PAC (SEEC PAC),,,,,,,,,,,,,,,,,
