form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00707844,500688040,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-09,10.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500689790,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-13,30.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500688041,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-12,10.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690281,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-14,2650.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500689791,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-13,50.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690282,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-15,1750.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500689792,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-13,60.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500689793,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-13,450.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690284,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-16,2410.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500691775,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-23,2090.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690285,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-19,6390.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500692876,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-30,2210.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500691776,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-26,6210.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500687576,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-08,10.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690286,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-20,2260.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500691777,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-27,2640.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500691778,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-28,1950.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690288,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-21,1950.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500691779,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-29,2000.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500690289,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-22,2500.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00707844,500689789,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-08-13,50.00,0.00,Non-Federal Ad Buy,,,,,,,,,,,,,,,,,,,,
