form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.79056,,,COM,Citizens for Michael E. Hastings,,,,,,PO Box 162,,Tinley Park,IL,60477,P2024,,2024-02-22,500.00,,"Senate, IL, 19 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79077,,,COM,Citizens to Elect Allison Russo,,,,,,545 East Town Street,,Columbus,OH,43215,G2024,,2024-02-29,500.00,,"House, OH, 7 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79033,,,COM,Committee for Natalie Toro,,,,,,2935 N Dawson Ave.,Apt 1s,Chicago,IL,60618,P2024,,2024-02-12,500.00,,"Senate, IL, 20",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79060,,,COM,Committee to Elect Natalie Price,,,,,,2428 Phillips Avenue,,Berkley,MI,48072,P2024,,2024-02-26,500.00,,"House, MI, 5 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79084,,,COM,Committee to elect Vivian Flowers,,,,,,P.O. Box 3156,,Pine Bluff,AR,71611,P2024,,2024-02-29,1000.00,,"Mayor Pine Bluff, AR",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79082,,,COM,Committee to Reelect Denise Ennett,,,,,,621 E 16th Street,,Little Rock,AR,72202,P2024,,2024-02-29,500.00,,"House, AR, 80 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79061,,,COM,CTE Jenn Hill State Representative,,,,,,P.O. Box 151,,Marquette,MI,49855,P2024,,2024-02-26,250.00,,"House, MI, 109 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79064,,,COM,Dayna for Michigan,,,,,,9769 Stark Rd.,,Livonia,MI,48150,P2026,,2024-02-26,250.00,,"Senate, MI, 5 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79019,,,COM,Denise Mentzer for State Representative,,,,,,1399 Kingsley St.,,Mount Clemens,MI,48043,P2024,,2024-02-01,250.00,,"House, MI, 61 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.79017,,,COM,Elect Sharon MacDonell,,,,,,P.O. Box 99221,,Troy,MI,48099,P2024,,2024-02-01,250.00,,"House, MI, 56 dst",,,,,,,,,,,,,,,,,,,,
