form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00654764,SB29.4522,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-21,5953.71,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4523,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,4334.01,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4524,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,4334.01,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4525,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,4714.28,,State IE - Text Messaging,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4526,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,5953.71,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4527,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,7200.10,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4528,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,7200.10,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4529,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,7200.10,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4530,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,7439.97,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4531,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-22,7439.97,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4538,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-26,4334.01,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4539,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-26,5953.71,,State IE - Direct Mail,004,,,,,,,,,,,,,,,,,,,
SB29,C00654764,SB29.4540,,,ORG,The Stoneridge Group LLC,,,,,,960 N Point Parkway,Suite 225,Alpharetta,GA,30005,,,2024-02-27,4650.80,,State IE - Text Messaging,004,,,,,,,,,,,,,,,,,,,
