form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00266585,27071940,,,COM,Gooden Victory Fund,,,,,,3131 Turtle Creek Blvd.,#1230,Dallas,TX,75219,,,2023-09-11,-500.00,0.00,Void - Gooden Victory Fund- Original Date 8/28/23,011,,,,,,,,,,,,,,,,,,,Void - Gooden Victory Fund- Original Date 8/28/23
SB23,C00266585,27071942,,,COM,Gooden Victory Fund,,,,,,3131 Turtle Creek Blvd.,#1230,Dallas,TX,75219,,,2023-09-11,500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB23,C00266585,27076453,,,COM,Gillibrand Victory Fund,,,,,,124 Washington Ave.,Suite 101,Foxboro,MA,02035,,,2023-09-18,500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB23,C00266585,27080470,,,CCM,Rick Scott For Florida,,,,,,PO Box 130708,,Tampa,FL,33681,P2024,,2023-09-20,3300.00,0.00,Political Contribution,011,C00676965,Rick Scott For Florida,S8FL00273,Scott,Rick,,,,S,FL,,,,,,,,,Political Contribution
SB23,C00266585,27081030,,,CCM,Cory Booker For Senate,,,,,,PO Box 32237,,Newark,NJ,07102,P2026,,2023-09-20,2500.00,0.00,Political Contribution,011,C00540500,Cory Booker For Senate,S4NJ00185,Booker,Cory,,,,S,NJ,,,,,,,,,Political Contribution
