form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB91367,,,PAC,Friends of Barbara,,,,,,224 Amherst Avenue,,Baton Rouge,LA,70808,,,2023-10-10,1500.00,,,011,,Friends of Barbara,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91366,,,PAC,Terry for Wilco Campaign,,,,,,3116 Goldenoak Circle,,Round Rock,TX,78681,,,2023-10-10,1700.00,,,011,,Terry for Wilco Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91369,,,PAC,Friends of Neil,,,,,,PO Box 109,,Narberth,PA,19072,,,2023-10-11,500.00,,,011,,Friends of Neil,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91370,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2023-10-11,2350.00,,,011,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91371,,,PAC,Friends of Brandon Johnson,,,,,,5715 W. Superior,,Chicago,IL,60644,,,2023-10-12,1500.00,,,011,,Friends of Brandon Johnson,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91374,,,PAC,Kentucky State Democratic Executive Committee,,,,,,PO Box 694,,Frankfort,KY,40602,,,2023-10-13,5000.00,,,011,,Kentucky State Democratic Executive Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91380,,,PAC,Cesar Blanco for Texas Senate,,,,,,P.O. Box 27074,,El Paso,TX,79926,,,2023-10-16,750.00,,,011,,Cesar Blanco for Texas Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91379,,,PAC,Dennis Paul Campaign,,,,,,"626 1/2 Barringer Lane, Suite A",,Webster,TX,77598,,,2023-10-16,500.00,,,011,,Dennis Paul Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91378,,,PAC,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2023-10-16,500.00,,,011,,Jay Costa for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91382,,,PAC,Tommy Gregory Campaign,,,,,,133 Harbor Drive South,,Venice,FL,34285,,,2023-10-18,1000.00,,,011,,Tommy Gregory Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91383,,,PAC,WilCo Transportation and Park Solutions,,,,,,PO Box 686,,Round Rock,TX,78681,,,2023-10-18,10000.00,,,011,,WilCo Transportation and Park Solutions,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91385,,,PAC,"Burt Jones for Georgia, inc.",,,,,,264 Alabama Blvd.,,Jackson,GA,30233,,,2023-10-20,2500.00,,,011,,"Burt Jones for Georgia, inc.",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91386,,,PAC,Favola for State Senate,,,,,,2319 18th Street N,,Arlington,VA,22201,,,2023-10-20,1000.00,,,011,,Favola for State Senate,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB91387,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2023-10-20,5000.00,,,,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92920,,,PAC,Central Florida Solutions,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2023-10-24,1500.00,,,011,,Central Florida Solutions,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92921,,,PAC,Russ Boles Campaign,,,,,,1301 Crimson Clover Ct,,Round Rock,TX,78665,,,2023-10-24,1700.00,,,011,,Russ Boles Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92922,,,PAC,Committee to Elect Jake Fey,,,,,,PO Box 1372,,Tacoma,WA,98401,,,2023-10-25,1200.00,,,011,,Committee to Elect Jake Fey,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92925,,,ORG,Elect Ron Pappas,,,,,,124 Leafmore Ct,,Waxhaw,NC,28173,,,2023-10-26,1000.00,,,011,,,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92924,,,ORG,Elect Ron Pappas,,,,,,124 Leafmore Ct,,Waxhaw,NC,28173,,,2023-10-26,-1000.00,,Void Check - Not Negotiated,011,,,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92923,,,PAC,Russ Touchberry for Mayor,,,,,,111 Presidents Circle,,Summerville,SC,29483,,,2023-10-26,1000.00,,,011,,Russ Touchberry for Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92926,,,PAC,Friends of Barbara,,,,,,224 Amherst Avenue,,Baton Rouge,LA,70808,,,2023-10-27,1500.00,,,011,,Friends of Barbara,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92927,,,PAC,The Committee to Elect Dimple Ajmera,,,,,,6528 Matlea Ct,,Charlotte,NC,28215,,,2023-10-27,1000.00,,,011,,The Committee to Elect Dimple Ajmera,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92931,,,PAC,Friends of LaWana Mayfield,,,,,,P.O. Box 668493,,Charlotte,NC,28266,,,2023-10-30,1000.00,,,011,,Friends of LaWana Mayfield,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92930,,,PAC,Friends of Vi Lyles,,,,,,"7804 Fairview Road, #121",,Charlotte,NC,28226,,,2023-10-30,2000.00,,,011,,Friends of Vi Lyles,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92928,,,PAC,Mike Cooper Campaign,,,,,,111 E. 15th Ave,,Covington,LA,70433,,,2023-10-30,1000.00,,,011,,Mike Cooper Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB92929,,,PAC,Victoria Watlington for Charlotte,,,,,,P.O. Box 322,,Paw Creek,NC,28130,,,2023-10-30,1000.00,,,011,,Victoria Watlington for Charlotte,,Committee,Non-Federal,,,,,,,,,,,,,,
