form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00746073,500031338,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-06-28,133.25,0.00,Bank Fees; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030080,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-05-06,42.95,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030081,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-05-06,25.42,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030082,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-05-06,191.64,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030083,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-05-06,57.19,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030084,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-05-06,42.38,0.00,Office Supplies; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030643,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-05-30,385.00,0.00,Transportation; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030648,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-06-03,313.00,0.00,Transportation; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029872,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-04-23,4918.00,0.00,Digital Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031359,,,ORG,Digital Strategy Group,,,,,,1633 W Estes Ave,Apt 4E,Chicago,IL,606264735,,,2024-06-18,4892.00,0.00,Digital Consulting; IE-only bank account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030640,,,ORG,Hotels.com,,,,,,5400 Lyndon B Johnson Fwy,Ste 500,Dallas,TX,752401019,,,2024-05-29,343.59,0.00,Travel; Lodging; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029728,,,ORG,Mclean Office LOC LLC,,,,,,6723 Whittier Ave,,Mclean,VA,221014522,,,2024-04-02,1520.00,0.00,Office Rental; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030261,,,ORG,Mclean Office LOC LLC,,,,,,6723 Whittier Ave,,Mclean,VA,221014522,,,2024-05-09,2020.00,0.00,Office Rental; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031354,,,ORG,Mclean Office LOC LLC,,,,,,6723 Whittier Ave,,Mclean,VA,221014522,,,2024-06-05,2020.00,0.00,Office Rental; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030646,,,ORG,Movement Compliance LLC,,,,,,20836 Hall Rd,Number 194,Clinton Twp,MI,480387227,,,2024-05-31,960.00,0.00,Compliance Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029730,,,ORG,"NGPVAN, Inc.",,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-04-05,6051.78,0.00,Digital Database Service; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029731,,,ORG,"NGPVAN, Inc.",,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-04-08,255.00,0.00,Digital Database Service; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029735,,,ORG,"NGPVAN, Inc.",,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-04-12,6006.78,0.00,Digital Database Service; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029232,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-04-01,7500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029732,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-04-08,2500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029733,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-04-10,2750.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029736,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-04-15,6000.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030075,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-04-30,7000.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030076,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-05-01,2500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030624,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-05-14,3000.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030625,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-06-03,2500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031343,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-06-06,1500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031344,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-06-13,3000.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031345,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-06-25,3200.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031346,,,ORG,Prestige WW Inc.,,,,,,12701 Gordon Blvd,Apt 1,Woodbridge,VA,221922635,,,2024-06-28,3500.00,0.00,Fundraising Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029922,,,ORG,Storyblocks,,,,,,1515 N Courthouse Rd,Ste 1000,Arlington,VA,222012939,,,2024-04-26,70.00,0.00,Video Licensing; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030647,,,ORG,Storyblocks,,,,,,1515 N Courthouse Rd,Ste 1000,Arlington,VA,222012939,,,2024-05-31,63.00,0.00,Video Licensing; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030263,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-05-08,2500.00,0.00,Communications Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030626,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-05-14,2500.00,0.00,Communications Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030627,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-05-20,2500.00,0.00,Communications Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030628,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-05-28,2500.00,0.00,Communications Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031358,,,ORG,Surf's Up Consulting,,,,,,5015 Clinton St,Apt 309,Los Angeles,CA,900041750,,,2024-06-17,2500.00,0.00,Communications Consulting; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029737,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-04-15,59.19,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500029738,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-04-16,17.09,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030078,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-06,63.97,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030079,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-06,27.32,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030085,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-06,10.99,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030086,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-06,67.86,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030255,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-10,42.23,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030256,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-10,59.30,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030257,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-10,37.98,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030258,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-10,99.67,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030259,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-13,98.23,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030260,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-13,27.76,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030629,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-15,54.00,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030630,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-16,24.66,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030631,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-17,22.22,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030632,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-20,22.00,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030633,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-24,43.56,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030634,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-24,24.58,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030635,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-30,58.21,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500030636,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-05-30,39.19,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031357,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-06-14,36.96,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00746073,500031360,,,ORG,Uber,,,,,,1455 Market St,,San Francisco,CA,941031331,,,2024-06-26,15.74,0.00,Travel; IE-Only Account,,,,,,,,,,,,,,,,,,,,
