form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00267849,SB23.280959,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,P2024,,2023-04-21,1000.00,,#6937,,C00714865,BETH VAN DUYNE FOR CONGRESS,,,,,,,H,TX,24,,,,,,,,
SB23,C00267849,SB23.281108,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,P2024,,2023-06-20,1000.00,,#7046,,C00714865,BETH VAN DUYNE FOR CONGRESS,,,,,,,H,TX,24,,,,,,,,
SB23,C00267849,SB23.281077,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2023-06-20,1000.00,,#7027,,C00408534,BILIRAKIS FOR CONGRESS,,,,,,,H,FL,12,,,,,,,,
SB23,C00267849,SB23.281059,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,P.O. BOX 9104,,AURORA,IL,60598,P2024,,2023-06-15,1000.00,,#7012,,C00435099,BILL FOSTER FOR CONGRESS,,,,,,,H,IL,11,,,,,,,,
SB23,C00267849,SB23.280937,,,PAC,BLUE DOG POLITICAL ACTION COMMITTEE,,,,,,P.O. BOX 83142,,GAITHERSBURG,MD,20883,G2023,,2023-04-04,5000.00,,#6922,,C00305318,BLUE DOG POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.281021,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2023-06-05,2500.00,,#6983,,C00431056,BOB CASEY FOR SENATE INC,,,,,,,S,PA,00,,,,,,,,
SB23,C00267849,SB23.280952,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,P2024,,2023-04-04,1000.00,,#6932,,C00558437,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,,H,NJ,12,,,,,,,,
SB23,C00267849,SB23.280926,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-03-23,1000.00,,#6916,,C00806307,BRANDON FOR CONGRESS NY22,,,,,,,H,NY,22,,,,,,,,
SB23,C00267849,SB23.280944,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-04-04,2500.00,,#6926,,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,01,,,,,,,,
SB23,C00267849,SB23.281030,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-06-05,2000.00,,#6989,,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,01,,,,,,,,
SB23,C00267849,SB23.280990,,,CCM,BRIAN HIGGINS FOR CONGRESS,,,,,,P.O. BOX 28,,BUFFALO,NY,14220,P2024,,2023-05-04,1000.00,,#6962,,C00401034,BRIAN HIGGINS FOR CONGRESS,,,,,,,H,NY,26,,,,,,,,
SB23,C00267849,SB23.281019,,,CCM,BUILDING BRIDGES PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,G2023,,2023-06-05,5000.00,,#6981,,C00693127,BUILDING BRIDGES PAC,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.281007,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,G2024,,2023-05-18,1000.00,,#6972,,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.280887,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,PO BOX 11519,,CHARLESTON,WV,25339,P2026,,2023-03-09,1000.00,,#6885,,C00539825,CAPITO FOR WEST VIRGINIA,,,,,,,S,WV,00,,,,,,,,
SB23,C00267849,SB23.281032,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,P2024,,2023-06-05,1000.00,,#6991,,C00735985,CARLOS GIMENEZ FOR CONGRESS,,,,,,,H,FL,26,,,,,,,,
SB23,C00267849,SB23.281079,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-06-20,1000.00,,#7029,,C00509968,CARTWRIGHT FOR CONGRESS,,,,,,,H,PA,17,,,,,,,,
SB23,C00267849,SB23.280888,,,CCM,CHRIS COONS FOR DELAWARE,,,,,,PO BOX 9900,,NEWARK,DE,19714,P2026,,2023-03-09,1000.00,,#6886,,C00475392,CHRIS COONS FOR DELAWARE,,,,,,,S,DE,00,,,,,,,,
SB23,C00267849,SB23.280942,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO BOX 16210,,PITTSBURGH,PA,15242,P2024,,2023-04-04,1000.00,,#6924,,C00787648,CHRIS DELUZIO FOR CONGRESS,,,,,,,H,PA,17,,,,,,,,
SB23,C00267849,SB23.281091,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,137 N. 14TH AVENUE,,MELROSE PARK,IL,60160,P2024,,2023-06-20,1000.00,,#7038,,C00661777,CHUY GARCIA FOR CONGRESS,,,,,,,H,IL,04,,,,,,,,
SB23,C00267849,SB23.280950,,,CCM,CITIZENS FOR ELEANOR HOLMES NORTON,,,,,,"2201 WISCONSIN AVENUE, NW",SUITE 320,WASHINGTON,DC,20007,P2024,,2023-04-04,1500.00,,#6930,,C00244335,CITIZENS FOR ELEANOR HOLMES NORTON,,,,,,,H,DC,00,,,,,,,,
SB23,C00267849,SB23.280916,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-03-23,1500.00,,#6908,,C00345546,CITIZENS TO ELECT RICK LARSEN,,,,,,,H,WA,02,,,,,,,,
SB23,C00267849,SB23.281063,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-06-15,1500.00,,#7016,,C00345546,CITIZENS TO ELECT RICK LARSEN,,,,,,,H,WA,02,,,,,,,,
SB23,C00267849,SB23.281026,,,CCM,COHEN FOR CONGRESS  *,,,,,,349 Kenilworth Place,,Memphis,TN,38112,P2024,,2023-06-05,5000.00,,#6985,,C00422980,COHEN FOR CONGRESS  *,,,,,,,H,TN,09,,,,,,,,
SB23,C00267849,SB23.280978,,,CCM,COLLINS FOR CONGRESS,,,,,,PO BOX 386,,CLARENCE,NY,14031,P2024,,2023-05-04,1000.00,,#6954,,C00520379,COLLINS FOR CONGRESS,,,,,,,H,NY,27,,,,,,,,
SB23,C00267849,SB23.281054,,,CCM,COLLINS FOR CONGRESS,,,,,,PO BOX 386,,CLARENCE,NY,14031,P2024,,2023-06-15,1000.00,,#7009,,C00520379,COLLINS FOR CONGRESS,,,,,,,H,NY,27,,,,,,,,
SB23,C00267849,SB23.281081,,,CCM,COLLINS FOR CONGRESS,,,,,,PO BOX 386,,CLARENCE,NY,14031,P2024,,2023-06-20,1500.00,,#7031,,C00520379,COLLINS FOR CONGRESS,,,,,,,H,NY,27,,,,,,,,
SB23,C00267849,SB23.280991,,,CCM,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,4153 FLAT SHOALS PARKWAY,"SUITE 322, BUILDING C, 2ND FLOOR",DECATUR,GA,30034,P2024,,2023-05-04,1000.00,,#6963,,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,,H,GA,04,,,,,,,,
SB23,C00267849,SB23.280902,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-03-23,1000.00,,#6896,,C00660795,DAN CRENSHAW FOR CONGRESS,,,,,,,H,TX,02,,,,,,,,
SB23,C00267849,SB23.281057,,,CCM,DAVIS FOR CONGRESS/FRIENDS OF DAVIS,,,,,,5956 W. RACE AVENUE,,CHICAGO,IL,60644,P2024,,2023-06-15,1000.00,,#7010,,C00172619,DAVIS FOR CONGRESS/FRIENDS OF DAVIS,,,,,,,H,IL,07,,,,,,,,
SB23,C00267849,SB23.280876,,,CCM,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,G2023,,2023-02-21,105000.00,,#6876,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.281085,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,19855 W. OUTER DR.,STE 103 AE,DEARBORN,MI,48124,P2024,,2023-06-20,1500.00,,#7033,,C00558213,DEBBIE DINGELL FOR CONGRESS,,,,,,,H,MI,12,,,,,,,,
SB23,C00267849,SB23.280889,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,P2024,,2023-03-09,1000.00,,#6887,,C00498907,DEB FISCHER FOR US SENATE INC,,,,,,,S,NE,00,,,,,,,,
SB23,C00267849,SB23.281090,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,P2024,,2023-06-20,1000.00,,#7037,,C00498907,DEB FISCHER FOR US SENATE INC,,,,,,,S,NE,00,,,,,,,,
SB23,C00267849,SB23.280963,,,CCM,DELBENE FOR CONGRESS,,,,,,PO BOX 487,,BOTHELL,WA,98041,P2024,,2023-04-27,1000.00,,#6941,,C00459099,DELBENE FOR CONGRESS,,,,,,,H,WA,01,,,,,,,,
SB23,C00267849,SB23.280905,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-03-23,1000.00,,#6897,,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,,
SB23,C00267849,SB23.281115,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-06-26,1000.00,,#7051,,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,,
SB23,C00267849,SB23.280935,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-04-04,2500.00,,#6920,,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00267849,SB23.281018,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-06-05,1000.00,,#6980,,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00267849,SB23.281084,,,CCM,DON DAVIS FOR NC,,,,,,PO BOX 511,,SNOW HILL,NC,28580,P2024,,2023-06-20,1000.00,,#7032,,C00795211,DON DAVIS FOR NC,,,,,,,H,NC,01,,,,,,,,
SB23,C00267849,SB23.280878,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 387,,WEST POINT,GA,31833,P2024,,2023-02-21,1000.00,,$6878,,C00607838,DREW FERGUSON FOR CONGRESS INC.,,,,,,,H,GA,03,,,,,,,,
SB23,C00267849,SB23.280985,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 387,,WEST POINT,GA,31833,P2024,,2023-05-04,1500.00,,#6957,,C00607838,DREW FERGUSON FOR CONGRESS INC.,,,,,,,H,GA,03,,,,,,,,
SB23,C00267849,SB23.281089,,,CCM,DREW FERGUSON FOR CONGRESS INC.,,,,,,PO BOX 387,,WEST POINT,GA,31833,P2024,,2023-06-20,1000.00,,#7036,,C00607838,DREW FERGUSON FOR CONGRESS INC.,,,,,,,H,GA,03,,,,,,,,
SB23,C00267849,SB23.280877,,,CCM,DSCC,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,G2023,,2023-02-21,105000.00,,#6877,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.280906,,,CCM,DUCKWORTH VICTORY FUND,,,,,,124 WASHINGTON ST.,SUITE 101,FOXBORO,MA,20235,P2028,,2023-03-23,2500.00,,#6898,,C00577189,DUCKWORTH VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.281001,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-05-04,1000.00,,#6970,,C00547893,ELISE FOR CONGRESS,,,,,,,H,NY,21,,,,,,,,
SB23,C00267849,SB23.281086,,,CCM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,P2024,,2023-06-20,1000.00,,#7034,,C00630632,ELISE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.280908,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,P2024,,2023-03-23,1000.00,,#6900,,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,,H,TX,07,,,,,,,,
SB23,C00267849,SB23.280965,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,P2024,,2023-04-27,1000.00,,#6943,,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,,H,TX,07,,,,,,,,
SB23,C00267849,SB23.281087,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,P2024,,2023-06-20,1000.00,,#7035,,C00545749,EMMER FOR CONGRESS,,,,,,,H,MN,06,,,,,,,,
SB23,C00267849,SB23.280897,,,CCM,ERIC BURLISON FOR CONGRESS,,,,,,2135 E. INDEPENDENCE AVE.,#1007,SPRINGFIELD,MO,65804,P2024,,2023-03-23,1000.00,,#6893,,C00788414,ERIC BURLISON FOR CONGRESS,,,,,,,H,MO,07,,,,,,,,
SB23,C00267849,SB23.281058,,,CCM,FLEISCHMANN FOR CONGRESS,,,,,,735 BROAD STREET,SUITE 1000,CHATTANOOGA,TN,37402,P2024,,2023-06-15,1000.00,,#7011,,C00461822,FLEISCHMANN FOR CONGRESS,,,,,,,H,TN,03,,,,,,,,
SB23,C00267849,SB23.280953,,,CCM,FREDERICA S. WILSON FOR CONGRESS,,,,,,19821 NW 2ND AVENUE,BOX 354,MIAMI GARDENS,FL,33169,P2024,,2023-04-04,1000.00,,#6933,,C00460055,FREDERICA S. WILSON FOR CONGRESS,,,,,,,H,FL,24,,,,,,,,
SB23,C00267849,SB23.281073,,,CCM,FREDERICA S. WILSON FOR CONGRESS,,,,,,19821 NW 2ND AVENUE,BOX 354,MIAMI GARDENS,FL,33169,P2024,,2023-06-15,1000.00,,#7023,,C00460055,FREDERICA S. WILSON FOR CONGRESS,,,,,,,H,FL,24,,,,,,,,
SB23,C00267849,SB23.280948,,,CCM,FRIENDS OF DAN KILDEE,,,,,,P.O. BOX 248,,FLINT,MI,48501,P2024,,2023-04-04,1500.00,,#6928,,C00499947,FRIENDS OF DAN KILDEE,,,,,,,H,MI,05,,,,,,,,
SB23,C00267849,SB23.281092,,,CCM,FRIENDS OF DAN KILDEE,,,,,,P.O. BOX 248,,FLINT,MI,48501,P2024,,2023-06-20,1000.00,,#7039,,C00499947,FRIENDS OF DAN KILDEE,,,,,,,H,MI,05,,,,,,,,
SB23,C00267849,SB23.280914,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 KENARDEN DRIVE,,CLEVELAND,OH,44143,P2024,,2023-03-23,1000.00,,#6906,,C00527457,FRIENDS OF DAVE JOYCE,,,,,,,H,OH,14,,,,,,,,
SB23,C00267849,SB23.281121,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 KENARDEN DRIVE,,CLEVELAND,OH,44143,P2024,,2023-06-26,1000.00,,#7055,,C00527457,FRIENDS OF DAVE JOYCE,,,,,,,H,OH,14,,,,,,,,
SB23,C00267849,SB23.281111,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,P2024,,2023-06-26,1000.00,,#7047,,C00436386,FRIENDS OF JOHN BARRASSO,,,,,,,S,WY,00,,,,,,,,
SB23,C00267849,SB23.281013,,,CCM,FRIENDS OF MARK WARNER,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,P2024,,2023-05-18,1000.00,,#6978,,C00438713,FRIENDS OF MARK WARNER,,,,,,,S,VA,00,,,,,,,,
SB23,C00267849,SB23.281114,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,2280 KRESGE DRIVE,Suite 800,AMHERST,OH,44001,P2024,,2023-06-26,1000.00,,#7050,,C00264697,FRIENDS OF SHERROD BROWN,,,,,,,S,OH,13,,,,,,,,
SB23,C00267849,SB23.280879,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,P2024,,2023-02-21,1000.00,,#6879,,C00558627,GALLEGO FOR ARIZONA,,,,,,,H,AZ,07,,,,,,,,
SB23,C00267849,SB23.281060,,,CCM,GARAMENDI FOR CONGRESS *,,,,,,"c/o California Political Law, Inc.","3605 Long Beach Blvd., Ste. 426",Long Beach,CA,90807,P2024,,2023-06-15,5000.00,,#7013,,C00462697,GARAMENDI FOR CONGRESS *,,,,,,,H,CA,10,,,,,,,,
SB23,C00267849,SB23.280966,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2023-04-27,1000.00,,#6944,,C00729954,GARBARINO FOR CONGRESS,,,,,,,H,NY,02,,,,,,,,
SB23,C00267849,SB23.281031,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2023-06-05,1000.00,,#6990,,C00729954,GARBARINO FOR CONGRESS,,,,,,,H,NY,02,,,,,,,,
SB23,C00267849,SB23.280988,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,P2024,,2023-05-04,1000.00,,#6960,,C00558486,GARRET GRAVES FOR CONGRESS,,,,,,,H,LA,06,,,,,,,,
SB23,C00267849,SB23.281061,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,P2024,,2023-06-15,1500.00,,#7014,,C00558486,GARRET GRAVES FOR CONGRESS,,,,,,,H,LA,06,,,,,,,,
SB23,C00267849,SB23.280883,,,CCM,GRAVES FOR CONGRESS  *,,,,,,1900 Frederick Blvd,,St Joseph,MO,64501,P2024,,2023-02-21,1000.00,,#6881,,C00359034,GRAVES FOR CONGRESS  *,,,,,,,H,MO,06,,,,,,,,
SB23,C00267849,SB23.280912,,,CCM,GRAVES FOR CONGRESS  *,,,,,,1900 Frederick Blvd,,St Joseph,MO,64501,P2024,,2023-03-23,2500.00,,#6904,,C00359034,GRAVES FOR CONGRESS  *,,,,,,,H,MO,06,,,,,,,,
SB23,C00267849,SB23.280989,,,CCM,HERN FOR CONGRESS,,,,,,8630 S PEORIA AVENUE,,TULSA,OK,74132,P2024,,2023-05-04,1000.00,,#6961,,C00636092,HERN FOR CONGRESS,,,,,,,H,OK,01,,,,,,,,
SB23,C00267849,SB23.281120,,,CCM,HOEVEN FOR SENATE,,,,,,PO BOX 861,,BISMARCK,ND,58502,P2024,,2023-06-26,1000.00,,#7054,,C00473371,HOEVEN FOR SENATE,,,,,,,S,ND,00,,,,,,,,
SB23,C00267849,SB23.281034,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 5053,,CONCORD,NC,28027,P2024,,2023-06-05,1000.00,,#6993,,C00504522,HUDSON FOR CONGRESS,,,,,,,H,NC,08,,,,,,,,
SB23,C00267849,SB23.280884,,,CCM,HUFFMAN FOR CONGRESS 2014,,,,,,PO BOX 151563,,SAN RAFAEL,CA,94915,P2024,,2023-02-21,1000.00,,#6882,,C00536680,HUFFMAN FOR CONGRESS 2014,,,,,,,H,CA,02,,,,,,,,
SB23,C00267849,SB23.281006,,,CCM,JACKY ROSEN VICTORY FUND,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,P2024,,2023-05-04,2000.00,,#6968,,C00772517,JACKY ROSEN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.280907,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,P2024,,2023-03-23,1000.00,,#6899,,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00267849,SB23.280964,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,P2024,,2023-04-27,2500.00,,#6942,,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00267849,SB23.281029,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,P2024,,2023-06-05,1500.00,,#6988,,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00267849,SB23.281051,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2024,,2023-06-05,1000.00,,#7006,,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00267849,SB23.281096,,,CCM,JARED MOSKOWITZ FOR CONGRESS,,,,,,PO BOX 8784,,CORAL SPRINGS,FL,33065,P2024,,2023-06-20,1000.00,,#7041,,C00807628,JARED MOSKOWITZ FOR CONGRESS,,,,,,,H,FL,23,,,,,,,,
SB23,C00267849,SB23.280918,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,PO BOX 981415,,WEST SACRAMENTO,CA,95799,P2024,,2023-03-23,1000.00,,#6910,,C00720078,JAY OBERNOLTE FOR CONGRESS,,,,,,,H,CA,23,,,,,,,,
SB23,C00267849,SB23.280899,,,CCM,Jim Costa for Congress,,,,,,"412 First Street, SE, Ste. 100",,Washington,DC,20003,P2024,,2023-03-23,1000.00,,#6895,,C00391029,Jim Costa for Congress,,,,,,,,,,,,,,,,,
SB23,C00267849,SB23.281068,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,P2024,,2023-06-15,1000.00,,#7019,,C00675108,JOE MORELLE FOR CONGRESS,,,,,,,H,NY,25,,,,,,,,
SB23,C00267849,SB23.281046,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO BOX 7142,,BOULDER,CO,80306,P2024,,2023-06-05,2500.00,,#7001,,C00648253,JOE NEGUSE FOR CONGRESS,,,,,,,H,CO,02,,,,,,,,
SB23,C00267849,SB23.281129,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO BOX 7142,,BOULDER,CO,80306,P2024,,2023-06-26,1000.00,,#7061,,C00648253,JOE NEGUSE FOR CONGRESS,,,,,,,H,CO,02,,,,,,,,
SB23,C00267849,SB23.280984,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-05-04,1000.00,,#6956,,C00808279,JOHN DUARTE FOR CONGRESS,,,,,,,H,CA,13,,,,,,,,
