form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00051979,11507353,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2023-03-03,1625.00,0.00,"Matthew Bradford, STATE HOUSE 70th PA",011,,,,Bradford,Matthew,D.,PA Rep.,,,,,,,,,,,,"Matthew Bradford, STATE HOUSE 70th PA"
SB29,C00051979,11508880,,,COM,Monica Robb Blasdel for State Representative,,,,,,240 Aberdeen Ct,,Columbiana,OH,44408,,,2023-03-09,1000.00,0.00,"Monica Robb Blasdel, STATE HOUSE 79th OH",011,,,,Robb Blasdel,Monica,,OH Rep.,,,,,,,,,,,,"Monica Robb Blasdel, STATE HOUSE 79th OH"
SB29,C00051979,11508881,,,COM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,,Strongsville,OH,44136,,,2023-03-09,1000.00,0.00,"Thomas Patton, STATE HOUSE 17th OH",011,,,,Patton,Thomas,F.,OH Rep.,,,,,,,,,,,,"Thomas Patton, STATE HOUSE 17th OH"
SB29,C00051979,11508882,,,COM,Friends of Bill Reineke,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2023-03-09,2500.00,0.00,"William Reineke, STATE SENATE 26th OH",011,,,,Reineke,William,F.,OH Sen.,Jr.,,,,,,,,,,,"William Reineke, STATE SENATE 26th OH"
SB29,C00051979,11511084,,,COM,Friends of Adam Mathews,,,,,,454 Calumet Farms Drive,,Lebanon,OH,45036,,,2023-03-17,500.00,0.00,"Adam Mathews, STATE HOUSE 56th OH",011,,,,Mathews,Adam,,OH Rep.,,,,,,,,,,,,"Adam Mathews, STATE HOUSE 56th OH"
SB29,C00051979,11511086,,,COM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2023-03-17,1000.00,0.00,"Timothy Barhorst, STATE HOUSE 85th OH",011,,,,Barhorst,Timothy,N.,OH Rep.,,,,,,,,,,,,"Timothy Barhorst, STATE HOUSE 85th OH"
SB29,C00051979,11511087,,,COM,Citizens for Lampton,,,,,,1326 Parkway Court,,Beavercreek,OH,45432,,,2023-03-17,500.00,0.00,"Brian Lampton, STATE HOUSE 70th OH",011,,,,Lampton,Brian,,OH Rep.,,,,,,,,,,,,"Brian Lampton, STATE HOUSE 70th OH"
SB29,C00051979,11511088,,,COM,The Committee to Elect Josh Williams,,,,,,3530 Mary Allen Dr,,Oregon,OH,43616,,,2023-03-17,1000.00,0.00,"Joshua Williams, STATE HOUSE 41st OH",011,,,,Williams,Joshua,,OH Rep.,,,,,,,,,,,,"Joshua Williams, STATE HOUSE 41st OH"
SB29,C00051979,11511126,,,COM,Citizens for McColley,,,,,,15 Lemans Drive,,Napoleon,OH,43545,,,2023-03-17,7500.00,0.00,"Robert McColley, STATE SENATE 1st OH",011,,,,McColley,Robert,A.,OH Sen.,,,,,,,,,,,,"Robert McColley, STATE SENATE 1st OH"
SB29,C00051979,11512570,,,COM,Friends of Bob Charland,,,,,,150 S 19th Street,,Pittsburgh,PA,15203,,,2023-03-22,100.00,0.00,"Bob Charland, City Council 3rd PA",011,,,,Charland,Bob,,Mr.,,,,,,,,,,,,"Bob Charland, City Council 3rd PA"
