form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00856120,SB21B.1005797,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-07-02,13883.57,,AMEX PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00856120,SB21B.1005797.1,SB21B.1005797,SB21B,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-02,224.50,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.2,SB21B.1005797,SB21B,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-02,224.50,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.3,SB21B.1005797,SB21B,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-02,224.50,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.6,SB21B.1005797,SB21B,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-04,365.15,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.7,SB21B.1005797,SB21B,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,89102,,,2024-06-04,311.62,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.8,SB21B.1005797,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,,,2024-06-13,16.00,,TRAVEL: TRANSACTION FEE,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.14,SB21B.1005797,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2024-06-11,45.00,,TRAVEL: TRANSACTION FEE,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.15,SB21B.1005797,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2024-06-11,45.00,,TRAVEL: TRANSACTION FEE,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.16,SB21B.1005797,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2024-06-20,45.00,,TRAVEL: TRANSACTION FEE,,,,,,,,,,,,,,,,,,,X
SB21B,C00856120,SB21B.1005797.17,SB21B.1005797,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2024-06-20,45.00,,TRAVEL: TRANSACTION FEE,,,,,,,,,,,,,,,,,,,X
