form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00837518,SB22.I380,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-07-29,40998.22,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I381,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-08-28,49619.46,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I382,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-09-25,100172.54,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I383,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,P2024,,2024-09-25,677.77,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I384,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-07-29,55931.12,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I385,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-08-28,78381.93,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I386,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-09-25,137798.09,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I387,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-07-29,74720.51,,DISTRIBUTION OF NET JFC PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I388,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-08-28,100166.03,,DISTRIBUTION OF NET JFC PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I389,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-09-25,188231.48,,DISTRIBUTION OF NET JFC PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I344,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-07-29,62403.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00845099,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I345,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-08-28,83177.39,,DISTRIBUTION OF NET JFC PROCEEDS,,C00845099,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I346,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-09-25,160036.02,,DISTRIBUTION OF NET JFC PROCEEDS,,C00845099,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I347,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-07-29,35579.43,,DISTRIBUTION OF NET JFC PROCEEDS,,C00044776,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I348,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-08-26,76320.48,,DISTRIBUTION OF NET JFC PROCEEDS,,C00044776,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I349,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-09-25,144172.28,,DISTRIBUTION OF NET JFC PROCEEDS,,C00044776,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I405,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-07-29,43262.27,,DISTRIBUTION OF NET JFC PROCEEDS,,C00140590,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I406,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-08-26,48924.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00140590,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I407,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-09-25,130370.71,,DISTRIBUTION OF NET JFC PROCEEDS,,C00140590,,,,,,,,,,,  ,,,,,,,
