form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00542365,07C3917A0A5E07F2D7E,,,PAC,Bluegrass Committee,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2024,Contribution,2024-12-19,1000.00,,2024 Contribution,011,C00235655,Bluegrass Committee,,,,,,,,,,,,,,,,,
SB23,C00542365,CCB1AD2B83A2CC59F74,,,PAC,Deciding Critical Races PAC (DCR PAC),,,,,,PO Box 97275,,Raleigh,NC,27624,O2024,Contribution,2024-12-05,2000.00,,2024 Contribution,011,C00577288,Deciding Critical Races PAC (DCR PAC),,,,,,,,,,,,,,,,,
SB23,C00542365,321A4B709BE3575B217,,,PAC,First In Freedom PAC,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,O2024,Contribution,2024-12-19,3500.00,,2024 Contribution,011,C00540146,First In Freedom PAC,,,,,,,,,,,,,,,,,
SB23,C00542365,CDD0E0D83326A945CA1,,,PAC,Growing Our Own Dynamic Economy Now,,,,,,PO Box 2125,,Terrell,TX,75160,O2024,Contribution,2024-12-19,1000.00,,2024 Contribution,011,C00685115,Growing Our Own Dynamic Economy Now,,,,,,,,,,,,,,,,,
SB23,C00542365,43A5062B2DD574A4E4E,,,PAC,Patriots Always Triumph,,,,,,555 Metro Pl N,Ste 525,Dublin,OH,43017,O2024,Contribution,2024-12-05,1500.00,,2024 Contribution,011,C00758722,Patriots Always Triumph,,,,,,,,,,,,,,,,,
SB23,C00542365,DC9F3E956BE63E62516,,,PAC,Pennsylvania Honor,,,,,,PO Box 23537,,Pittsburgh,PA,15222,O2024,Contribution,2024-12-19,2500.00,,2024 Contribution,011,C00851998,Pennsylvania Honor,,,,,,,,,,,,,,,,,
SB23,C00542365,52CB22DC08CE53F7A35,,,CCM,Shreve For Congress,,,,,,PO Box 17182,,Southport,IN,46227,G2024,,2024-12-19,1000.00,,2024 General Debt Retirement,011,C00870949,,H4IN06185,Shreve,Jefferson,Scott,,,H,IN,06,,,,,,,,
SB23,C00542365,FBF9640954C41A28469,,,PAC,Southern States PAC,,,,,,PO Box 905,,Tupelo,MS,38802,O2024,Contribution,2024-12-19,1000.00,,2024 Contribution,011,C00778308,Southern States PAC,,,,,,,,,,,,,,,,,
SB23,C00542365,35328BE3036F3991C2F,,,PAC,Tennessee Tough PAC,,,,,,PO Box 7208,,Kingsport,TN,37664,O2024,Contribution,2024-12-05,1500.00,,2024 Contribution,011,C00765578,Tennessee Tough PAC,,,,,,,,,,,,,,,,,
SB23,C00542365,E88793FCF6939B35BB2,,,PAC,Texas Values PAC,,,,,,PO Box 827,,Arlington,VA,22216,O2024,Contribution,2024-12-19,2000.00,,2024 Contribution,011,C00863217,Texas Values PAC,,,,,,,,,,,,,,,,,
SB23,C00542365,11261B2FB637B094838,,,PAC,Together Holding Our Majority PAC,,,,,,PO Box 97275,,Raleigh,NC,27624,O2024,Contribution,2024-12-19,1000.00,,2024 Contribution,011,C00571323,Together Holding Our Majority PAC,,,,,,,,,,,,,,,,,
