form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00051979,11529240,,,COM,Indiana Energy Association PAC,,,,,,"1 American Square, Suite 1600",,Indianapolis,IN,46282,,,2023-05-02,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,11529256,,,PTY,"Indiana Republican State Committee, Inc.",,,,,,"101 West Ohio Street, Suite 2200",,Indianapolis,IN,46204,,,2023-05-02,2500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,11529732,,,COM,Friends of Nickie J. Antonio,,,,,,1305 Belle Avenue,,Lakewood,OH,44107,,,2023-05-02,1000.00,0.00,"Nickie Antonio, STATE SENATE 23rd OH",011,,,,Antonio,Nickie,J.,OH Sen.,,,,,,,,,,,,"Nickie Antonio, STATE SENATE 23rd OH"
SB29,C00051979,11529733,,,COM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,,,2023-05-02,1000.00,0.00,"Susan Manchester, STATE HOUSE 78th OH",011,,,,Manchester,Susan,Annette,OH Rep.,,,,,,,,,,,,"Susan Manchester, STATE HOUSE 78th OH"
SB29,C00051979,11530265,,,COM,Friends of Michele Grim,,,,,,2937 E Lincolnshire Blvd,,Toledo,OH,43606,,,2023-05-03,500.00,0.00,"Michele Grim, STATE HOUSE 43rd OH",011,,,,Grim,Michele,,OH Rep.,Dr.,,,,,,,,,,,"Michele Grim, STATE HOUSE 43rd OH"
SB29,C00051979,11531439,,,COM,Plummer for Ohio,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2023-05-05,1000.00,0.00,"Phil Plummer, STATE HOUSE 39th OH",011,,,,Plummer,Phil,,OH Rep.,,,,,,,,,,,,"Phil Plummer, STATE HOUSE 39th OH"
SB29,C00051979,11531467,,,COM,Peterson for Good Government,,,,,,5564 Grassy Branch Road,,Sabina,OH,45169,,,2023-05-05,1000.00,0.00,"Bob Peterson, STATE HOUSE 91st OH",011,,,,Peterson,Bob,,OH Rep.,,,,,,,,,,,,"Bob Peterson, STATE HOUSE 91st OH"
SB29,C00051979,11532316,,,COM,Friends of Anthony Coghill,,,,,,2414 Wenzell Ave,,Pittsburgh,PA,15216,,,2023-05-09,200.00,0.00,"Anthony Coghill, County Treasurer  PA",011,,,,Coghill,Anthony,,Mr.,,,,,,,,,,,,"Anthony Coghill, County Treasurer  PA"
SB29,C00051979,11532345,,,COM,I Back Jack PAC,,,,,,3350 37th St Ext,,Beaver Falls,PA,15010,,,2023-05-09,150.00,0.00,"Jack Manning, County Commissioner  PA",011,,,,Manning,Jack,,Mr.,,,,,,,,,,,,"Jack Manning, County Commissioner  PA"
SB29,C00051979,11535221,,,COM,Friends of Ryan Warner,,,,,,115 Liberty St,,Perryopolis,PA,154735461,,,2023-05-18,300.00,0.00,"Ryan Warner, STATE HOUSE 52nd PA",011,,,,Warner,Ryan,J.,PA Rep.,,,,,,,,,,,,"Ryan Warner, STATE HOUSE 52nd PA"
SB29,C00051979,11535222,,,COM,Friends of Arvind Venkat,,,,,,10675 Perry Hwy #489,,Wexford,PA,15090,,,2023-05-18,250.00,0.00,"Arvind Venkat, STATE HOUSE 30th PA",011,,,,Venkat,Arvind,,PA Rep.,,,,,,,,,,,,"Arvind Venkat, STATE HOUSE 30th PA"
SB29,C00051979,11535223,,,COM,Friends of Jim Struzzi,,,,,,104 Apache Dr,,Indiana,PA,157018958,,,2023-05-18,300.00,0.00,"James Struzzi, STATE HOUSE 62nd PA",011,,,,Struzzi,James,,PA Rep.,II,,,,,,,,,,,"James Struzzi, STATE HOUSE 62nd PA"
SB29,C00051979,11535224,,,COM,K.C. Tomlinson for State Representative,,,,,,1520 Woodbine Ave,,Bensalen,PA,19020,,,2023-05-18,250.00,0.00,"Kathleen Tomlinson, STATE HOUSE 18th PA",011,,,,Tomlinson,Kathleen,,PA Rep.,,,,,,,,,,,,"Kathleen Tomlinson, STATE HOUSE 18th PA"
SB29,C00051979,11535225,,,COM,Al Cutrona for Ohio,,,,,,"3755 Mercedes Place, Unit 9",,Canfield,OH,44406,,,2023-05-18,1000.00,0.00,"Alessandro Cutrona, STATE HOUSE 58th OH",011,,,,Cutrona,Alessandro,B.,OH Rep.,,,,,,,,,,,,"Alessandro Cutrona, STATE HOUSE 58th OH"
SB29,C00051979,11535226,,,COM,Friends of Jay Edwards,,,,,,35950 Union Ridge Rd,,Albany,OH,45710,,,2023-05-18,2500.00,0.00,"Jay Edwards, STATE HOUSE 94th OH",011,,,,Edwards,Jay,,OH Rep.,,,,,,,,,,,,"Jay Edwards, STATE HOUSE 94th OH"
SB29,C00051979,11535227,,,COM,Abrams for Ohio,,,,,,92 Fawn Drive,,Harrison,OH,45030,,,2023-05-18,1000.00,0.00,"Cindy Abrams, STATE HOUSE 29th OH",011,,,,Abrams,Cindy,,OH Rep.,,,,,,,,,,,,"Cindy Abrams, STATE HOUSE 29th OH"
SB29,C00051979,11535228,,,COM,Sharon Ray for Representative,,,,,,283 Stratford Avenue,,Wadsworth,OH,44281,,,2023-05-18,500.00,0.00,"Sharon Ray, STATE HOUSE 66th OH",011,,,,Ray,Sharon,A.,OH Rep.,,,,,,,,,,,,"Sharon Ray, STATE HOUSE 66th OH"
SB29,C00051979,11535229,,,COM,Stephens for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2023-05-18,7500.00,0.00,"Jason Stephens, STATE HOUSE 93rd OH",011,,,,Stephens,Jason,C.,OH Rep.,,,,,,,,,,,,"Jason Stephens, STATE HOUSE 93rd OH"
SB29,C00051979,11535230,,,COM,Friends of Angie King,,,,,,141 Pleasant Ridge Ave,,Celina,OH,45822,,,2023-05-18,500.00,0.00,"Angela King, STATE HOUSE 84th OH",011,,,,King,Angela,,OH Rep.,,,,,,,,,,,,"Angela King, STATE HOUSE 84th OH"
SB29,C00051979,11535231,,,COM,Lear for Liberty,,,,,,7490 Big Walnut Road,,Galena,OH,43021,,,2023-05-18,500.00,0.00,"Beth Lear, STATE HOUSE 61st OH",011,,,,Lear,Beth,,OH Rep.,,,,,,,,,,,,"Beth Lear, STATE HOUSE 61st OH"
SB29,C00051979,11535232,,,COM,Friends of Kapszukiewicz,,,,,,PO Box 520,,Toledo,OH,43697,,,2023-05-18,1000.00,0.00,"Wade Kapszukiewicz, Mayor  OH",011,,,,Kapszukiewicz,Wade,,Mr.,,,,,,,,,,,,"Wade Kapszukiewicz, Mayor  OH"
SB29,C00051979,11535414,,,COM,Friends of Bill Reineke,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2023-05-19,2500.00,0.00,"William Reineke, STATE SENATE 26th OH",011,,,,Reineke,William,F.,OH Sen.,Jr.,,,,,,,,,,,"William Reineke, STATE SENATE 26th OH"
