form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00544387,SB29.8615,,,ORG,Campaign Sidekick,,,,,,1550 Old Annetta Rd,,Aledo,TX,76008,,,2024-06-14,1911.66,,Digital Advertising (Non-federal election),004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8535,,,CCM,Judge Erin Lunceford Campaign,,,,,,3607 Merrick St,,Houston,TX,77025,,,2024-04-01,5000.00,,General support (non-federal candidate),011,,Judge Erin Lunceford Campaign,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8558,,,ORG,Logan Circle Group,,,,,,"916 G St. NW, #503",,Washington,DC,20001,,,2024-04-09,5600.00,,Digital Advertising in Non-Federal Election,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8559,,,ORG,Logan Circle Group,,,,,,"916 G St. NW, #503",,Washington,DC,20001,,,2024-04-09,41095.50,,Digital Advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8560,,,ORG,Logan Circle Group,,,,,,"916 G St. NW, #503",,Washington,DC,20001,,,2024-05-01,21100.00,,Digital advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8608,,,ORG,Logan Circle Group,,,,,,"916 G St. NW, #503",,Washington,DC,20001,,,2024-05-29,6543.66,,Digital Advertising for non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8609,,,ORG,Logan Circle Group,,,,,,"916 G St. NW, #503",,Washington,DC,20001,,,2024-06-07,4600.00,,Digital Advertising for non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8562,,,ORG,Perceptions Design Studio LLC,,,,,,20A Northwest Blvd,109,Nahua,NH,03063,,,2024-05-02,2105.00,,Graphic Design,004,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8542,,,ORG,Spry Strategies,,,,,,3550 Hope Creek Road,,Lenoir City,TN,37771,,,2024-04-30,9500.00,,Polling Expense,005,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8567,,,ORG,Spry Strategies,,,,,,3550 Hope Creek Road,,Lenoir City,TN,37771,,,2024-06-26,9500.00,,Polling,005,,,,,,,,,,,,,,,,,,,
SB29,C00544387,SB29.8568,,,ORG,Torchlight Creative LLC,,,,,,441 Klingle Stree NW,,Washington,DC,20016,,,2024-06-20,36000.00,,Ad Production for non-federal election,004,,,,,,,,,,,,,,,,,,,
