form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00437244,18448134,,,CCM,Davis For Congress,,,,,,5956 W. Race Avenue,,Chicago,IL,60644,G2024,,2024-10-21,1000.00,0.00,,011,C00172619,Davis For Congress,H4IL07037,Davis,Danny,,Rep.,,H,IL,07,,,,,,,,
SB23,C00437244,18449334,,,CCM,Messmer For Congress,,,,,,PO Box 44003,,Indianapolis,IN,46244,G2024,,2024-10-25,2000.00,0.00,,011,C00867218,Messmer For Congress,H4IN08249,Messmer,Mark,,Sen.,,H,IN,08,,,,,,,,
SB23,C00437244,18450995,,,CCM,Rosen for Nevada,,,,,,PO BOX 27195,,Las Vegas,NV,89126,G2024,,2024-11-01,1000.00,0.00,,011,C00606939,Rosen for Nevada,S8NV00156,,,,,,S,NV,,,,,,,,,
SB23,C00437244,18450996,,,CCM,Garbarino For Congress,,,,,,PO Box 101,,Bayport,NY,11705,G2024,,2024-11-01,500.00,0.00,,011,C00729954,Garbarino For Congress,H0NY02234,Garbarino,Andrew,,Rep.,,H,NY,02,,,,,,,,
SB23,C00437244,18454468,,,PAC,Common Values PAC,,,,,,901 N Washington ST,,Alexandria,VA,22314,,,2024-11-18,1000.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
SB23,C00437244,18456683,,,PAC,Conservative Climate PAC,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,,,2024-11-25,1000.00,0.00,2024,011,,,,,,,,,,,,,,,,,,,2024
