form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00578609,500535454,,,PAC,America Works Federal PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-28,135000.00,0.00,Transfer,,C00331694,,,,,,,,,,,,,,,,,,
SB22,C00578609,500525801,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-07-15,42000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525802,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-07-22,140000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525803,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-07-29,255000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525804,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-08-05,166000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525805,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-08-12,59000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525806,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-08-20,170000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525807,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-08-26,166000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500535445,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-02,224000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500535446,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-09,172500.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500535447,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-16,191000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500535448,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-23,200000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500535449,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-30,465000.00,0.00,Transfer,,C00264697,,,Brown,Sherrod,,,,S,OH,00,,,,,,,,
SB22,C00578609,500525808,,,PTY,Ohio Democratic Party,,,,,,340 E Fulton St,,Columbus,OH,432155418,,,2024-08-02,75000.00,0.00,Transfer,,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00578609,500535450,,,PTY,Ohio Democratic Party,,,,,,340 E Fulton St,,Columbus,OH,432155418,,,2024-09-03,1000000.00,0.00,Transfer,,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00578609,500535451,,,PTY,Ohio Democratic Party,,,,,,340 E Fulton St,,Columbus,OH,432155418,,,2024-09-17,500000.00,0.00,Transfer,,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00578609,500535452,,,PTY,Ohio Democratic Party,,,,,,340 E Fulton St,,Columbus,OH,432155418,,,2024-09-24,1000000.00,0.00,Transfer,,C00016899,,,,,,,,,,,,,,,,,,
