form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00483487,B-73524,,,CCM,Cramer for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2024-01-12,2500.00,2500.00,political contribution,011,C00504704,Bud Cramer's Lauderdale County Breakfast Club,H0AL05049,Cramer,Robert,E,,Jr,H,AL,05,,,,,,,,
SB23,C00483487,B-73538,,,CCM,Mazi For Congress,,,,,,228 S. Washington St.,Ste. 115,Alexandria,VA,22314,P2024,,2024-02-05,5000.00,5000.00,political contribution,011,C00860429,Mazi For Congress,H4NY03283,Pilip,Mazi,Melesa,,,H,NY,03,,,,,,,,
SB23,C00483487,B-73510,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,P2024,,2024-03-05,2000.00,5000.00,political contribution,011,C00257337,Calvert Victory Fund,H2CA37023,Calvert,Kenneth,S,,,H,CA,41,,,,,,,,
SB23,C00483487,B-73511,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-03-05,3000.00,5000.00,political contribution,011,C00257337,Calvert Victory Fund,H2CA37023,Calvert,Kenneth,S,,,H,CA,41,,,,,,,,
SB23,C00483487,B-73515,,,CCM,Ann Wagner for Congress,,,,,,PO Box 50,,Ballwin,MO,63022,P2024,,2024-03-22,5000.00,5000.00,political contribution,011,C00495846,Wagner Victory Fund,H2MO02102,Wagner,Ann,L.,,,H,MO,02,,,,,,,,
SB23,C00483487,B-73519,,,CCM,LaLota For Congress,,,,,,PO Box 113,,Lindenhurst,NY,11757,G2024,,2024-03-28,1000.00,1000.00,political contribution,011,C00806018,LaLota For Congress,H2NY01190,Nick,Lalota,,,,H,NY,01,,,,,,,,
SB23,C00483487,B-73516,,,CCM,Anna Paulina Luna For Congress,,,,,,1201 Gandy Blvd N,,Saint Petersburg,FL,33702,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00718239,Take Back Fl-13 Republican Nominee Fund 2020,H0FL13158,Anna,Paulina,Luna,,,H,FL,13,,,,,,,,
SB23,C00483487,B-73517,,,CCM,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00706267,Ashley Hinson for Congress,H0IA01174,Arenholz,Ashley,Hinson,,,H,IA,02,,,,,,,,
SB23,C00483487,B-73518,,,CCM,Brandon Williams for Congress NY22,,,,,,47 Flintlock Drive,,Shirley,NY,11967,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00806307,Central New York PAC,H2NY22212,Williams,Brandon,McDonald,,,H,NY,22,,,,,,,,
SB23,C00483487,B-73521,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
SB23,C00483487,B-73522,,,CCM,Chuck Edwards For Congress,,,,,,337 North Main Street,,Hendersonville,NC,28792,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00796433,Chuck Edwards For Congress,H2NC14050,Edwards,Chuck,,,,H,NC,11,,,,,,,,
SB23,C00483487,B-73523,,,CCM,Ciscomani for Congress,,,,,,PO Box 35103,,Tucson,AZ,85740,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00786194,Ciscomani for Congress,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00483487,B-73525,,,CCM,D'Esposito for Congress,,,,,,PO Box 30844,,Bethesda,MD,20824,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,,D'Esposito for Congress,H2NY04277,Desposito,Anthony,P,,,H,NY,04,,,,,,,,
SB23,C00483487,B-73526,,,CCM,Don Bacon for Congress,,,,,,P.o. Box 391368,,Omaha,NE,68139,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Donald,J,,,H,NE,02,,,,,,,,
SB23,C00483487,B-73527,,,CCM,Friends Of David Schweikert,,,,,,PO Box 15785,,Phoenix,AZ,850605785,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00540617,Arizona Majority Committee,H4AZ06045,Schweikert,David,,,,H,AZ,01,,,,,,,,
SB23,C00483487,B-73528,,,CCM,Iowans for Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00784389,Ia-03 Republican Nominee Fund 2022,H2IA03119,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00483487,B-73529,,,CCM,John Duarte for Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00808279,DUARTE FOR CA-13,H2CA13131,Duarte,John,S,,,H,CA,13,,,,,,,,
SB23,C00483487,B-73530,,,CCM,John James For Congress,,,,,,P.o. Box 628,,Saint Clair Shores,MI,48080,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00803502,JAMES FOR MI-10,H2MI10150,James,John,,,,H,MI,10,,,,,,,,
SB23,C00483487,B-73531,,,CCM,"Kean For Congress, Inc.",,,,,,PO Box 999,,Edison,NJ,08818,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00703058,Take Back Nj-07 Republican Nominee Fund 2020,H0NJ07261,Kean,Thomas,H.,,Jr.,H,NJ,07,,,,,,,,
SB23,C00483487,B-73514,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-03-29,1000.00,6000.00,political contribution,011,C00257337,Calvert Victory Fund,H2CA37023,Calvert,Kenneth,S,,,H,CA,41,,,,,,,,
SB23,C00483487,B-73532,,,CCM,Kevin Kiley For Congress,,,,,,9458 Treelake Rd,,Granite Bay,CA,95746,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00801985,KILEY FOR CA-03,H2CA03157,Kiley,Kevin,,,,H,CA,03,,,,,,,,
SB23,C00483487,B-73533,,,CCM,Kiggans for Congress,,,,,,P.o. Box 5042,,Virginia Beach,VA,23471,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00776120,KIGGANS FOR VA-02,H2VA02064,Kiggans,Jennifer,,,,H,VA,02,,,,,,,,
SB23,C00483487,B-73520,,,CCM,LaLota For Congress,,,,,,PO Box 113,,Lindenhurst,NY,11757,P2024,,2024-03-29,1000.00,2000.00,political contribution,011,C00806018,LaLota For Congress,H2NY01190,Nick,Lalota,,,,H,NY,01,,,,,,,,
SB23,C00483487,B-73534,,,CCM,Lauren Boebert For Congress,,,,,,PO Box 752,,Rifle,CO,81650,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00728238,Lauren Boebert for Congress,H0CO03165,Boebert,Lauren,,,,H,CO,04,,,,,,,,
SB23,C00483487,B-73535,,,PAC,Lawler for NY-17,,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00818955,Lawler for NY-17,H2NY17162,Lawler,Michael,Vincent,,,H,NY,17,,,,,,,,
SB23,C00483487,B-73536,,,CCM,Lori Chavez-DeRemer for Congress,,,,,,PO Box 30844,,Bethesda,MD,20824,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00784520,Lori Chavez-DeRemer for Congress,H2OR05209,Chavez-Deremer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00483487,B-73537,,,CCM,Marc for US Inc.,,,,,,PO Box 5158,,Poughkeepsie,NY,12602,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,,Molinaro for NY-19,H2NY19127,Molinaro,Marcus,J.,,,H,NY,19,,,,,,,,
SB23,C00483487,B-73539,,,CCM,Michelle Steel For Congress,,,,,,92 Surfside Avenue,,Seal Beach,CA,90743,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00704981,STEEL FOR CA-48,H0CA48198,Steel,Michelle,,,,H,CA,45,,,,,,,,
SB23,C00483487,B-73540,,,CCM,Mike Garcia For Congress,,,,,,1451 Quail Street,,Newport Beach,CA,92660,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Michael,,,,H,CA,27,,,,,,,,
SB23,C00483487,B-73541,,,CCM,Miller-Meeks for Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00558825,Miller-Meeks for Congress,H8IA02043,Miller-meeks,Mariannette,Jane,,,H,IA,01,,,,,,,,
SB23,C00483487,B-73548,,,CCM,Monica For Congress,,,,,,1317 W Frontage Rd,Ste A,Alamo,TX,78516,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00765719,Monica For Congress,H0TX15124,De La Cruz,Monica,,,,H,TX,15,,,,,,,,
SB23,C00483487,B-73542,,,CCM,Nancy Mace for Congress,,,,,,295 Seven Farms Drive,Suite C-186,Charleston,SC,29492,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00710103,MACE for SC-01,H0SC01394,Mace,Nancy,,,,H,SC,01,,,,,,,,
SB23,C00483487,B-73543,,,CCM,Patriots for Perry,,,,,,4075 Linglestown Road,Pmb 119,Harrisburg,PA,17112,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00510164,Patriots for Perry,H2PA04135,Perry,Scott,,,,H,PA,10,,,,,,,,
SB23,C00483487,B-73544,,,CCM,"Steil For Wisconsin, Inc.",,,,,,1818 Milton Ave,# 1448,Janesville,WI,535451129,P2024,,2024-03-29,3000.00,3000.00,political contribution,011,C00677286,"Steil For Wisconsin, Inc.",H8WI01156,Steil,Bryan,George,,,H,WI,01,,,,,,,,
SB23,C00483487,B-73545,,,CCM,Valadao for Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00499392,The Valadao Victory Fund,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,
SB23,C00483487,B-73509,,,COM,Van Orden For Congress,,,,,,PO Box 1836,,La Crosse,WI,54602,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00742007,Van Orden For Congress,H0WI03175,Van Orden,Derrick,,,,H,,03,,,,,,,,
SB23,C00483487,B-73546,,,CCM,Young Kim for Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,G2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00665638,Young Kim for Congress,H8CA39240,Kim,Young,,,,H,CA,40,,,,,,,,
SB23,C00483487,B-73547,,,CCM,Zinke For Congress,,,,,,PO Box 1597,,Helena,MT,59624,P2024,,2024-03-29,1000.00,1000.00,political contribution,011,C00778159,Zinke For Congress,H2MT02050,Zinke,Ryan,,,,H,MT,01,,,,,,,,
