form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00571802,BC3488B1CD72240B893F,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,071011270,,,2023-08-07,2585.01,,CREDIT CARD PAYMENT:  SEE BELOW,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00571802,B5A7490AFD8804EEEB76,BC3488B1CD72240B893F,SB21B,ORG,ADOBE,,,,,,801 N 34TH ST,,SEATTLE,WA,98103,,,2023-05-08,599.88,,OFFICE SUBSCRIPTIONS,001,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,BCF30C906727C467A99F,BC3488B1CD72240B893F,SB21B,ORG,VERIZON WIRELESS,,,,,,899 HEATHROW PARK LANEBLDG B,,LAKE MARY,FL,327465612,,,2023-05-15,122.10,,COMMUNICATIONS-MOBILE TELECOM,001,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,B461F5CCF358D4212B84,BC3488B1CD72240B893F,SB21B,ORG,STEVENS CREEK STORAGE,,,,,,13940 O ST,,LINCOLN,NE,68520,,,2023-05-15,65.00,,TRANSPORTATION,002,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,B516526F6260B411FB60,BC3488B1CD72240B893F,SB21B,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,071011270,,,2023-05-19,28.27,,BANK FEES,,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,BB4C604B895064B68BD3,BC3488B1CD72240B893F,SB21B,ORG,VERIZON WIRELESS,,,,,,899 HEATHROW PARK LANEBLDG B,,LAKE MARY,FL,327465612,,,2023-05-20,352.97,,COMMUNICATIONS-MOBILE TELECOM,001,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,B863105A526784D099B9,BC3488B1CD72240B893F,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-06-01,120.00,,ADVERTISING SERVICES,004,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,B81DD55A5979C4E23BE6,BC3488B1CD72240B893F,SB21B,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,071011270,,,2023-06-13,37.00,,BANK FEES,,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,B771D4D13403A44CB9E8,BC3488B1CD72240B893F,SB21B,ORG,VERIZON WIRELESS,,,,,,899 HEATHROW PARK LANEBLDG B,,LAKE MARY,FL,327465612,,,2023-06-15,122.10,,COMMUNICATIONS-MOBILE TELECOM,001,,,,,,,,,,,,,,,,,,X,,
SB21B,C00571802,BA2143F5AA9844137AD9,BC3488B1CD72240B893F,SB21B,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,071011270,,,2023-06-18,33.53,,BANK FEES,,,,,,,,,,,,,,,,,,,X,,
