form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00789081,22-36-00030-00030,,,COM,Michigan Democratic State Central Committee,,,,,,606 Townsend Street,,Lansing,MI,48933,,,2024-10-11,10000.00,,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00031-00031,,,COM,Nebraska Democratic Party,,,,,,"3701 O Street, Suite 200",,Lincoln,NE,68510,,,2024-10-11,10000.00,,Transfer,,C00003988,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00032-00032,,,COM,Oklahoma Democratic Party,,,,,,"3815 N Santa Fe Ave., Suite 122",,Oklahoma City,OK,73118,,,2024-10-11,10000.00,,Transfer,,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00034-00034,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-11,10000.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00035-00035,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-11,10000.00,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00038-00038,,,COM,Colorado Democratic Party,,,,,,"789 Sherman Street, Suite 110",,Denver,CO,80203,,,2024-10-11,8777.08,,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00039-00039,,,PTY,Democratic Party of Hawaii,,,,,,627  South St Ste 105,,Honolulu,HI,96813,,,2024-10-11,8492.15,,Transfer,,C00212787,Democratic Party of Hawaii,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00040-00040,,,PTY,Democratic Party of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,87125,,,2024-10-11,8492.16,,Transfer,,C00161810,Democratic Party of New Mexico - Federal,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00041-00041,,,PTY,Democratic Party of Virginia,,,,,,919 East Main St Ste 2050,,Richmond,VA,23219,,,2024-10-11,10000.00,,Transfer,,C00155952,Democratic Party of Virginia,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00042-00042,,,COM,Indiana Democratic Congressional Victory Committee,,,,,,"101 Washington Street, Suite 1110E",,Indianapolis,IN,46204,,,2024-10-11,10000.00,,Transfer,,C00108613,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00043-00043,,,PTY,Tennessee Democratic Party,,,,,,4900 Centennial Blvd Ste 300,,Nashville,TN,37209,,,2024-10-11,8492.16,,Transfer,,C00167346,Tennessee Democratic Party,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00044-00044,,,COM,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,25339,,,2024-10-11,8492.16,,Transfer,,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00045-00045,,,PTY,Rhode Island Democratic State Committee,,,,,,PO Box 6004,,Providence,RI,02940,,,2024-10-11,10000.00,,Transfer,,C00136200,Rhode Island Democratic State Committee,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00036-00036,,,PTY,New Hampshire Democratic Party,,,,,,105 N State Street,,Concord,NH,03301,,,2024-10-16,5000.00,,Transfer,,C00178038,New Hampshire Democratic Party,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00037-00037,,,ORG,Utah State Democratic Committee,,,,,,825 N 300 W Ste 400,,Salt Lake City,UT,84103,,,2024-10-16,5533.51,,Transfer,,,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00046-00046,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-16,29913.84,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00047-00047,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-16,14956.92,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00048-00048,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-16,29913.84,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
