form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00789081,22-36-00018-00018,,,COM,State Democratic Executive Committee of Alabama,,,,,,PO Box 950,,Montgomery,AL,36101,,,2024-10-01,9920.00,,Transfer,,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00019-00019,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-01,9920.00,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00020-00020,,,COM,Nebraska Democratic Party,,,,,,"3701 O Street, Suite 200",,Lincoln,NE,68510,,,2024-10-01,9920.00,,Transfer,,C00003988,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00021-00021,,,COM,Democatic Party of South Carolina,,,,,,PO Box 5965,,Columbia,SC,29250,,,2024-10-01,9920.00,,Transfer,,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00022-00022,,,COM,Oklahoma Democratic Party,,,,,,"3815 N Santa Fe Ave., Suite 122",,Oklahoma City,OK,73118,,,2024-10-01,9920.00,,Transfer,,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00025-00025,,,COM,Alaska Democratic Party,,,,,,PO Box 249207,,Anchorage,AK,99524,,,2024-10-11,10000.00,,Transfer,,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00026-00026,,,COM,Democratic State Central Committee of LA,,,,,,PO Box 4385,,Baton Rouge,LA,70821,,,2024-10-11,10000.00,,Transfer,,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00027-00027,,,ORG,Minnesota Democratic-Farmer-Labor Party,,,,,,255 E Plato Blvd,,Saint Paul,MN,55107,,,2024-10-11,10000.00,,Transfer,,C00025254,,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00028-00028,,,PTY,Kentucky State Democratic Central Executive Committee,,,,,,PO Box 694,,Frankfort,KY,40602,,,2024-10-11,10000.00,,Transfer,,C00011197,Kentucky State Democratic Central Executive Committee,,,,,,,,,,,,,,,,,
SB22,C00789081,22-36-00029-00029,,,ORG,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,04330,,,2024-10-11,10000.00,,Transfer,,C00179408,,,,,,,,,,,,,,,,,,
