form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00051979,11615759,,,COM,Friends of DeGeeter,,,,,,6009 Dawn Vista Oval,,Parma,OH,44129,,,2023-08-04,1000.00,0.00,"Timothy DeGeeter, Mayor  OH",011,,,,DeGeeter,Timothy,J.,Mr.,,,,,,,,,,,,"Timothy DeGeeter, Mayor  OH"
SB29,C00051979,11619704,,,COM,Chamber PAC,,,,,,1 Commerce Square,417 Walnut Street,Harrisburg,PA,17101,,,2023-08-14,3000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,11620392,,,COM,Citizens for Stephanie Kunze,,,,,,9856 Archer Lane,,Dublin,OH,43017,,,2023-08-17,1500.00,0.00,"Stephanie Kunze, STATE SENATE 16th OH",011,,,,Kunze,Stephanie,L.,OH Sen.,,,,,,,,,,,,"Stephanie Kunze, STATE SENATE 16th OH"
SB29,C00051979,11620393,,,COM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,,,2023-08-17,1500.00,0.00,"Susan Manchester, STATE SENATE 12th OH",011,,,,Manchester,Susan,Annette,OH Rep.,,,,,,,,,,,,"Susan Manchester, STATE SENATE 12th OH"
SB29,C00051979,11620394,,,COM,Ohio Chamber of Commerce PAC,,,,,,"34 S Third St, Suite 100",,Columbus,OH,43215,,,2023-08-17,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,11623982,,,COM,Committee to Elect Michael Aylesworth,,,,,,PO Box 451,,Hebron,IN,46341,,,2023-08-29,500.00,0.00,"Michael Aylesworth, STATE HOUSE 11th IN",011,,,,Aylesworth,Michael,Jerome,IN Rep.,,,,,,,,,,,,"Michael Aylesworth, STATE HOUSE 11th IN"
SB29,C00051979,11623983,,,COM,Vote Baldwin,,,,,,11360 Hanbury Manor Blvd,,Noblesville,IN,460607178,,,2023-08-29,500.00,0.00,"Scott Baldwin, STATE SENATE 20th IN",011,,,,Baldwin,Scott,A.,IN Sen.,,,,,,,,,,,,"Scott Baldwin, STATE SENATE 20th IN"
SB29,C00051979,11623984,,,COM,Committee to Elect Pat Boy,,,,,,218 Southwood Dr,,Michigan City,IN,46360,,,2023-08-29,250.00,0.00,"Patricia Boy, STATE HOUSE 9th IN",011,,,,Boy,Patricia,A.,IN Rep.,,,,,,,,,,,,"Patricia Boy, STATE HOUSE 9th IN"
SB29,C00051979,11623985,,,COM,Brian Buchanan for State Senate,,,,,,6377 N Caldwell Rd,,Lebanon,IN,46052,,,2023-08-29,750.00,0.00,"Brian Buchanan, STATE SENATE 7th IN",011,,,,Buchanan,Brian,W.,IN Sen.,,,,,,,,,,,,"Brian Buchanan, STATE SENATE 7th IN"
SB29,C00051979,11623986,,,COM,Gary Byrne for State Senate,,,,,,9030 Indian Bluff Rd NE,,Georgetown,IN,47122,,,2023-08-29,1000.00,0.00,"Gary Byrne, STATE SENATE 47th IN",011,,,,Byrne,Gary,W.,IN Sen.,,,,,,,,,,,,"Gary Byrne, STATE SENATE 47th IN"
SB29,C00051979,11623987,,,COM,VoteCarbaugh.com,,,,,,1118 Skylane Pass,,Fort Wayne,IN,46825,,,2023-08-29,500.00,0.00,"Martin Carbaugh, STATE HOUSE 81st IN",011,,,,Carbaugh,Martin,J.,IN Rep.,,,,,,,,,,,,"Martin Carbaugh, STATE HOUSE 81st IN"
