form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00128082,26805700,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-01-03,773.19,0.00,January 2023 Bank Fees - Heartland,001,,,,,,,,,,,,,,,,,,,January 2023 Bank Fees - Heartland
SB29,C00128082,26805701,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-01-03,27.90,0.00,January 2023 Bank Fees - Authorize.net,001,,,,,,,,,,,,,,,,,,,January 2023 Bank Fees - Authorize.net
SB29,C00128082,26805702,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-01-26,96.22,0.00,January 2023 Bank Fees - AMEX,001,,,,,,,,,,,,,,,,,,,January 2023 Bank Fees - AMEX
SB29,C00128082,26838294,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-02-01,361.97,0.00,February 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,February 2023 Bank Fees: Heartland
SB29,C00128082,26838295,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-02-02,27.40,0.00,February 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,February 2023 Bank Fees: Authorize.net
SB29,C00128082,26838296,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-02-27,79.35,0.00,February 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,February 2023 Bank Fees: AMEX
SB29,C00128082,26838298,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-03-01,303.31,0.00,March 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,March 2023 Bank Fees: Heartland
SB29,C00128082,26838299,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-03-02,27.40,0.00,March 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,March 2023 Bank Fees: Authorize.net
SB29,C00128082,26838300,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-03-27,111.15,0.00,March 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,March 2023 Bank Fees: AMEX
SB29,C00128082,26890154,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-04-03,236.14,0.00,April 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,April 2023 Bank Fees: Heartland
SB29,C00128082,26890155,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-04-04,26.15,0.00,April 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,April 2023 Bank Fees: Authorize.net
SB29,C00128082,26890156,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-04-26,81.14,0.00,April 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,April 2023 Bank Fees: AMEX
SB29,C00128082,26890158,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-05-01,248.57,0.00,May 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,May 2023 Bank Fees: Heartland
SB29,C00128082,26890159,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-05-02,27.65,0.00,May 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,May 2023 Bank Fees: Authorize.net
SB29,C00128082,26947240,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-05-26,11.20,0.00,May 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,May 2023 Bank Fees: AMEX
SB29,C00128082,26947242,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-06-01,358.83,0.00,June 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,June 2023 Bank Fees: Heartland
SB29,C00128082,26947243,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-06-02,28.45,0.00,June 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,June 2023 Bank Fees: Authorize.net
SB29,C00128082,26973254,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-06-26,84.41,0.00,June 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,June 2023 Bank Fees: AMEX
