form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00842344,EB619A68AC1514A76ABA,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-07-26,1409912.00,2023-07-24,1665964.00,RADIO & TV ADVERTISING (NATIONAL MEDIA),,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,E7D3CC666A9074D3BA08,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-08-09,1319245.00,2023-08-08,1792125.00,TELEVISION ADVERTISING,,,S,P40013518,BURGUM,DOUG,,,,P,00,NH,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,E9CEF8BD7F5FD48FB87D,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-08-09,2578115.00,2023-08-08,4465131.00,TELEVISION ADVERTISING,,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,EC5313B025D1049E39B6,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-08-30,4500029.00,2023-08-29,9296738.00,TV ADVERTISING (NATIONAL MEDIA),,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,EBD829B02D90F493CA45,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-09-08,1510450.96,2023-09-07,10807188.96,RADIO & TV ADVERTISING (NATIONAL MEDIA),,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,EE487340A9A0A44448C8,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-09-11,1236028.00,2023-09-11,12043216.96,TV ADVERTISING (NATIONAL MEDIA),,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,EE32D420CEDF54C4B900,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-09-14,576355.76,2023-09-13,12730098.72,TEXT MARKETING,,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,E13F426C2BAB04A12A3A,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-09-18,1405932.00,2023-09-15,14136030.72,TV ADVERTISING (NATIONAL MEDIA),,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,E0B38C7B8472E405F953,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-09-27,100000.00,2023-09-26,14346556.72,TEXT MARKETING,,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
SE,C00842344,E9B4892CB15554A3D884,,,ORG,AD PLACEMENT RESULTS LLC,,,,,,PO BOX 230053,,GRAND RAPIDS,MI,495230053,P2024,,2023-10-16,658500.00,2023-10-13,15115582.72,TEXT MARKETING,,,S,P40013518,BURGUM,DOUG,,,,P,00,IA,GOODE,MICHAEL,,,,2024-04-11,,
