form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00274431,51112494,,,PAC,Mother on a Mission (MOM PAC),,,,,,885 Woodstock Rd,Suite 430-528,Roswell,GA,30075,,,2024-12-04,5000.00,0.00,Contribution,011,C00691352,,,,,,,,,,,,,,,,,,Contribution
SB23,C00274431,51112495,,,CCM,Menendez For Congress,,,,,,123 Town Square Place #515,,Jersey City,NJ,07310,P2026,,2024-12-04,2500.00,0.00,Contribution,011,C00799767,Menendez For Congress,,Menendez,Rob,,Rep.,,H,NJ,08,,,,,,,,Contribution
SB23,C00274431,51112496,,,CCM,Friends Of Dave McCormick,,,,,,PO Box 23537,,Pittsburgh,PA,15222,G2024,General Debt 2024,2024-12-04,2500.00,0.00,Contribution for Debt Retirement,011,C00851980,Friends Of Dave McCormick,,McCormick,Dave,,Sen.,,S,PA,,,,,,,,,Contribution for Debt Retirement
SB23,C00274431,51112497,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,G2024,General Debt 2024,2024-12-04,2500.00,0.00,Contribution for Debt Retirement,011,C00844159,Tim Sheehy For Montana,,Sheehy,Tim,,Sen.,,S,MT,,,,,,,,,Contribution for Debt Retirement
SB23,C00274431,51112498,,,CCM,Bernie Moreno For Senate,,,,,,PO Box 340797,,Columbus,OH,43234,P2024,Primary Debt 2024,2024-12-04,2500.00,0.00,Contribution for Debt Retirement,011,C00837484,Bernie Moreno For Senate,,Moreno,Bernie,,Sen.,,S,OH,,,,,,,,,Contribution for Debt Retirement
