form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,15272631C,15272631,SA11C,PAC,American Defense And Military PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-04,5000.00,0.00,Conduit Contribution,,C00492025,American Defense And Military PAC,,,,,,,,,,,,,,,,X,Earmarked by T-Mobile USA Inc. PAC
SB23,C00409730,15330203C,15330203,SA11C,PAC,AMERICAN INNOVATION POLITICAL ACTION COMMITTEE,,,,,,PO Box 582496,,Elk Grove,CA,957580042,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00561779,AMERICAN INNOVATION POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,X,Earmarked by Microsoft Corporation Political Action Committee
SB23,C00409730,15322932C,15322932,SA11C,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00575209,,,Craig,Angela,,,,H,MN,02,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15330204C,15330204,SA11C,PAC,CA LUV PAC (California Leadership United For Victory PAC),,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-15,5000.00,0.00,Conduit Contribution,,C00573709,CA LUV PAC (California Leadership United For Victory PAC),,,,,,,,,,,,,,,,X,Earmarked by Microsoft Corporation Political Action Committee
SB23,C00409730,15322931C,15322931,SA11C,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15281076C,15281076,SA11C,CCM,Casten For Congress,,,,,,4915 Woodward Ave,,Downers Grove,IL,605153332,,,2023-05-08,2500.00,0.00,Conduit Contribution,,C00648493,,,Casten,Sean,,,,H,IL,06,,,,,,,X,Earmarked by Ally Financial Inc. Advocacy PAC
SB23,C00409730,15322942C,15322942,SA11C,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15374768C,15374768,SA11C,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,982060326,,,2023-05-30,5000.00,0.00,Conduit Contribution,,C00345546,,,Larsen,Rick,R.,,,H,WA,02,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322934C,15322934,SA11C,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322945C,15322945,SA11C,CCM,Dr. Kim Schrier For Congress,,,,,,3020 Issaquah Pine Lake Rd SE,# 331,Sammamish,WA,980757253,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00652628,,,Schrier,Kim,,,,H,WA,08,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322949C,15322949,SA11C,CCM,Elizabeth Pannill Fletcher For Congress,,,,,,3262 Westheimer Rd,# 636,Houston,TX,770981002,,,2023-05-15,1000.00,0.00,Conduit Contribution,,C00640045,,,Fletcher,Elizabeth Pannill,,,,H,TX,07,,,,,,,X,Earmarked by T-Mobile USA Inc. PAC
SB23,C00409730,15281857C,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,,,2023-05-08,500.00,0.00,Conduit Contribution,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,X,Earmarked by Eric E. Tober
SB23,C00409730,15322946C,15322946,SA11C,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO Box 1172,,Moline,IL,612661172,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15281080C,15281080,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-05-08,5000.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,Earmarked by Ally Financial Inc. Advocacy PAC
SB23,C00409730,15265398C,15265398,SA11C,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,601681202,,,2023-05-01,2500.00,0.00,Conduit Contribution,,C00575092,,,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322948C,15322948,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15333941C,15333941,SA11C,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,,,2023-05-15,-3500.00,0.00,Conduit Contribution,,C00434191,,,Himes,Jim,,,,H,CT,04,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15333943C,15333943,SA11C,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,,,2023-05-15,3500.00,0.00,Conduit Contribution,,C00434191,,,Himes,Jim,,,,H,CT,04,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15375060C,15375060,SA11AI,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,,Fresno,CA,937111200,,,2023-05-30,3300.00,0.00,Conduit Contribution,,C00391029,,,Costa,Jim,,,,H,CA,16,,,,,,,X,Earmarked by John Fisher
SB23,C00409730,15375062C,15375062,SA11AI,CCM,Jimmy Panetta For Congress,,,,,,PO Box 1579,,Carmel Valley,CA,939241579,,,2023-05-30,3300.00,0.00,Conduit Contribution,,C00592154,,,PANETTA,JIMMY,,,,H,CA,20,,,,,,,X,Earmarked by John Fisher
SB23,C00409730,15333936C,15333936,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-15,-2500.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Boehringer Ingelheim USA Corporation PAC
SB23,C00409730,15333937C,15333937,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Boehringer Ingelheim USA Corporation PAC
SB23,C00409730,15333940C,15333940,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-15,-1000.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15333942C,15333942,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-05-15,1000.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15281078C,15281078,SA11C,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,074510584,,,2023-05-08,5000.00,0.00,Conduit Contribution,,C00573949,,,Gottheimer,Josh,,,,H,NJ,05,,,,,,,X,Earmarked by Ally Financial Inc. Advocacy PAC
SB23,C00409730,15322951C,15322951,SA11C,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,913582018,,,2023-05-15,1000.00,0.00,Conduit Contribution,,C00513077,,,Brownley,Julia,,,,H,CA,26,,,,,,,X,Earmarked by T-Mobile USA Inc. PAC
SB23,C00409730,15322927C,15322927,SA11C,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-05-15,4000.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322937C,15322937,SA11C,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15374769C,15374769,SA11C,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-05-30,2500.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15375063C,15375063,SA11AI,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-05-30,3300.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by John Fisher
SB23,C00409730,15374770C,15374770,SA11C,CCM,MAD4PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,,,2023-05-30,2500.00,0.00,Conduit Contribution,,C00670844,,,Dean,Madeleine,,,,H,PA,04,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322940C,15322940,SA11C,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322936C,15322936,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322930C,15322930,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15374767C,15374767,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-05-30,2500.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322943C,15322943,SA11C,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15272630C,15272630,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-05-04,1000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by T-Mobile USA Inc. PAC
SB23,C00409730,15322929C,15322929,SA11C,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,924230954,,,2023-05-15,4000.00,0.00,Conduit Contribution,,C00510461,,,Aguilar,Pete,,,,H,CA,31,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322944C,15322944,SA11C,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15265397C,15265397,SA11C,CCM,Scott Peters For Congress,,,,,,PO Box 70980,,Washington,DC,200240980,,,2023-05-01,5000.00,0.00,Conduit Contribution,,C00503110,,,PETERS,SCOTT,,,,H,CA,50,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322933C,15322933,SA11C,CCM,Sharice For Congress,,,,,,13851 W 63Rd St,Num 303,Shawnee,KS,662163800,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15322947C,15322947,SA11C,CCM,Spanberger For Congress,,,,,,PO Box 3121,,Glen Allen,VA,230583121,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15374772C,15374772,SA11C,CCM,Stanton For Congress,,,,,,4340 E Indian School Rd,Ste 21-518,Phoenix,AZ,850185398,,,2023-05-30,2500.00,0.00,Conduit Contribution,,C00657304,,,Stanton,Greg,,,,H,AZ,09,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15330201C,15330201,SA11C,CCM,STRICKLAND FOR WASHINGTON,,,,,,1625 E 72Nd St,Ste 700 Pmb 139,Tacoma,WA,984045455,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00732826,,,STRICKLAND,MARILYN,,,,H,WA,10,,,,,,,X,Earmarked by Microsoft Corporation Political Action Committee
SB23,C00409730,15322939C,15322939,SA11C,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215 Pmb 382,Las Vegas,NV,891481732,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
SB23,C00409730,15374771C,15374771,SA11C,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,352011964,,,2023-05-30,5000.00,0.00,Conduit Contribution,,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,X,Earmarked by THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE
SB23,C00409730,15322950C,15322950,SA11C,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,799233961,,,2023-05-15,1000.00,0.00,Conduit Contribution,,C00653923,,,Escobar,Veronica,,,,H,TX,16,,,,,,,X,Earmarked by T-Mobile USA Inc. PAC
SB23,C00409730,15322941C,15322941,SA11C,CCM,WILEY NICKEL FOR CONGRESS,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,,,2023-05-15,2500.00,0.00,Conduit Contribution,,C00763045,,,NICKEL,WILEY,,,,H,NC,13,,,,,,,X,Earmarked by American Association For Justice Political Action Committee (AAJ PAC)
