form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,20340358,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,61265,G2024,,2024-09-03,-5000.00,0.00,Voided Check from 3/1/2024,011,C00793935,Eric Sorensen For Illinois,H2IL17147,Sorensen,Eric,,,,H,IL,17,,,,,,,,Voided Check from 3/1/2024
SB23,C00002766,20340367,,,CCM,Cooke For Congress,,,,,,P.O. Box 1846,,Eau Claire,WI,54702,G2024,,2024-09-03,5000.00,0.00,Contribution,011,C00844993,Cooke For Congress,H4WI03169,Cooke,Rebecca,,,,H,WI,03,,,,,,,,Contribution
SB23,C00002766,20340377,,,CCM,Lisa Blunt Rochester for Senate,,,,,,"415 New Jersey Avenue, SE",#1,Washington,DC,20003,P2024,,2024-09-03,2500.00,0.00,Contribution,011,C00843391,Lisa Blunt Rochester for Senate,S4DE00060,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,Contribution
SB23,C00002766,20340378,,,CCM,Lisa Blunt Rochester for Senate,,,,,,"415 New Jersey Avenue, SE",#1,Washington,DC,20003,G2024,,2024-09-03,5000.00,0.00,Contribution,011,C00843391,Lisa Blunt Rochester for Senate,S4DE00060,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,Contribution
SB23,C00002766,20340388,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,G2024,,2024-09-04,500.00,0.00,Contribution,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,,,Ms.,H,CO,07,,,,,,,,Contribution
SB23,C00002766,20344465,,,CCM,Mark DeSaulnier for Congress,,,,,,"910 17th Street, NW",Suite 925,Washington,DC,20006,G2024,,2024-09-05,2500.00,0.00,Contribution,011,C00554709,Mark DeSaulnier for Congress,H0CA10073,DeSaulnier,Mark,,,,H,CA,10,,,,,,,,Contribution
SB23,C00002766,20344466,,,CCM,Kevin Mullin For Congress,,,,,,PO Box 869,,Belmont,CA,94002,G2024,,2024-09-05,2500.00,0.00,Contribution,011,C00795005,Kevin Mullin For Congress,H2CA14162,Mullin,Kevin,,,,H,CA,15,,,,,,,,Contribution
SB23,C00002766,20344467,,,CCM,Evan Low For Congress,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,G2024,,2024-09-05,5000.00,0.00,Contribution,011,C00858969,Evan Low For Congress,H4CA16239,Low,Evan,,,,H,CA,16,,,,,,,,Contribution
SB23,C00002766,20344762,,,CCM,Castor For Congress,,,,,,"301 W Platt Street, #385",,Tampa,FL,33606,G2024,,2024-09-05,2000.00,0.00,Contribution,011,C00410761,Castor For Congress,H6FL11126,Castor,Kathy,,,,H,FL,14,,,,,,,,Contribution
SB23,C00002766,20344784,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,St Paul,MN,55104,G2024,,2024-09-06,2000.00,0.00,Contribution,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,,,S,MN,,,,,,,,,Contribution
SB23,C00002766,20353554,,,CCM,Mark Pocan For Congress,,,,,,PO Box 327,,Madison,WI,53701,G2024,,2024-09-06,5000.00,0.00,Contribution,011,C00502179,Mark Pocan For Congress,H2WI02124,Pocan,Mark,,,,H,WI,02,,,,,,,,Contribution
SB23,C00002766,20353555,,,PAC,Blue Majority PAC,,,,,,"499 S Capitol Street, SW",Suite 420,Washington,DC,20003,,,2024-09-06,5000.00,0.00,Contribution,011,C00529693,,H2WI02124,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20353556,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,12402,G2024,,2024-09-06,5000.00,0.00,Contribution,011,C00815290,Pat Ryan for Congress,H8NY19223,Ryan,Patrick,,,,H,NY,18,,,,,,,,Contribution
SB23,C00002766,20353719,,,CCM,Shawn For Georgia,,,,,,P.O. Box 1688,145 West Avenue,Cedartown,GA,30125,G2024,,2024-09-09,3000.00,0.00,Contribution,011,C00847483,Shawn For Georgia,H4GA14057,Harris,Shawn,,,,H,GA,14,,,,,,,,Contribution
SB23,C00002766,20354263,,,PAC,Our Fight Our Future PAC,,,,,,114 Lexington Drive,,Silver Spring,MD,20901,,,2024-09-10,5000.00,0.00,Contribution,011,C00811216,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20368455,,,CCM,Yassamin Ansari For Congress,,,,,,P.O. Box 13524,,Phoenix,AZ,85002,G2024,,2024-09-11,5000.00,0.00,Contribution,011,C00836767,Yassamin Ansari For Congress,H4AZ03109,Ansari,Yassamin,,,,H,AZ,03,,,,,,,,Contribution
SB23,C00002766,20369548,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,80614,G2024,,2024-09-12,5000.00,0.00,Contribution,011,C00787788,Caraveo for Congress,H2CO08020,Caraveo,Yadira,,,,H,CO,08,,,,,,,,Contribution
SB23,C00002766,20369560,,,CCM,Baccam For Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,50321,G2024,,2024-09-12,5000.00,0.00,Contribution,011,C00856021,Baccam For Iowa,H4IA03172,Baccam,Lanon,,,,H,IA,03,,,,,,,,Contribution
SB23,C00002766,20382573,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00648253,Joe Neguse For Congress,H8CO02160,Neguse,Joseph,,,,H,CO,02,,,,,,,,Contribution
SB23,C00002766,20382945,,,CCM,Friends Of Bennie Thompson,,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,,,,H,MS,02,,,,,,,,Contribution
SB23,C00002766,20382946,,,CCM,Tony Vargas For Congress,,,,,,PO Box 746,,Boys Town,NE,68010,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00784371,Tony Vargas For Congress,H2NE02132,Vargas,Anthony,,,,H,NE,02,,,,,,,,Contribution
SB23,C00002766,20382947,,,CCM,Derek Tran For Congress,,,,,,PO Box 395,10441 Stanford Avenue,Garden Grove,CA,92842,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00851790,Derek Tran For Congress,H4CA45170,Tran,Derek,,,,H,CA,45,,,,,,,,Contribution
SB23,C00002766,20382948,,,CCM,Dave Min For Congress,,,,,,PO Box 5959,,Irvine,CA,92616,G2024,,2024-09-16,5000.00,0.00,Contribution,011,C00831537,Dave Min For Congress,H4CA47085,Min,Dave,,,,H,CA,47,,,,,,,,Contribution
SB23,C00002766,20384068,,,PAC,FF PAC,,,,,,"611 Pennsylvania Avenue, SE",Suite 143,Washington,DC,20003,,,2024-09-19,72407.92,0.00,Contribution,011,C00669259,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384076,,,PAC,FF PAC,,,,,,"611 Pennsylvania Avenue, SE",Suite 143,Washington,DC,20003,,,2024-09-19,127592.08,0.00,Contribution,011,C00669259,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384084,,,PAC,SMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-19,67969.97,0.00,Contribution,011,C00484642,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384092,,,PAC,SMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-19,132030.03,0.00,Contribution,011,C00484642,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384117,,,PAC,HMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-19,58404.19,0.00,Contribution,011,C00495028,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384308,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,48901,G2024,,2024-09-19,5000.00,0.00,Contribution,011,C00844480,Hertel for Michigan,,Hertel,Curtis,,,,H,MI,07,,,,,,,,Contribution
SB23,C00002766,20384309,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,48707,G2024,,2024-09-19,5000.00,0.00,Contribution,011,C00864207,Kristen for Michigan,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,,Contribution
SB23,C00002766,20384498,,,CCM,Tina Smith For Minnesota,,,,,,PO Box 14362,,Saint Paul,MN,55114,G2024,,2024-09-21,5000.00,0.00,Contribution,011,C00663781,Tina Smith For Minnesota,S8MN00578,Smith,Tina,,,,S,MN,,,,,,,,,Contribution
SB23,C00002766,20384501,,,PAC,HMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-21,11352.51,0.00,Contribution,011,C00495028,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20384818,,,CCM,Cisneros For Congress,,,,,,11850 Maple Street,,Whittier,CA,90601,G2024,,2024-09-23,2500.00,0.00,Contribution,011,C00850420,Cisneros For Congress,H4CA31170,Cisneros,Gilbert,,,Jr.,H,CA,31,,,,,,,,Contribution
SB23,C00002766,20385254,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,G2024,,2024-09-24,5000.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Contribution
SB23,C00002766,20385255,,,PAC,SMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-24,200000.00,0.00,Contribution,011,C00484642,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20385256,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,11225,G2024,,2024-09-24,5000.00,0.00,Contribution,011,C00415331,Clarke For Congress,H4NY11138,Clarke,Yvette,,,,H,NY,09,,,,,,,,Contribution
SB23,C00002766,20385257,,,CCM,MAD 4 PA PAC,,,,,,"499 S. Capitol Street, SW",Suite 420,Washington,DC,20003,G2024,,2024-09-24,5000.00,0.00,Contribution,011,C00670844,MAD 4 PA PAC,H8PA04116,Dean,Madeleine,,,,H,PA,04,,,,,,,,Contribution
SB23,C00002766,20385551,,,PAC,FF PAC,,,,,,"611 Pennsylvania Avenue, SE",Suite 143,Washington,DC,20003,,,2024-09-25,50000.00,0.00,Contribution,011,C00669259,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20385552,,,PAC,HMP,,,,,,"1032 15th Street, NW",Suite 247,Washington,DC,20005,,,2024-09-25,12000.00,0.00,Contribution,011,C00495028,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20385554,,,CCM,Lori Trahan For Congress Committee,,,,,,PO Box 1161,,Lowell,MA,01853,G2024,,2024-09-25,5000.00,0.00,Contribution,011,C00655647,Lori Trahan For Congress Committee,H8MA03106,Trahan,Lori,,,,H,MA,03,,,,,,,,Contribution
SB23,C00002766,20385564,,,CCM,Huffman for Congress,,,,,,P.O. Box 664,,Petaluma,CA,94953,G2024,,2024-09-25,5000.00,0.00,Contribution,011,C00536680,Huffman for Congress,H2CA06259,Huffman,Jared,,,,H,CA,02,,,,,,,,Contribution
SB23,C00002766,20385689,,,CCM,Herb Conaway For Congress,,,,,,P.O. Box 493,,Willingboro,NJ,08046,G2024,,2024-09-26,2500.00,0.00,Contribution,011,C00859496,Herb Conaway For Congress,H4NJ03197,Conaway,Herb,,,Jr.,H,NJ,03,,,,,,,,Contribution
SB23,C00002766,20385690,,,CCM,Nellie Pou for Congress,,,,,,PO Box 2696,,Paterson,NJ,07509,G2024,,2024-09-26,2500.00,0.00,Contribution,011,C00887547,Nellie Pou for Congress,,Pou,Nellie,,,,H,NJ,09,,,,,,,,Contribution
SB23,C00002766,20385691,,,PAC,WOMEN VOTE!,,,,,,"1800 M Street, NW",Suite 375N,Washington,DC,20036,,,2024-09-26,100000.00,0.00,Contribution,011,C00473918,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20385692,,,PAC,Protecting our Vote SuperPAC,,,,,,"499 S. Capitol Street, SW",Suite 420,Washington,DC,20003,,,2024-09-26,30000.00,0.00,Contribution,011,C00509463,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20387193,,,PAC,Fight Like Hell PAC,,,,,,PO Box 15093,,Lansing,MI,48901,,,2024-09-27,100000.00,0.00,Contribution,011,C00842104,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,20387344,,,CCM,Kamlager-Dove for Congress,,,,,,419 North Larchmont Blvd.,#37,Los Angeles,CA,90004,G2024,,2024-09-27,5000.00,0.00,Contribution,011,C00795823,Kamlager-Dove for Congress,,Kamlager-Dove,Sydney,,,,H,CA,37,,,,,,,,Contribution
SB23,C00002766,20387420,,,CCM,Colin Allred For Senate,,,,,,PO Box 601631,,Dallas,TX,75360,G2024,,2024-09-30,1700.00,0.00,Contribution,011,C00839597,Colin Allred For Senate,S4TX00722,Allred,Colin,,,,S,TX,,,,,,,,,Contribution
SB23,C00002766,20387567,,,CCM,David Scott For Congress,,,,,,"c/o Molly Allen Associates, LLC","412 First Street, SE, Suite 100",Washington,DC,20003,G2024,,2024-09-30,5000.00,0.00,Contribution,011,C00369801,David Scott For Congress,H2GA13012,Scott,David,Albert,Rep.,,H,GA,13,,,,,,,,Contribution
SB23,C00002766,20387578,,,CCM,Friends Of Don Beyer,,,,,,2503-D North Harrison Street,Box 310,Arlington,VA,22207,G2024,,2024-09-30,1000.00,0.00,Contribution,011,C00555888,Friends Of Don Beyer,H4VA08224,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,,Contribution
SB23,C00002766,20387752,,,CCM,Yassamin Ansari For Congress,,,,,,P.O. Box 13524,,Phoenix,AZ,85002,P2024,Primary Debt 2024,2024-09-30,5000.00,0.00,Contribution - Debt Retirement,011,C00836767,Yassamin Ansari For Congress,H4AZ03109,Ansari,Yassamin,,,,H,AZ,03,,,,,,,,Contribution - Debt Retirement
