form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00769109,500043400,,,PAC,Gallego Victory Fund,,,,,,910 17th St NW,Ste 925,Washington,DC,200062641,,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00848317,Gallego Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043390,,,PAC,Rosen Victory Fund,,,,,,PO Box 27195,,Las Vegas,NV,891261195,,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00624338,Rosen Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043401,,,PAC,Slotkin Victory Fund 2024,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-26,7500.00,0.00,Contribution to Federal Committee,,C00834226,Slotkin Victory Fund 2024,,,,,,,,,,,,,,,,,
SB23,C00769109,500043391,,,PAC,Allred Victory Fund,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-26,7500.00,0.00,Contribution to Federal Committee,,C00862995,Allred Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043402,,,PAC,Tester Victory Fund,,,,,,946 Bandmann Trl,,Missoula,MT,598028834,,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00547679,Tester Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043392,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,G2024,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00431353,,,Klobuchar,Amy,,,,S,MN,00,,,,,,,,
SB23,C00769109,500043403,,,PAC,Baldwin for Wisconsin,,,,,,PO Box 696,,Madison,WI,537010696,,,2024-09-26,10000.00,0.00,Contribution to Federal Committee,,C00830687,Baldwin for Wisconsin,,,,,,,,,,,,,,,,,
SB23,C00769109,500043393,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00769109,500043404,,,PAC,Ohio Grassroots Victory Fund,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,,,2024-09-26,6000.00,0.00,Contribution to Federal Committee,,C00578609,Ohio Grassroots Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043394,,,PAC,DMP Victory Fund,,,,,,PO Box 432250,,South Miami,FL,332432250,,,2024-09-26,2500.00,0.00,Contribution to Federal Committee,,C00862912,DMP Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043405,,,PAC,Tennessee Democratic Party,,,,,,4900 Centennial Blvd,Ste 300,Nashville,TN,372091105,,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00167346,Tennessee Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00769109,500043395,,,CCM,Friends of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,G2024,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00420760,,,Hirono,Mazie,K.,,,S,HI,00,,,,,,,,
SB23,C00769109,500043396,,,CCM,Andy Kim for New Jersey,,,,,,910 17th St NW,Ste 150,Washington,DC,200062601,G2024,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00648220,,,Kim,Andy,,,,S,NJ,00,,,,,,,,
SB23,C00769109,500043397,,,PAC,Heinrich Victory Fund,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-09-26,7500.00,0.00,Contribution to Federal Committee,,C00603019,Heinrich Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043388,,,CCM,Schiff for Senate,,,,,,135 E Olive Ave,# 750,Burbank,CA,915021820,G2024,,2024-09-26,5000.00,0.00,Contribution to Federal Committee,,C00343871,,,Schiff,Adam,,,,S,CA,00,,,,,,,,
SB23,C00769109,500043398,,,CCM,Whitehouse for Senate,,,,,,PO Box 40280,,Providence,RI,029400280,G2024,,2024-09-26,2500.00,0.00,Contribution to Federal Committee,,C00410803,,,Whitehouse,Sheldon,,,,S,RI,00,,,,,,,,
SB23,C00769109,500043389,,,COM,Casey Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2024-09-26,5466.00,0.00,Contribution to Federal Committee,,C00545830,Casey Keystone Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00769109,500043399,,,PAC,Alsobrooks Victory Fund,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-26,7500.00,0.00,Contribution to Federal Committee,,C00859553,Alsobrooks Victory Fund,,,,,,,,,,,,,,,,,
