form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00462044,SB22.49350,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,6068.93,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49351,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,2386.36,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49352,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,2027.80,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49353,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,389.70,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49354,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,40.00,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49355,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,3226.37,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49356,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,5342.24,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49357,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,2884.65,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49358,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,73.00,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49359,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,4215.65,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49360,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-10-08,2.00,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49362,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,4742.12,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49363,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,100.00,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49364,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,2476.50,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49365,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,1874.60,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49366,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,330.15,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49367,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,40.00,,,,C00004036,,,,,,,,,,,,,,,,,,
SB22,C00462044,SB22.49368,,,PAC,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),,,,,,1800 Massachusetts Ave NW,,Washington,DC,20036,,,2024-11-21,1363.55,,,,C00004036,,,,,,,,,,,,,,,,,,
