form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00554444,B852382,,,CCM,Committee to Elect Francis Awerkamp,,,,,,807 W. Linn Street,,St. Marys,KS,66536,P2024,,2023-08-09,500.00,,P-2024 State House 61 KS,011,,,,Awerkamp,Francis,,,,H,KS,61,,,,,,,,
SB29,C00554444,B852370,,,CCM,Ballard for Representative,,,,,,1532 Alvamar Drive,,Lawrence,KS,66047,P2024,,2023-08-09,500.00,,P-2024 State House 44 KS,011,,,,Ballard,Barbara,,,,H,KS,44,,,,,,,,
SB29,C00554444,B852391,,,CCM,Brian Bergkamp for Kansas House District 93,,,,,,2118 S Wheatland St.,,Wichita,KS,67235,P2024,,2023-08-09,500.00,,P-2024 State House 93 KS,011,,,,Bergkamp,Brian,,,,H,KS,93,,,,,,,,
SB29,C00554444,B852389,,,CCM,Emil Bergquist for Representative,,,,,,6430 N. Hydraulic,,Park City,KS,67219,P2024,,2023-08-09,500.00,,P-2024 State House 91 KS,011,,,,Bergquist,Emil,,,,H,KS,91,,,,,,,,
SB29,C00554444,B852399,,,CCM,Chase Blasi for State Senate,,,,,,1746 N. Blackstone Court,,Wichita,KS,67235,P2024,,2023-08-09,1000.00,,P-2024 State Senate 27 KS,011,,,,Blasi,Chase,,,,S,KS,27,,,,,,,,
SB29,C00554444,B852378,,,CCM,Borjon for Kansas House,,,,,,P.O. Box 4872,,Topeka,KS,66604,P2024,,2023-08-09,500.00,,P-2024 State House 52 KS,011,,,,Borjon,Jesse,,,,H,KS,52,,,,,,,,
SB29,C00554444,B852390,,,CCM,Carmichael for Kansas,,,,,,1475 N. Lieunett Street,,Wichita,KS,67203,P2024,,2023-08-09,500.00,,P-2024 State House 92 KS,011,,,,Carmichael,John,,,,H,KS,92,,,,,,,,
SB29,C00554444,B852385,,,CCM,Carpenter for Kansas,,,,,,2425 N Newberry Apt 3202,,Derby,KS,67037,P2024,,2023-08-09,500.00,,P-2024 State House 81 KS,011,,,,Carpenter,Blake,,,,H,KS,81,,,,,,,,
SB29,C00554444,B852354,,,CCM,Carpenter for Kansas House,,,,,,6965 SW 18th,,El Dorado,KS,67042,P2024,,2023-08-09,500.00,,P-2024 State House 75 KS,011,,,,Carpenter,Will,,,,H,KS,75,,,,,,,,
SB29,C00554444,B852360,,,CCM,Stephanie Clayton for Kansas State Representative,,,,,,9825 Woodson Dr.,,Overland Park,KS,66207,P2024,,2023-08-09,500.00,,P-2024 State House 19 KS,011,,,,Clayton,Stephanie,,,,H,KS,19,,,,,,,,
SB29,C00554444,B852356,,,CCM,Clifford for Kansas,,,,,,102 Drury Ln,,Garden City,KS,67846,P2024,,2023-08-09,500.00,,P-2024 State House 122 KS,011,,,,Clifford,Bill,,,,H,KS,12,,,,,,,,
SB29,C00554444,B852379,,,CCM,Cmte to Elect Ken Corbet,,,,,,10351 SW 61st Street,,Topeka,KS,66610,P2024,,2023-08-09,500.00,,P-2024 State House 54 KS,011,,,,Corbet,Ken,,,,H,KS,54,,,,,,,,
SB29,C00554444,B852358,,,CCM,Chris Croft for State House,,,,,,8909 W. 148th Terrace,,Overland Park,KS,66221,P2024,,2023-08-09,500.00,,P-2024 State House 08 KS,011,,,,Croft,Chris,,,,H,KS,08,,,,,,,,
SB29,C00554444,B852392,,,CCM,Committee to Elect Leo G. Delperdang,,,,,,2103 N. Pintail Street,,Wichita,KS,67235,P2024,,2023-08-09,500.00,,P-2024 State House 94 KS,011,,,,Delperdang,Leo,,,,H,KS,94,,,,,,,,
SB29,C00554444,B852409,,,CCM,Renee Erickson for Kansas Senate,,,,,,26 N. Cypress Dr.,,Wichita,KS,67206,P2024,,2023-08-09,250.00,,P-2024 State Senate 30 KS,011,,,,Erickson,Renee,,,,S,KS,30,,,,,,,,
SB29,C00554444,B852387,,,CCM,Committee to Elect Susan Estes,,,,,,12224 Bracken Ct.,,Wichita,KS,67206,P2024,,2023-08-09,500.00,,P-2024 State House 87 KS,011,,,,Estes,Susan,,,,H,KS,87,,,,,,,,
SB29,C00554444,B852403,,,CCM,Committee to Elect Marci Francisco,,,,,,1101 Ohio Street,,Lawrence,KS,66044,P2024,,2023-08-09,500.00,,P-2024 State Senate 2 KS,011,,,,Francisco,Marci,,,,S,KS,02,,,,,,,,
SB29,C00554444,B852402,,,CCM,Haley for Senate,,,,,,936 Cleveland,,Kansas City,KS,66101,P2024,,2023-08-09,500.00,,P-2024 State Senate 04 KS,011,,,,Haley,David,,,,S,KS,04,,,,,,,,
SB29,C00554444,B852367,,,CCM,Haswood for Kansas,,,,,,PO Box 3083,,Lawrence,KS,66046,P2024,,2023-08-09,500.00,,P-2024 State House 10 KS,011,,,,Haswood,Christina,,,,H,KS,10,,,,,,,,
SB29,C00554444,B852394,,,CCM,Hawkins Campaign Fund,,,,,,9406 Harvest Ln,,Wichita,KS,67212,P2024,,2023-08-09,500.00,,P-2024 State House 100 KS,011,,,,Hawkins,Daniel,,,,H,KS,10,,,,,,,,
SB29,C00554444,B852369,,,CCM,Committee to Elect Kyle D. Hoffman,,,,,,1318 Avenue T,,Coldwater,KS,67029,P2024,,2023-08-09,500.00,,P-2024 State House 116 KS,011,,,,Hoffman,Kyle,D,,,H,KS,11,,,,,,,,
SB29,C00554444,B852393,,,CCM,Hoheisel for House,,,,,,3130 S Richmond,,Wichita,KS,67217,P2024,,2023-08-09,500.00,,P-2024 State House 97 KS,011,,,,Hoheisel,Nick,,,,H,KS,97,,,,,,,,
SB29,C00554444,B852373,,,CCM,Les Mason Campaign,,,,,,108 Arcadian Court,,McPherson,KS,67460,P2024,,2023-08-09,500.00,,P-2024 State House 73 KS,011,,,,Mason,Les,,,,H,KS,73,,,,,,,,
SB29,C00554444,B852410,,,CCM,Committee to Elect Carolyn McGinn,,,,,,11047 North 87 West,,Sedgwick,KS,67135,P2024,,2023-08-09,250.00,,P-2024 State Senate 31 KS,011,,,,McGinn,Carolyn,,,,S,KS,31,,,,,,,,
SB29,C00554444,B852368,,,CCM,Lynn Melton for State Representative,,,,,,4028 Independence Blvd.,,Kansas City,KS,66109,P2024,,2023-08-09,500.00,,P-2024 State House 36 KS,011,,,,Melton,Lynn,,,,H,KS,36,,,,,,,,
SB29,C00554444,B852381,,,CCM,Committee to Elect Vic Miller,,,,,,1174 SW Fillmore,,Topeka,KS,66618,P2024,,2023-08-09,500.00,,P-2024 State House 58 KS,011,,,,Miller,Vic,,,,H,KS,58,,,,,,,,
SB29,C00554444,B852376,,,CCM,Minnix for Kansas House,,,,,,8101 W. Road 40,,Scott City,KS,67871,P2024,,2023-08-09,500.00,,P-2024 State House 118 KS,011,,,,Minnix,Jim,,,,H,KS,11,,,,,,,,
SB29,C00554444,B852359,,,CCM,Committee to Elect Cindy Neighbor,,,,,,10405 West 52nd Terrace,,Shawnee,KS,66203,P2024,,2023-08-09,500.00,,P-2024 State House 18 KS,011,,,,Neighbor,Cindy,,,,H,KS,18,,,,,,,,
SB29,C00554444,B852398,,,CCM,Kristen O'Shea for State Senate,,,,,,1010 NW 39th St.,,topeka,KS,66618,P2024,,2023-08-09,1000.00,,P-2024 State Senate 18 KS,011,,,,O'Shea,Kristen,,,,S,KS,18,,,,,,,,
SB29,C00554444,B852388,,,CCM,Committee to Elect KC Ohaebosim,,,,,,P.O. Box 21271,,Wichita,KS,67208,P2024,,2023-08-09,500.00,,P-2024 State House 89 KS,011,,,,Ohaebosim,"Kelechi ""KC""",,,,H,KS,89,,,,,,,,
SB29,C00554444,B852377,,,CCM,Committee to Elect Fred C. Patton,,,,,,339 NE 46th Street,,Topeka,KS,66617,P2024,,2023-08-09,500.00,,P-2024 State House 50 KS,011,,,,Patton,Fred,C,,,H,KS,50,,,,,,,,
SB29,C00554444,B852401,,,CCM,Committee to Elect Virgil Peck,,,,,,PO Box 299,,Havana,KS,67374,P2024,,2023-08-09,500.00,,P-2024 State Senate 15 KS,011,,,,Peck,Virgil,,,,S,KS,15,,,,,,,,
SB29,C00554444,B852386,,,CCM,Patrick Penn Campaign,,,,,,2507 North Lindberg Street,,Wichita,KS,67226,P2024,,2023-08-09,500.00,,P-2024 State House 85 KS,011,,,,Penn,Patrick,,,,H,KS,85,,,,,,,,
SB29,C00554444,B852407,,,CCM,Committee to Elect Pat Pettey,,,,,,5316 Lakewood Street,,Kansas City,KS,66106,P2024,,2023-08-09,250.00,,P-2024 State Senate 6 KS,011,,,,Pettey,Pat,,,,S,KS,06,,,,,,,,
SB29,C00554444,B852408,,,CCM,Pittman for Senate,,,,,,1108 S. Broadway,,Leavenworth,KS,66048,P2024,,2023-08-09,250.00,,P-2024 State Senate 5 KS,011,,,,Pittman,Jeff,,,,S,KS,05,,,,,,,,
SB29,C00554444,B852365,,,CCM,Samantha Poetter for Kansas,,,,,,20355 W 299th St.,,Paoloa,KS,66071,P2024,,2023-08-09,500.00,,P-2024 State House 6 KS,011,,,,Poetter Parshall,Samantha,,,,H,KS,06,,,,,,,,
SB29,C00554444,B852357,,,CCM,Probst for Kansas,,,,,,P.O. Box 3262,,Hutchinson,KS,67501,P2024,,2023-08-09,500.00,,P-2024 State House 102 KS,011,,,,Probst,Jason,,,,H,KS,10,,,,,,,,
SB29,C00554444,B852371,,,CCM,Pat Proctor for KS House,,,,,,P.O. Box 3421,,Ft. Leavenworth,KS,66027,P2024,,2023-08-09,500.00,,P-2024 State House 41 KS,011,,,,Proctor,Patrick,,,,H,KS,41,,,,,,,,
SB29,C00554444,B852352,,,CCM,Committee to Elect Ken Rahjes,,,,,,1798 E. 900 Road,,Agra,KS,67621,P2024,,2023-08-09,500.00,,P-2024 State House 110 KS,011,,,,Rahjes,Ken,,,,H,KS,11,,,,,,,,
SB29,C00554444,B852404,,,CCM,Reddi for Kansas Senate,,,,,,1801 Westbank Way,,Manhattan,KS,66503,P2024,,2023-08-09,500.00,,P-2024 State Senate 22 KS,011,,,,Reddi,Usha,,,,S,KS,22,,,,,,,,
SB29,C00554444,B852383,,,CCM,Webster Roth for House,,,,,,1021 E. 19th Avenue,,Winfield,KS,67156,P2024,,2023-08-09,500.00,,P-2024 State House 79 KS,011,,,,Roth,Webster,,,,H,KS,79,,,,,,,,
SB29,C00554444,B852380,,,CCM,Tobias for Kansas House,,,,,,PO Box 3714,,Topeka,KS,66604,P2024,,2023-08-09,500.00,,P-2024 State House 55 KS,011,,,,Schlingensiepen,Tobias,,,,H,KS,55,,,,,,,,
SB29,C00554444,B852355,,,CCM,Mark Schreiber for House,,,,,,1722 Yucca Lane,,Emporia,KS,66801,P2024,,2023-08-09,500.00,,P-2024 State House 60 KS,011,,,,Schreiber,Mark,,,,H,KS,60,,,,,,,,
SB29,C00554444,B852395,,,CCM,Joe Seiwert for State Representative,,,,,,1111 East Boundary Road,,Pretty Prairie,KS,67570,P2024,,2023-08-09,500.00,,P-2024 State House 101 KS,011,,,,Seiwert,Joe,,,,H,KS,10,,,,,,,,
SB29,C00554444,B852396,,,CCM,Tim Shallenburger for Kansas Senate,,,,,,1538 Garfield Avenue,,Baxter Springs,KS,66713,P2024,,2023-08-09,1000.00,,P-2024 State Senate 13 KS,011,,,,Shallenburger,Tim,,,,S,KS,13,,,,,,,,
SB29,C00554444,B852384,,,CCM,Committee to Elect Adam W. Smith,,,,,,1970 Road 3,,Weskan,KS,67762,P2024,,2023-08-09,500.00,,P-2024 State House 120 KS,011,,,,Smith,Adam,W,,,H,KS,12,,,,,,,,
SB29,C00554444,B852374,,,CCM,Chuck Smith for Kansas,,,,,,2112 West Fourth Street,,Pittsburg,KS,66762,P2024,,2023-08-09,500.00,,P-2024 State House  KS,011,,,,Smith,Chuck,,,,H,KS, ,,,,,,,,
SB29,C00554444,B852361,,,CCM,Committee to Elect Jerry W. Stogsdill,,,,,,4414 Tomahawk Road,,Prairie Village,KS,66208,P2024,,2023-08-09,500.00,,P-2024 State House 21 KS,011,,,,Stogsdill,Jerry,W,,,H,KS,21,,,,,,,,
SB29,C00554444,B852400,,,CCM,Straub KS Senate Campaign,,,,,,401 S Kennedy Ave.,,Ellinwood,KS,67526,P2024,,2023-08-09,500.00,,P-2024 State Senate 33 KS,011,,,,Straub,Alicia,,,,S,KS,33,,,,,,,,
SB29,C00554444,B852362,,,CCM,Committee to Elect Sean E. Tarwater Sr.,,,,,,16006 Meadow Lane,,Stilwell,KS,66085,P2024,,2023-08-09,500.00,,P-2024 State House 27 KS,011,,,,Tarwater,Sean,E,,Sr.,H,KS,27,,,,,,,,
SB29,C00554444,B852372,,,CCM,Titus for State Representative,,,,,,15629 Stonington Drive,,Wamego,KS,66547,P2024,,2023-08-09,500.00,,P-2024 State House 51 KS,011,,,,Titus,Kenny,,,,H,KS,51,,,,,,,,
SB29,C00554444,B852363,,,CCM,Carl Turner for Kansas,,,,,,13001 El Monte,,Leawood,KS,66209,P2024,,2023-08-09,500.00,,P-2024 State House 28 KS,011,,,,Turner,Carl,,,,H,KS,28,,,,,,,,
