form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00340455,48587930,,,COM,Friends of Pat Gallagher,,,,,,PO Box 6093,,Philadelphia,PA,19114,,,2023-04-21,300.00,0.00,"Patrick Gallagher, STATE HOUSE 173rd PA",011,,,,Gallagher,Patrick,,PA Rep.,,,,,,,,,,,,"Patrick Gallagher, STATE HOUSE 173rd PA"
SB29,C00340455,48587945,,,COM,Friends of Gene Yaw for Senate,,,,,,PO Box 3246,,Williamsport,PA,17701,,,2023-04-21,1000.00,0.00,"Gene Yaw, STATE SENATE 23rd PA",011,,,,Yaw,Gene,,PA Sen.,,,,,,,,,,,,"Gene Yaw, STATE SENATE 23rd PA"
SB29,C00340455,48587949,,,COM,Friends of Donna Bullock,,,,,,PO Box 58921,,Philadelphia,PA,19102,,,2023-04-21,500.00,0.00,"Donna Bullock, STATE HOUSE 195th PA",011,,,,Bullock,Donna,,PA Rep.,,,,,,,,,,,,"Donna Bullock, STATE HOUSE 195th PA"
SB29,C00340455,48587950,,,COM,Committee to Elect Dan Deasy,,,,,,2093 Noblestown Rd,,Pittsburgh,PA,152083826,,,2023-04-21,500.00,0.00,"Daniel Deasy, STATE HOUSE 27th PA",011,,,,Deasy,Daniel,,PA Rep.,Jr.,,,,,,,,,,,"Daniel Deasy, STATE HOUSE 27th PA"
SB29,C00340455,48587951,,,COM,Friends of George Dunbar,,,,,,114 Adella Court,,Jeannette,PA,15644,,,2023-04-21,500.00,0.00,"George Dunbar, STATE HOUSE 56th PA",011,,,,Dunbar,George,,PA Rep.,,,,,,,,,,,,"George Dunbar, STATE HOUSE 56th PA"
SB29,C00340455,48587952,,,COM,Friends of Mark Rozzi,,,,,,165 Roja Ln,,Mertztown,PA,19539,,,2023-04-21,500.00,0.00,"Mark Rozzi, STATE HOUSE 126th PA",011,,,,Rozzi,Mark,,PA Rep.,,,,,,,,,,,,"Mark Rozzi, STATE HOUSE 126th PA"
SB29,C00340455,48587953,,,PTY,Senate Republican Campaign Committee,,,,,,PO Box 792,,Harrisburg,PA,17108,,,2023-04-21,2000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00340455,48587954,,,COM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,,,2023-04-21,1000.00,0.00,"Kim Ward, STATE SENATE 39th PA",011,,,,Ward,Kim,,PA Sen.,,,,,,,,,,,,"Kim Ward, STATE SENATE 39th PA"
SB29,C00340455,48587955,,,COM,Committee to Elect Dan Laughlin,,,,,,PO Box 9610,,Erie,PA,16505,,,2023-04-21,500.00,0.00,"Daniel Laughlin, STATE SENATE 49th PA",011,,,,Laughlin,Daniel,,PA Sen.,,,,,,,,,,,,"Daniel Laughlin, STATE SENATE 49th PA"
SB29,C00340455,48587958,,,COM,Friends of Tracy Pennycuick,,,,,,937 Clubhouse Dr,,Harleysville,PA,19433,,,2023-04-21,1000.00,0.00,"Tracy Pennycuick, STATE SENATE 24th PA",011,,,,Pennycuick,Tracy,,PA Rep.,,,,,,,,,,,,"Tracy Pennycuick, STATE SENATE 24th PA"
SB29,C00340455,48587959,,,COM,Friends of Barry Jozwiak,,,,,,590 Grange Road,,Bernville,PA,195069307,,,2023-04-21,250.00,0.00,"Barry Jozwiak, STATE HOUSE 5th PA",011,,,,Jozwiak,Barry,J.,PA Rep.,,,,,,,,,,,,"Barry Jozwiak, STATE HOUSE 5th PA"
SB29,C00340455,48600737,,,COM,Friends of Marty Flynn,,,,,,PO Box 91,,Scranton,PA,18504,,,2023-04-28,1000.00,0.00,"Martin Flynn, STATE SENATE 22nd PA",011,,,,Flynn,Martin,B.,PA Rep.,II,,,,,,,,,,,"Martin Flynn, STATE SENATE 22nd PA"
SB29,C00340455,48600738,,,COM,Friends of Keith Greiner,,,,,,405 Myer Terrace,,Leola,PA,175401218,,,2023-04-28,500.00,0.00,"Keith Greiner, STATE HOUSE 43rd PA",011,,,,Greiner,Keith,,PA Rep.,,,,,,,,,,,,"Keith Greiner, STATE HOUSE 43rd PA"
SB29,C00340455,48600739,,,COM,Friends of Peter Schweyer,,,,,,PO Box 4364,,Allentown,PA,181054364,,,2023-04-28,1000.00,0.00,"Peter Schweyer, STATE HOUSE 134th PA",011,,,,Schweyer,Peter,,PA Rep.,,,,,,,,,,,,"Peter Schweyer, STATE HOUSE 134th PA"
SB29,C00340455,48600740,,,COM,Friends of Tim Brennan,,,,,,102 Shewell Ave,,Doylestown,PA,18901,,,2023-04-28,250.00,0.00,"Tim Brennan, STATE HOUSE 29th PA",011,,,,Brennan,Tim,,PA Rep.,,,,,,,,,,,,"Tim Brennan, STATE HOUSE 29th PA"
SB29,C00340455,48600803,,,COM,People for Robert Matzie,,,,,,1028 Highland Avenue,,Ambridge,PA,15003,,,2023-04-28,1000.00,0.00,"Robert Matzie, STATE HOUSE 16th PA",011,,,,Matzie,Robert,F.,PA Rep.,,,,,,,,,,,,"Robert Matzie, STATE HOUSE 16th PA"
SB29,C00340455,48600804,,,COM,Friends of Judy Ward,,,,,,3521 Sylvan Heights Dr,,Hollidaysburg,PA,166482837,,,2023-04-28,500.00,0.00,"Judith Ward, STATE SENATE 30th PA",011,,,,Ward,Judith,,PA Sen.,,,,,,,,,,,,"Judith Ward, STATE SENATE 30th PA"
