form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00862995,500374600,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-09-26,278000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500364500,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-07,2910.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500368340,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-30,105000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500363850,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-31,55290.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500362960,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-24,43650.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500369570,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-09,27000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361441,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-07-15,44000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500363851,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-31,1710.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500369571,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-09-09,126000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500365322,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-16,126000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500370142,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-12,149000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500361442,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-07-15,24000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500362962,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-24,1350.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500371792,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-18,222000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500365323,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-16,11000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500370143,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-12,24000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361443,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-15,70810.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500367063,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-22,113000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500371793,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-18,24000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500365324,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-16,106700.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500370144,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-09-12,124000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361444,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-15,2190.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500367064,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-16,41000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500377984,,,PAC,All In PAC,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-26,87000.00,0.00,Joint Transfer,,C00759019,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361884,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-07-18,44000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500377794,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-09-30,446000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500371794,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-09-18,94000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500365325,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-16,3300.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500367065,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-22,127070.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500377985,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-09-30,600000.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361885,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-18,17460.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500367066,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-08-22,3930.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500361886,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-07-18,540.00,0.00,Joint Transfer,,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00862995,500364497,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-07,89000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500368338,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-08-30,128000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500363848,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-07-31,81000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
SB22,C00862995,500362958,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-07-24,67000.00,0.00,Joint Transfer,,C00839597,,,Allred,Colin,Zachary,,,S,TX,00,,,,,,,,
